submission_date,state,tot_cases
2021-09-03T00:00:00.000,OH,1241268
2020-06-19T00:00:00.000,OH,43731
2020-08-05T00:00:00.000,OH,96305
2020-12-08T00:00:00.000,OH,510018
2020-02-09T00:00:00.000,OH,0
2020-04-15T00:00:00.000,OH,7791
2020-11-22T00:00:00.000,OH,351419
2021-03-30T00:00:00.000,OH,1015577
2021-08-01T00:00:00.000,OH,1130134
2021-10-17T00:00:00.000,OH,1496675
2020-12-29T00:00:00.000,OH,682570
2021-03-15T00:00:00.000,OH,990340
2020-10-28T00:00:00.000,OH,205347
2021-03-27T00:00:00.000,OH,1010603
2021-01-17T00:00:00.000,OH,826754
2021-11-26T00:00:00.000,OH,1669274
2021-06-04T00:00:00.000,OH,1104001
2021-04-30T00:00:00.000,OH,1072312
2021-05-25T00:00:00.000,OH,1098593
2021-07-30T00:00:00.000,OH,1127808
2020-03-19T00:00:00.000,OH,119
2020-04-10T00:00:00.000,OH,5878
2021-01-23T00:00:00.000,OH,859841
2020-04-03T00:00:00.000,OH,3312
2021-09-27T00:00:00.000,OH,1393696
2021-07-11T00:00:00.000,OH,1114267
2020-02-10T00:00:00.000,OH,0
2021-03-26T00:00:00.000,OH,1008913
2021-02-05T00:00:00.000,OH,914530
2021-01-11T00:00:00.000,OH,784957
2021-02-08T00:00:00.000,OH,922143
2020-06-09T00:00:00.000,OH,39162
2021-04-15T00:00:00.000,OH,1048109
2020-10-17T00:00:00.000,OH,180225
2020-03-27T00:00:00.000,OH,1137
2020-03-20T00:00:00.000,OH,169
2020-06-30T00:00:00.000,OH,51789
2021-06-18T00:00:00.000,OH,1108398
2020-10-16T00:00:00.000,OH,177991
2021-02-21T00:00:00.000,OH,953767
2020-05-03T00:00:00.000,OH,19914
2021-05-17T00:00:00.000,OH,1091623
2021-05-27T00:00:00.000,OH,1100312
