date,state,tot_cases,new_cases,administered_dose1_recip,series_complete_yes,new_dose_1,new_series_completed
2021-03-16,OH,992223.0,1883.0,1853637.0,1100051.0,20160.0,18068.0
2021-03-17,OH,993681.0,1458.0,1885074.0,1122325.0,31437.0,22274.0
2021-03-18,OH,995785.0,2104.0,1938480.0,1146084.0,53406.0,23759.0
2021-03-19,OH,997336.0,1551.0,1996465.0,1175920.0,57985.0,29836.0
2021-03-20,OH,998819.0,1483.0,2061077.0,1206420.0,64612.0,30500.0
2021-03-21,OH,999750.0,931.0,2171531.0,1266074.0,110454.0,59654.0
2021-03-22,OH,1001194.0,1444.0,2173341.0,1267138.0,1810.0,1064.0
2021-03-23,OH,1002822.0,1628.0,2203174.0,1281219.0,29833.0,14081.0
2021-03-24,OH,1004670.0,1848.0,2252884.0,1300159.0,49710.0,18940.0
2021-03-25,OH,1006171.0,1501.0,2306242.0,1327777.0,53358.0,27618.0
2021-03-26,OH,1008913.0,2742.0,2370304.0,1368826.0,64062.0,41049.0
2021-03-27,OH,1010603.0,1690.0,2439815.0,1413021.0,69511.0,44195.0
2021-03-28,OH,1011622.0,1019.0,2540206.0,1490747.0,100391.0,77726.0
2021-03-29,OH,1013119.0,1497.0,2540660.0,1491867.0,454.0,1120.0
2021-03-30,OH,1015577.0,2458.0,2565342.0,1508281.0,24682.0,16414.0
2021-03-31,OH,1017566.0,1989.0,2602764.0,1534650.0,37422.0,26369.0
2021-04-01,OH,1020041.0,2475.0,2653963.0,1569399.0,51199.0,34749.0
2021-04-02,OH,1021718.0,1677.0,2717520.0,1614843.0,63557.0,45444.0
2021-04-03,OH,1024011.0,2293.0,2793709.0,1674050.0,76189.0,59207.0
2021-04-04,OH,1024011.0,0.0,2853421.0,1725813.0,59712.0,51763.0
2021-04-05,OH,1026929.0,2918.0,2891287.0,1755533.0,37866.0,29720.0
2021-04-06,OH,1028800.0,1871.0,2911192.0,1771079.0,19905.0,15546.0
2021-04-07,OH,1030864.0,2064.0,2952915.0,1800814.0,41723.0,29735.0
2021-04-08,OH,1033606.0,2742.0,3005289.0,1860395.0,52374.0,59581.0
2021-04-09,OH,1035552.0,1946.0,3069409.0,1927105.0,64120.0,66710.0
2021-04-10,OH,1037600.0,2048.0,3127804.0,1999494.0,58395.0,72389.0
2021-04-11,OH,1039455.0,1855.0,3184430.0,2079549.0,56626.0,80055.0
2021-04-12,OH,1041389.0,1934.0,3221761.0,2131660.0,37331.0,52111.0
2021-04-13,OH,1043729.0,2340.0,3266158.0,2208658.0,44397.0,76998.0
2021-04-14,OH,1045945.0,2216.0,3267511.0,2210519.0,1353.0,1861.0
2021-04-15,OH,1048109.0,2164.0,3341375.0,2331224.0,73864.0,120705.0
2021-04-16,OH,1050112.0,2003.0,3342677.0,2333026.0,1302.0,1802.0
2021-04-17,OH,1052099.0,1987.0,3380574.0,2414860.0,37897.0,81834.0
2021-04-18,OH,1053175.0,1076.0,3414792.0,2473441.0,34218.0,58581.0
2021-04-19,OH,1054807.0,1632.0,3436045.0,2516551.0,21253.0,43110.0
2021-04-20,OH,1056606.0,1799.0,3450435.0,2544248.0,14390.0,27697.0
2021-04-21,OH,1058395.0,1789.0,3492912.0,2649583.0,42477.0,105335.0
2021-04-22,OH,1060119.0,1724.0,3493987.0,2650986.0,1075.0,1403.0
2021-04-23,OH,1061907.0,1788.0,3526225.0,2722343.0,32238.0,71357.0
2021-04-24,OH,1063433.0,1526.0,3551802.0,2791605.0,25577.0,69262.0
2021-04-25,OH,1064306.0,873.0,3579608.0,2852950.0,27806.0,61345.0
2021-04-26,OH,1065702.0,1396.0,3605570.0,2922867.0,25962.0,69917.0
2021-04-27,OH,1067262.0,1560.0,3606348.0,2924149.0,778.0,1282.0
2021-04-28,OH,1068985.0,1723.0,3621483.0,2960242.0,15135.0,36093.0
2021-04-29,OH,1070771.0,1786.0,3670644.0,3061768.0,49161.0,101526.0
2021-04-30,OH,1072312.0,1541.0,3671316.0,3062979.0,672.0,1211.0
2021-05-01,OH,1074019.0,1707.0,3707848.0,3161544.0,36532.0,98565.0
2021-05-02,OH,1075004.0,985.0,3716466.0,3181036.0,8618.0,19492.0
2021-05-03,OH,1075999.0,995.0,3720760.0,3188447.0,4294.0,7411.0
2021-05-04,OH,1077284.0,1285.0,3733819.0,3212075.0,13059.0,23628.0
2021-05-05,OH,1078734.0,1450.0,3734545.0,3213118.0,726.0,1043.0
2021-05-06,OH,1080121.0,1387.0,3750979.0,3253515.0,16434.0,40397.0
2021-05-07,OH,1081518.0,1397.0,3777567.0,3304204.0,26588.0,50689.0
2021-05-08,OH,1082815.0,1297.0,3809634.0,3397999.0,32067.0,93795.0
2021-05-09,OH,1083609.0,794.0,3814214.0,3425007.0,4580.0,27008.0
2021-05-10,OH,1084322.0,713.0,3814880.0,3425770.0,666.0,763.0
2021-05-11,OH,1085733.0,1411.0,3838219.0,3459132.0,23339.0,33362.0
2021-05-12,OH,1087182.0,1449.0,3861480.0,3517829.0,23261.0,58697.0
2021-05-13,OH,1088343.0,1161.0,3862060.0,3518731.0,580.0,902.0
2021-05-14,OH,1089357.0,1014.0,3883017.0,3546621.0,20957.0,27890.0
2021-05-15,OH,1090276.0,919.0,3921492.0,3603317.0,38475.0,56696.0
2021-05-16,OH,1090894.0,618.0,3921976.0,3603896.0,484.0,579.0
2021-05-17,OH,1091623.0,729.0,3937580.0,3619646.0,15604.0,15750.0
2021-05-18,OH,1092616.0,993.0,3949039.0,3630953.0,11459.0,11307.0
2021-05-19,OH,1093534.0,918.0,3966759.0,3649659.0,17720.0,18706.0
2021-05-20,OH,1094742.0,1208.0,4014796.0,3690339.0,48037.0,40680.0
2021-05-21,OH,1095746.0,1004.0,4015783.0,3691385.0,987.0,1046.0
2021-05-22,OH,1096617.0,871.0,4050772.0,3720751.0,34989.0,29366.0
2021-05-23,OH,1097300.0,683.0,4086721.0,3757003.0,35949.0,36252.0
2021-05-24,OH,1097866.0,566.0,4086956.0,3757151.0,235.0,148.0
2021-05-25,OH,1098593.0,727.0,4094607.0,3764410.0,7651.0,7259.0
2021-05-26,OH,1099580.0,987.0,4113416.0,3781566.0,18809.0,17156.0
2021-05-27,OH,1100312.0,732.0,4133329.0,3800522.0,19913.0,18956.0
2021-05-28,OH,1100972.0,660.0,4148603.0,3817327.0,15274.0,16805.0
2021-05-29,OH,1101557.0,585.0,4163913.0,3834904.0,15310.0,17577.0
2021-05-30,OH,1101934.0,377.0,4186956.0,3862780.0,23043.0,27876.0
2021-05-31,OH,1102244.0,310.0,4187170.0,3862941.0,214.0,161.0
2021-06-01,OH,1102556.0,312.0,4192087.0,3868384.0,4917.0,5443.0
2021-06-02,OH,1102890.0,334.0,4205095.0,3883887.0,13008.0,15503.0
2021-06-03,OH,1103380.0,490.0,4205698.0,3884555.0,603.0,668.0
2021-06-04,OH,1104001.0,621.0,4217553.0,3899215.0,11855.0,14660.0
2021-06-05,OH,1104380.0,379.0,4230484.0,3917423.0,12931.0,18208.0
2021-06-06,OH,1104648.0,268.0,4242574.0,3940455.0,12090.0,23032.0
2021-06-07,OH,1104903.0,255.0,4254427.0,3969628.0,11853.0,29173.0
2021-06-08,OH,1105329.0,426.0,4263680.0,3987445.0,9253.0,17817.0
2021-06-09,OH,1105720.0,391.0,4273380.0,4006122.0,9700.0,18677.0
2021-06-10,OH,1106064.0,344.0,4274135.0,4006867.0,755.0,745.0
2021-06-11,OH,1106411.0,347.0,4293935.0,4047087.0,19800.0,40220.0
2021-06-12,OH,1106796.0,385.0,4294426.0,4047662.0,491.0,575.0
2021-06-13,OH,1107047.0,251.0,4303727.0,4068558.0,9301.0,20896.0
2021-06-14,OH,1107225.0,178.0,4308520.0,4083508.0,4793.0,14950.0
2021-06-15,OH,1107521.0,296.0,4310788.0,4090904.0,2268.0,7396.0
2021-06-16,OH,1107902.0,381.0,4319475.0,4109616.0,8687.0,18712.0
2021-06-17,OH,1108146.0,244.0,4330746.0,4137882.0,11271.0,28266.0
2021-06-18,OH,1108398.0,252.0,4339775.0,4158456.0,9029.0,20574.0
2021-06-19,OH,1108650.0,252.0,4348577.0,4174217.0,8802.0,15761.0
2021-06-20,OH,1108902.0,252.0,4355350.0,4187731.0,6773.0,13514.0
2021-06-21,OH,1109025.0,123.0,4364219.0,4206615.0,8869.0,18884.0
2021-06-22,OH,1109374.0,349.0,4370100.0,4214890.0,5881.0,8275.0
2021-06-23,OH,1109697.0,323.0,4370448.0,4215282.0,348.0,392.0
2021-06-24,OH,1110000.0,303.0,4377719.0,4226105.0,7271.0,10823.0
2021-06-25,OH,1110292.0,292.0,4386732.0,4238439.0,9013.0,12334.0
2021-06-26,OH,1110546.0,254.0,4393959.0,4248288.0,7227.0,9849.0
2021-06-27,OH,1110700.0,154.0,4402914.0,4262687.0,8955.0,14399.0
2021-06-28,OH,1110847.0,147.0,4419871.0,4288793.0,16957.0,26106.0
2021-06-29,OH,1111124.0,277.0,4424851.0,4294983.0,4980.0,6190.0
2021-06-30,OH,1111324.0,200.0,4431404.0,4303720.0,6553.0,8737.0
2021-07-01,OH,1111903.0,579.0,4431978.0,4304159.0,574.0,439.0
2021-07-02,OH,1112088.0,185.0,4439088.0,4313859.0,7110.0,9700.0
2021-07-03,OH,1112289.0,201.0,4451717.0,4329556.0,12629.0,15697.0
2021-07-04,OH,1112394.0,105.0,4451856.0,4329676.0,139.0,120.0
2021-07-05,OH,1112499.0,105.0,4455302.0,4335028.0,3446.0,5352.0
2021-07-06,OH,1112689.0,190.0,4456891.0,4337403.0,1589.0,2375.0
2021-07-07,OH,1113006.0,317.0,4464447.0,4347377.0,7556.0,9974.0
2021-07-08,OH,1113383.0,377.0,4465062.0,4347768.0,615.0,391.0
2021-07-09,OH,1113737.0,354.0,4471549.0,4356572.0,6487.0,8804.0
2021-07-10,OH,1114036.0,299.0,4477270.0,4363696.0,5721.0,7124.0
2021-07-11,OH,1114267.0,231.0,4484114.0,4372615.0,6844.0,8919.0
2021-07-12,OH,1114491.0,224.0,4490346.0,4381142.0,6232.0,8527.0
2021-07-13,OH,1114835.0,344.0,4495605.0,4386676.0,5259.0,5534.0
2021-07-14,OH,1115242.0,407.0,4495907.0,4386947.0,302.0,271.0
2021-07-15,OH,1115789.0,547.0,4496709.0,4387720.0,802.0,773.0
2021-07-16,OH,1116322.0,533.0,4508175.0,4400565.0,11466.0,12845.0
2021-07-17,OH,1116808.0,486.0,4518970.0,4412547.0,10795.0,11982.0
2021-07-18,OH,1117109.0,301.0,4522547.0,4416762.0,3577.0,4215.0
2021-07-19,OH,1117769.0,660.0,4522709.0,4416871.0,162.0,109.0
2021-07-20,OH,1118513.0,744.0,4530848.0,4424795.0,8139.0,7924.0
2021-07-21,OH,1119298.0,785.0,4531218.0,4425094.0,370.0,299.0
2021-07-22,OH,1120120.0,822.0,4537838.0,4430870.0,6620.0,5776.0
2021-07-23,OH,1120922.0,802.0,4545660.0,4437979.0,7822.0,7109.0
2021-07-24,OH,1121609.0,687.0,4559253.0,4449415.0,13593.0,11436.0
2021-07-25,OH,1122104.0,495.0,4559420.0,4449495.0,167.0,80.0
2021-07-26,OH,1122647.0,543.0,4564763.0,4453846.0,5343.0,4351.0
2021-07-27,OH,1123964.0,1317.0,4574212.0,4459897.0,9449.0,6051.0
2021-07-28,OH,1125420.0,1456.0,4574600.0,4460139.0,388.0,242.0
2021-07-29,OH,1126625.0,1205.0,4593295.0,4480977.0,18695.0,20838.0
2021-07-30,OH,1127808.0,1183.0,4593679.0,4481191.0,384.0,214.0
2021-07-31,OH,1129277.0,1469.0,4610405.0,4493898.0,16726.0,12707.0
2021-08-01,OH,1130134.0,857.0,4616387.0,4498399.0,5982.0,4501.0
2021-08-02,OH,1131029.0,895.0,4616680.0,4498536.0,293.0,137.0
2021-08-03,OH,1132798.0,1769.0,4629234.0,4506920.0,12554.0,8384.0
2021-08-04,OH,1134965.0,2167.0,4629735.0,4507202.0,501.0,282.0
2021-08-05,OH,1136934.0,1969.0,4648794.0,4519091.0,19059.0,11889.0
2021-08-06,OH,1138600.0,1666.0,4649277.0,4519332.0,483.0,241.0
2021-08-07,OH,1140917.0,2317.0,4658991.0,4525599.0,9714.0,6267.0
2021-08-08,OH,1142330.0,1413.0,4675668.0,4536428.0,16677.0,10829.0
2021-08-09,OH,1143599.0,1269.0,4680889.0,4540173.0,5221.0,3745.0
2021-08-10,OH,1145925.0,2326.0,4690183.0,4545752.0,9294.0,5579.0
2021-08-11,OH,1149318.0,3393.0,4690552.0,4545952.0,369.0,200.0
2021-08-12,OH,1152590.0,3272.0,4707274.0,4557870.0,16722.0,11918.0
2021-08-13,OH,1155322.0,2732.0,4707862.0,4558236.0,588.0,366.0
2021-08-14,OH,1157782.0,2460.0,4721942.0,4568374.0,14080.0,10138.0
2021-08-15,OH,1159759.0,1977.0,4731758.0,4576402.0,9816.0,8028.0
2021-08-16,OH,1161573.0,1814.0,4739944.0,4583252.0,8186.0,6850.0
2021-08-17,OH,1164808.0,3235.0,4744450.0,4587359.0,4506.0,4107.0
2021-08-18,OH,1168111.0,3303.0,4754692.0,4594860.0,10242.0,7501.0
2021-08-19,OH,1171557.0,3446.0,4765470.0,4603392.0,10778.0,8532.0
2021-08-20,OH,1175340.0,3783.0,4775772.0,4611755.0,10302.0,8363.0
2021-08-21,OH,1178792.0,3452.0,4795750.0,4629311.0,19978.0,17556.0
2021-08-22,OH,1180986.0,2194.0,4802592.0,4636610.0,6842.0,7299.0
2021-08-23,OH,1183761.0,2775.0,4806938.0,4641623.0,4346.0,5013.0
2021-08-24,OH,1187878.0,4117.0,4816022.0,4648540.0,9084.0,6917.0
2021-08-25,OH,1192478.0,4600.0,4827057.0,4658480.0,11035.0,9940.0
2021-08-26,OH,1197873.0,5395.0,4827641.0,4658927.0,584.0,447.0
2021-08-27,OH,1202728.0,4855.0,4837839.0,4668141.0,10198.0,9214.0
2021-08-28,OH,1207932.0,5204.0,4848325.0,4677304.0,10486.0,9163.0
2021-08-29,OH,1211895.0,3963.0,4859708.0,4688095.0,11383.0,10791.0
2021-08-30,OH,1214986.0,3091.0,4867317.0,4696980.0,7609.0,8885.0
2021-08-31,OH,1220900.0,5914.0,4871892.0,4702566.0,4575.0,5586.0
2021-09-01,OH,1228002.0,7102.0,4882792.0,4711990.0,10900.0,9424.0
2021-09-02,OH,1235089.0,7087.0,4883314.0,4712426.0,522.0,436.0
2021-09-03,OH,1241268.0,6179.0,4895657.0,4723761.0,12343.0,11335.0
2021-09-04,OH,1247637.0,6369.0,4905134.0,4731842.0,9477.0,8081.0
2021-09-05,OH,1253198.0,5561.0,4916648.0,4742587.0,11514.0,10745.0
2021-09-06,OH,1257142.0,3944.0,4916799.0,4742681.0,151.0,94.0
2021-09-07,OH,1262018.0,4876.0,4932548.0,4759853.0,15749.0,17172.0
2021-09-08,OH,1268841.0,6823.0,4933672.0,4760309.0,1124.0,456.0
2021-09-09,OH,1276738.0,7897.0,4943011.0,4768582.0,9339.0,8273.0
2021-09-10,OH,1285757.0,9019.0,4952725.0,4779277.0,9714.0,10695.0
2021-09-11,OH,1294162.0,8405.0,4963162.0,4788500.0,10437.0,9223.0
2021-09-12,OH,1298625.0,4463.0,4975509.0,4799073.0,12347.0,10573.0
2021-09-13,OH,1304193.0,5568.0,4982994.0,4807227.0,7485.0,8154.0
2021-09-14,OH,1311518.0,7325.0,4986522.0,4811048.0,3528.0,3821.0
2021-09-15,OH,1319265.0,7747.0,5301914.0,5057737.0,315392.0,246689.0
2021-09-16,OH,1327614.0,8349.0,6239881.0,5767877.0,937967.0,710140.0
2021-09-17,OH,1336061.0,8447.0,6249287.0,5776816.0,9406.0,8939.0
2021-09-18,OH,1342777.0,6716.0,6260986.0,5789221.0,11699.0,12405.0
2021-09-19,OH,1347205.0,4428.0,6276516.0,5807802.0,15530.0,18581.0
2021-09-20,OH,1352104.0,4899.0,6280109.0,5813250.0,3593.0,5448.0
2021-09-21,OH,1358918.0,6814.0,6280172.0,5813299.0,63.0,49.0
2021-09-22,OH,1365800.0,6882.0,6280577.0,5813607.0,405.0,308.0
2021-09-23,OH,1373275.0,7475.0,6289705.0,5818486.0,9128.0,4879.0
2021-09-24,OH,1380370.0,7095.0,6299118.0,5827327.0,9413.0,8841.0
2021-09-25,OH,1385749.0,5379.0,6308173.0,5837184.0,9055.0,9857.0
2021-09-26,OH,1390015.0,4266.0,6317415.0,5847754.0,9242.0,10570.0
2021-09-27,OH,1393696.0,3681.0,6321622.0,5853820.0,4207.0,6066.0
2021-09-28,OH,1400979.0,7283.0,6325424.0,5858907.0,3802.0,5087.0
2021-09-29,OH,1407442.0,6463.0,6332731.0,5865123.0,7307.0,6216.0
2021-09-30,OH,1413972.0,6530.0,6340058.0,5870552.0,7327.0,5429.0
2021-10-01,OH,1420206.0,6234.0,6347015.0,5876941.0,6957.0,6389.0
2021-10-02,OH,1426300.0,6094.0,6351750.0,5881719.0,4735.0,4778.0
2021-10-03,OH,1429745.0,3445.0,6359154.0,5890639.0,7404.0,8920.0
2021-10-04,OH,1433957.0,4212.0,6368408.0,5904694.0,9254.0,14055.0
2021-10-05,OH,1439490.0,5533.0,6372049.0,5909570.0,3641.0,4876.0
2021-10-06,OH,1445786.0,6296.0,6378338.0,5915644.0,6289.0,6074.0
2021-10-07,OH,1452096.0,6310.0,6385020.0,5923087.0,6682.0,7443.0
2021-10-08,OH,1458747.0,6651.0,6399187.0,5937051.0,14167.0,13964.0
2021-10-09,OH,1461932.0,3185.0,6406088.0,5944694.0,6901.0,7643.0
2021-10-10,OH,1467331.0,5399.0,6406498.0,5944879.0,410.0,185.0
2021-10-11,OH,1470267.0,2936.0,6411092.0,5950952.0,4594.0,6073.0
2021-10-12,OH,1474723.0,4456.0,6413211.0,5953664.0,2119.0,2712.0
2021-10-13,OH,1480371.0,5648.0,6419117.0,5957472.0,5906.0,3808.0
2021-10-14,OH,1485514.0,5143.0,6427423.0,5964942.0,8306.0,7470.0
2021-10-15,OH,1490451.0,4937.0,6434770.0,5972247.0,7347.0,7305.0
2021-10-16,OH,1494160.0,3709.0,6444862.0,5982848.0,10092.0,10601.0
2021-10-17,OH,1496675.0,2515.0,6449631.0,5987788.0,4769.0,4940.0
2021-10-18,OH,1499485.0,2810.0,6453913.0,5993171.0,4282.0,5383.0
2021-10-19,OH,1503102.0,3617.0,6456133.0,5996443.0,2220.0,3272.0
2021-10-20,OH,1507676.0,4574.0,6463077.0,6002470.0,6944.0,6027.0
2021-10-21,OH,1511760.0,4084.0,6468875.0,6008452.0,5798.0,5982.0
2021-10-22,OH,1515838.0,4078.0,6478673.0,6017435.0,9798.0,8983.0
2021-10-23,OH,1519304.0,3466.0,6484054.0,6023303.0,5381.0,5868.0
2021-10-24,OH,1521844.0,2540.0,6490211.0,6029597.0,6157.0,6294.0
2021-10-25,OH,1524169.0,2325.0,6493527.0,6033375.0,3316.0,3778.0
2021-10-26,OH,1527976.0,3807.0,6495059.0,6034821.0,1532.0,1446.0
2021-10-27,OH,1531815.0,3839.0,6501078.0,6040206.0,6019.0,5385.0
2021-10-28,OH,1536005.0,4190.0,6507978.0,6046207.0,6900.0,6001.0
2021-10-29,OH,1539490.0,3485.0,6513172.0,6052062.0,5194.0,5855.0
2021-10-30,OH,1542911.0,3421.0,6521124.0,6058403.0,7952.0,6341.0
2021-10-31,OH,1545327.0,2416.0,6529841.0,6063992.0,8717.0,5589.0
2021-11-01,OH,1547788.0,2461.0,6534116.0,6068003.0,4275.0,4011.0
2021-11-02,OH,1551705.0,3917.0,6536385.0,6070430.0,2269.0,2427.0
2021-11-03,OH,1556208.0,4503.0,6542353.0,6075081.0,5968.0,4651.0
2021-11-04,OH,1560695.0,4487.0,6548197.0,6079963.0,5844.0,4882.0
2021-11-05,OH,1565043.0,4348.0,6554646.0,6085647.0,6449.0,5684.0
2021-11-06,OH,1567834.0,2791.0,6561308.0,6090049.0,6662.0,4402.0
2021-11-07,OH,1572197.0,4363.0,6570692.0,6096447.0,9384.0,6398.0
2021-11-08,OH,1575319.0,3122.0,6579579.0,6103017.0,8887.0,6570.0
2021-11-09,OH,1580271.0,4952.0,6579541.0,6102837.0,-38.0,-180.0
2021-11-10,OH,1585798.0,5527.0,6594885.0,6109783.0,15344.0,6946.0
2021-11-11,OH,1590792.0,4994.0,6611624.0,6115880.0,16739.0,6097.0
2021-11-12,OH,1596171.0,5379.0,6626728.0,6121902.0,15104.0,6022.0
2021-11-13,OH,1600860.0,4689.0,6637502.0,6126009.0,10774.0,4107.0
2021-11-14,OH,1604488.0,3628.0,6638417.0,6127121.0,915.0,1112.0
2021-11-15,OH,1608415.0,3927.0,6668715.0,6137306.0,30298.0,10185.0
2021-11-16,OH,1614054.0,5639.0,6677840.0,6139691.0,9125.0,2385.0
2021-11-17,OH,1620436.0,6382.0,6689711.0,6143585.0,11871.0,3894.0
2021-11-18,OH,1627051.0,6615.0,6703031.0,6148754.0,13320.0,5169.0
2021-11-19,OH,1633480.0,6429.0,6719752.0,6155226.0,16721.0,6472.0
2021-11-20,OH,1639070.0,5590.0,6733125.0,6160144.0,13373.0,4918.0
2021-11-21,OH,1642867.0,3797.0,6748272.0,6165964.0,15147.0,5820.0
2021-11-22,OH,1647237.0,4370.0,6762630.0,6170085.0,14358.0,4121.0
2021-11-23,OH,1653380.0,6143.0,6767599.0,6171795.0,4969.0,1710.0
2021-11-24,OH,1660131.0,6751.0,6779515.0,6175735.0,11916.0,3940.0
2021-11-25,OH,1660131.0,0.0,6779515.0,6175735.0,0.0,0.0
2021-11-26,OH,1669274.0,9143.0,6779515.0,6175735.0,0.0,0.0
2021-11-27,OH,1673496.0,4222.0,6779515.0,6175735.0,0.0,0.0
2021-11-28,OH,1677741.0,4245.0,6779515.0,6175735.0,0.0,0.0
2021-11-29,OH,1683472.0,5731.0,6820747.0,6196181.0,41232.0,20446.0
2021-11-30,OH,1690217.0,6745.0,6824256.0,6200220.0,3509.0,4039.0
2021-12-01,OH,1699161.0,8944.0,6832674.0,6209524.0,8418.0,9304.0
2021-12-02,OH,1708292.0,9131.0,6850534.0,6224765.0,17860.0,15241.0
2021-12-03,OH,1717876.0,9584.0,6861081.0,6236674.0,10547.0,11909.0
2021-12-04,OH,1725669.0,7793.0,6874227.0,6249226.0,13146.0,12552.0
2021-12-05,OH,1731003.0,5334.0,6884914.0,6261026.0,10687.0,11800.0
2021-12-06,OH,1735925.0,4922.0,6890645.0,6274734.0,5731.0,13708.0
2021-12-07,OH,1743801.0,7876.0,6894490.0,6282308.0,3845.0,7574.0
2021-12-08,OH,1752508.0,8707.0,6909267.0,6298327.0,14777.0,16019.0
2021-12-09,OH,1761008.0,8500.0,6917921.0,6309251.0,8654.0,10924.0
2021-12-10,OH,1768367.0,7359.0,6930017.0,6322437.0,12096.0,13186.0
2021-12-11,OH,1776439.0,8072.0,6939813.0,6334456.0,9796.0,12019.0
2021-12-12,OH,1781411.0,4972.0,6948611.0,6345157.0,8798.0,10701.0
2021-12-13,OH,1787029.0,5618.0,6953764.0,6357434.0,5153.0,12277.0
2021-12-14,OH,1796951.0,9922.0,6957555.0,6361763.0,3791.0,4329.0
2021-12-15,OH,1807539.0,10588.0,6966437.0,6371961.0,8882.0,10198.0
2021-12-16,OH,1819342.0,11803.0,6975257.0,6381746.0,8820.0,9785.0
2021-12-17,OH,1829367.0,10025.0,6982975.0,6389323.0,7718.0,7577.0
2021-12-18,OH,1839501.0,10134.0,6992657.0,6397689.0,9682.0,8366.0
2021-12-19,OH,1847140.0,7639.0,7002102.0,6404778.0,9445.0,7089.0
2021-12-20,OH,1855222.0,8082.0,7008854.0,6411645.0,6752.0,6867.0
2021-12-21,OH,1867724.0,12502.0,7012329.0,6415084.0,3475.0,3439.0
2021-12-22,OH,1880588.0,12864.0,7021043.0,6421343.0,8714.0,6259.0
2021-12-23,OH,1896577.0,15989.0,7024797.0,6425443.0,3754.0,4100.0
2021-12-24,OH,1910991.0,14414.0,7026188.0,6425686.0,1391.0,243.0
2021-12-25,OH,1910991.0,0.0,7026765.0,6425764.0,577.0,78.0
2021-12-26,OH,1931908.0,20917.0,7026940.0,6425774.0,175.0,10.0
2021-12-27,OH,1940000.0,8092.0,7027218.0,6425847.0,278.0,73.0
2021-12-28,OH,1955403.0,15403.0,7047421.0,6444295.0,20203.0,18448.0
2021-12-29,OH,1975723.0,20320.0,7055157.0,6450314.0,7736.0,6019.0
