Date,Recip_State,Recip_County,Administered_Dose1_Recip,Series_Complete_Yes
2021-04-30T00:00:00.000,OH,Auglaize County,11325,10408
2021-04-30T00:00:00.000,OH,Putnam County,8809,8491
2021-04-30T00:00:00.000,OH,Paulding County,3438,3100
2021-04-30T00:00:00.000,OH,Meigs County,5677,5037
2021-04-30T00:00:00.000,OH,Greene County,64754,53344
2021-04-30T00:00:00.000,OH,Jackson County,7017,6450
2021-04-30T00:00:00.000,OH,Clark County,37406,34165
2021-04-30T00:00:00.000,OH,Monroe County,3741,3616
2021-04-30T00:00:00.000,OH,Hamilton County,280702,236055
2021-04-30T00:00:00.000,OH,Butler County,106781,89212
2021-04-30T00:00:00.000,OH,Marion County,17016,14089
2021-04-30T00:00:00.000,OH,Williams County,5400,5191
2021-04-30T00:00:00.000,OH,Vinton County,2518,2296
2021-04-30T00:00:00.000,OH,Fairfield County,46388,38103
2021-04-30T00:00:00.000,OH,Portage County,50492,41874
2021-04-30T00:00:00.000,OH,Adams County,4517,3942
2021-04-30T00:00:00.000,OH,Wood County,45553,41638
2021-04-30T00:00:00.000,OH,Carroll County,6291,5732
2021-04-30T00:00:00.000,OH,Lawrence County,10795,9713
2021-04-30T00:00:00.000,OH,Wayne County,28684,24141
2021-04-30T00:00:00.000,OH,Geauga County,33719,28240
2021-04-30T00:00:00.000,OH,Noble County,3475,3195
2021-04-30T00:00:00.000,OH,Belmont County,14548,12611
2021-04-30T00:00:00.000,OH,Morrow County,8040,7197
2021-04-30T00:00:00.000,OH,Holmes County,3706,3595
2021-04-30T00:00:00.000,OH,Coshocton County,7154,6706
2021-04-30T00:00:00.000,OH,Tuscarawas County,19381,17323
2021-04-30T00:00:00.000,OH,Franklin County,436674,345413
2021-04-30T00:00:00.000,OH,Ross County,19604,17498
2021-04-30T00:00:00.000,OH,Trumbull County,59663,50327
2021-04-30T00:00:00.000,OH,Perry County,,6933
2021-04-30T00:00:00.000,OH,Fayette County,6399,5669
2021-04-30T00:00:00.000,OH,Clinton County,9027,8415
2021-04-30T00:00:00.000,OH,Fulton County,9363,8733
2021-04-30T00:00:00.000,OH,Sandusky County,16910,15302
2021-04-30T00:00:00.000,OH,Ashtabula County,24613,20292
2021-04-30T00:00:00.000,OH,Darke County,9627,8953
2021-04-30T00:00:00.000,OH,Scioto County,19293,18410
2021-04-30T00:00:00.000,OH,Summit County,178607,146960
2021-04-30T00:00:00.000,OH,Knox County,14722,13421
2021-04-30T00:00:00.000,OH,Erie County,20897,17084
2021-04-30T00:00:00.000,OH,Delaware County,83540,69298
2021-04-30T00:00:00.000,OH,Ottawa County,12718,11726
2021-04-30T00:00:00.000,OH,Lorain County,102774,82166
2021-04-30T00:00:00.000,OH,Wyandot County,,5015
2021-04-30T00:00:00.000,OH,Muskingum County,23925,22801
2021-04-30T00:00:00.000,OH,Washington County,18580,17418
2021-04-30T00:00:00.000,OH,Richland County,30383,27680
2021-04-30T00:00:00.000,OH,Highland County,8548,7442
2021-04-30T00:00:00.000,OH,Montgomery County,163064,141514
2021-04-30T00:00:00.000,OH,Brown County,8764,7215
2021-04-30T00:00:00.000,OH,Van Wert County,3018,2223
2021-04-30T00:00:00.000,OH,Morgan County,3572,3395
2021-04-30T00:00:00.000,OH,Champaign County,9865,8912
2021-04-30T00:00:00.000,OH,Licking County,50251,43998
2021-04-30T00:00:00.000,OH,Madison County,11706,10303
2021-04-30T00:00:00.000,OH,Warren County,78563,68846
2021-04-30T00:00:00.000,OH,Unknown County,107603,43890
2021-04-30T00:00:00.000,OH,Hancock County,21121,19589
2021-04-30T00:00:00.000,OH,Logan County,10705,9892
2021-04-30T00:00:00.000,OH,Allen County,25198,23072
2021-04-30T00:00:00.000,OH,Medina County,67477,54905
2021-04-30T00:00:00.000,OH,Defiance County,10289,9522
2021-04-30T00:00:00.000,OH,Preble County,9282,8375
2021-04-30T00:00:00.000,OH,Guernsey County,9771,8780
2021-04-30T00:00:00.000,OH,Ashland County,11240,9358
2021-04-30T00:00:00.000,OH,Union County,18855,15570
2021-04-30T00:00:00.000,OH,Hocking County,7113,6364
2021-04-30T00:00:00.000,OH,Crawford County,10921,10258
2021-04-30T00:00:00.000,OH,Lake County,87196,69568
2021-04-30T00:00:00.000,OH,Pickaway County,15127,12623
2021-04-30T00:00:00.000,OH,Lucas County,127473,112804
2021-04-30T00:00:00.000,OH,Gallia County,4783,4767
2021-04-30T00:00:00.000,OH,Columbiana County,28219,24653
2021-04-30T00:00:00.000,OH,Stark County,111694,87489
2021-04-30T00:00:00.000,OH,Athens County,18609,15986
2021-04-30T00:00:00.000,OH,Seneca County,11524,10774
2021-04-30T00:00:00.000,OH,Clermont County,63307,52585
2021-04-30T00:00:00.000,OH,Cuyahoga County,440767,373115
2021-04-30T00:00:00.000,OH,Shelby County,10165,9287
2021-04-30T00:00:00.000,OH,Mercer County,8984,8244
2021-04-30T00:00:00.000,OH,Henry County,7656,7154
2021-04-30T00:00:00.000,OH,Huron County,13821,12300
2021-04-30T00:00:00.000,OH,Harrison County,3897,3562
2021-04-30T00:00:00.000,OH,Mahoning County,66110,56743
2021-04-30T00:00:00.000,OH,Miami County,27768,25055
2021-04-29T00:00:00.000,OH,Clermont County,63299,52577
2021-04-29T00:00:00.000,OH,Geauga County,33719,28240
2021-04-29T00:00:00.000,OH,Brown County,8759,7215
2021-04-29T00:00:00.000,OH,Marion County,17016,14089
2021-04-29T00:00:00.000,OH,Sandusky County,16910,15302
2021-04-29T00:00:00.000,OH,Pickaway County,15127,12622
2021-04-29T00:00:00.000,OH,Ross County,19604,17498
2021-04-29T00:00:00.000,OH,Shelby County,10163,9287
2021-04-29T00:00:00.000,OH,Carroll County,6291,5732
2021-04-29T00:00:00.000,OH,Huron County,13821,12300
2021-04-29T00:00:00.000,OH,Cuyahoga County,440728,373075
2021-04-29T00:00:00.000,OH,Athens County,18609,15985
2021-04-29T00:00:00.000,OH,Portage County,50488,41872
2021-04-29T00:00:00.000,OH,Allen County,25198,23070
2021-04-29T00:00:00.000,OH,Licking County,50250,43992
2021-04-29T00:00:00.000,OH,Gallia County,4782,4766
2021-04-29T00:00:00.000,OH,Guernsey County,9770,8778
2021-04-29T00:00:00.000,OH,Champaign County,9865,8911
2021-04-29T00:00:00.000,OH,Monroe County,3741,3613
2021-04-29T00:00:00.000,OH,Wood County,45551,41635
2021-04-29T00:00:00.000,OH,Delaware County,83536,69289
2021-04-29T00:00:00.000,OH,Knox County,14722,13420
2021-04-29T00:00:00.000,OH,Miami County,27768,25054
2021-04-29T00:00:00.000,OH,Preble County,9281,8375
2021-04-29T00:00:00.000,OH,Hocking County,7113,6364
2021-04-29T00:00:00.000,OH,Hamilton County,280595,236002
2021-04-29T00:00:00.000,OH,Coshocton County,7154,6705
2021-04-29T00:00:00.000,OH,Jackson County,7017,6450
2021-04-29T00:00:00.000,OH,Hardin County,6130,5719
2021-04-29T00:00:00.000,OH,Auglaize County,11324,10408
2021-04-29T00:00:00.000,OH,Darke County,9627,8953
2021-04-29T00:00:00.000,OH,Crawford County,10921,10258
2021-04-29T00:00:00.000,OH,Lawrence County,10784,9697
2021-04-29T00:00:00.000,OH,Seneca County,11524,10774
2021-04-29T00:00:00.000,OH,Vinton County,2518,2295
2021-04-29T00:00:00.000,OH,Clinton County,9026,8415
2021-04-29T00:00:00.000,OH,Medina County,67476,54903
2021-04-29T00:00:00.000,OH,Fairfield County,46387,38103
2021-04-29T00:00:00.000,OH,Scioto County,19284,18406
2021-04-29T00:00:00.000,OH,Tuscarawas County,19380,17322
2021-04-29T00:00:00.000,OH,Lucas County,127469,112797
2021-04-29T00:00:00.000,OH,Morrow County,8040,7197
2021-04-29T00:00:00.000,OH,Stark County,111689,87486
2021-04-29T00:00:00.000,OH,Warren County,78560,68840
2021-04-29T00:00:00.000,OH,Lorain County,102769,82159
2021-04-29T00:00:00.000,OH,Richland County,30382,27679
2021-04-29T00:00:00.000,OH,Fayette County,6399,5669
2021-04-29T00:00:00.000,OH,Defiance County,10289,9522
2021-04-29T00:00:00.000,OH,Muskingum County,23923,22800
2021-04-29T00:00:00.000,OH,Hancock County,21121,19588
2021-04-29T00:00:00.000,OH,Meigs County,5675,5036
2021-04-29T00:00:00.000,OH,Ashland County,11240,9358
2021-04-29T00:00:00.000,OH,Van Wert County,3018,2223
2021-04-29T00:00:00.000,OH,Greene County,64753,53343
2021-04-29T00:00:00.000,OH,Trumbull County,59658,50303
2021-04-29T00:00:00.000,OH,Putnam County,8809,8490
2021-04-29T00:00:00.000,OH,Erie County,20896,17084
2021-04-29T00:00:00.000,OH,Mercer County,8984,8244
2021-04-29T00:00:00.000,OH,Fulton County,9363,8732
2021-04-29T00:00:00.000,OH,Morgan County,3572,3395
2021-04-29T00:00:00.000,OH,Harrison County,3897,3561
2021-04-29T00:00:00.000,OH,Franklin County,436643,345371
2021-04-29T00:00:00.000,OH,Belmont County,14542,12600
2021-04-29T00:00:00.000,OH,Perry County,,6933
2021-04-29T00:00:00.000,OH,Columbiana County,28206,24634
2021-04-29T00:00:00.000,OH,Jefferson County,18020,16147
2021-04-29T00:00:00.000,OH,Noble County,3475,3195
2021-04-29T00:00:00.000,OH,Holmes County,3706,3595
2021-04-29T00:00:00.000,OH,Logan County,10704,9892
2021-04-29T00:00:00.000,OH,Henry County,7656,7154
2021-04-29T00:00:00.000,OH,Montgomery County,163057,141504
2021-04-29T00:00:00.000,OH,Summit County,178598,146951
2021-04-29T00:00:00.000,OH,Ottawa County,12718,11726
2021-04-29T00:00:00.000,OH,Madison County,11706,10303
2021-04-29T00:00:00.000,OH,Clark County,37404,34162
2021-04-29T00:00:00.000,OH,Mahoning County,66102,56735
2021-04-29T00:00:00.000,OH,Wayne County,28684,24140
2021-04-29T00:00:00.000,OH,Lake County,87194,69565
2021-04-29T00:00:00.000,OH,Adams County,4517,3942
2021-04-29T00:00:00.000,OH,Butler County,106780,89202
2021-04-29T00:00:00.000,OH,Union County,18855,15569
2021-04-29T00:00:00.000,OH,Paulding County,3437,3100
2021-04-29T00:00:00.000,OH,Highland County,8547,7442
2021-04-29T00:00:00.000,OH,Unknown County,107258,43068
2021-04-29T00:00:00.000,OH,Washington County,18578,17413
2021-04-29T00:00:00.000,OH,Ashtabula County,24611,20284
2021-04-29T00:00:00.000,OH,Williams County,5400,5189
2021-04-29T00:00:00.000,OH,Pike County,6534,5960
2021-04-29T00:00:00.000,OH,Wyandot County,,5015
2021-04-28T00:00:00.000,OH,Allen County,24981,22838
2021-04-28T00:00:00.000,OH,Wyandot County,,4896
2021-04-28T00:00:00.000,OH,Lake County,85799,67920
2021-04-28T00:00:00.000,OH,Van Wert County,2980,2191
2021-04-28T00:00:00.000,OH,Warren County,77668,65982
2021-04-28T00:00:00.000,OH,Adams County,4471,3856
2021-04-28T00:00:00.000,OH,Holmes County,3681,3422
2021-04-28T00:00:00.000,OH,Knox County,14546,12920
2021-04-28T00:00:00.000,OH,Vinton County,2499,2259
2021-04-28T00:00:00.000,OH,Ross County,19494,17213
2021-04-28T00:00:00.000,OH,Harrison County,3882,3480
2021-04-28T00:00:00.000,OH,Erie County,20567,16480
2021-04-28T00:00:00.000,OH,Monroe County,3730,3431
2021-04-28T00:00:00.000,OH,Logan County,10598,9704
2021-04-28T00:00:00.000,OH,Highland County,8457,7370
2021-04-28T00:00:00.000,OH,Hamilton County,277793,227565
2021-04-28T00:00:00.000,OH,Union County,18610,14997
2021-04-28T00:00:00.000,OH,Crawford County,10796,9923
2021-04-28T00:00:00.000,OH,Pike County,6473,5916
2021-04-28T00:00:00.000,OH,Scioto County,19129,18056
2021-04-28T00:00:00.000,OH,Medina County,66377,52976
2021-04-28T00:00:00.000,OH,Fairfield County,45820,36522
2021-04-28T00:00:00.000,OH,Greene County,63855,51432
2021-04-28T00:00:00.000,OH,Ottawa County,12601,11463
2021-04-28T00:00:00.000,OH,Portage County,49645,39573
2021-04-28T00:00:00.000,OH,Ashtabula County,24307,19706
2021-04-28T00:00:00.000,OH,Miami County,27528,24720
2021-04-28T00:00:00.000,OH,Seneca County,11384,10426
2021-04-28T00:00:00.000,OH,Pickaway County,14993,12363
2021-04-28T00:00:00.000,OH,Williams County,5342,4961
2021-04-28T00:00:00.000,OH,Hardin County,6071,5665
2021-04-28T00:00:00.000,OH,Tuscarawas County,19192,16808
2021-04-28T00:00:00.000,OH,Defiance County,10200,9314
2021-04-28T00:00:00.000,OH,Clermont County,62579,50703
2021-04-28T00:00:00.000,OH,Richland County,30172,27117
2021-04-28T00:00:00.000,OH,Wayne County,28311,23168
2021-04-28T00:00:00.000,OH,Athens County,18349,15353
2021-04-28T00:00:00.000,OH,Ashland County,11140,9239
2021-04-28T00:00:00.000,OH,Belmont County,14443,12244
2021-04-28T00:00:00.000,OH,Clinton County,8898,8183
2021-04-28T00:00:00.000,OH,Clark County,37076,32949
2021-04-28T00:00:00.000,OH,Trumbull County,58999,49033
2021-04-28T00:00:00.000,OH,Mercer County,8954,8032
2021-04-28T00:00:00.000,OH,Shelby County,10119,9109
2021-04-28T00:00:00.000,OH,Huron County,13672,12070
2021-04-28T00:00:00.000,OH,Licking County,49454,42494
2021-04-28T00:00:00.000,OH,Fayette County,6364,5615
2021-04-28T00:00:00.000,OH,Henry County,7606,6950
2021-04-28T00:00:00.000,OH,Geauga County,33141,27694
2021-04-28T00:00:00.000,OH,Wood County,45036,39521
2021-04-28T00:00:00.000,OH,Champaign County,9801,8510
2021-04-28T00:00:00.000,OH,Coshocton County,7101,6537
2021-04-28T00:00:00.000,OH,Morgan County,3551,3359
2021-04-28T00:00:00.000,OH,Paulding County,3413,3026
2021-04-28T00:00:00.000,OH,Carroll County,6209,5484
2021-04-28T00:00:00.000,OH,Lorain County,100918,78882
2021-04-28T00:00:00.000,OH,Putnam County,8763,8380
2021-04-28T00:00:00.000,OH,Lawrence County,10673,9552
2021-04-28T00:00:00.000,OH,Unknown County,106785,42275
2021-04-28T00:00:00.000,OH,Madison County,11629,10096
2021-04-28T00:00:00.000,OH,Franklin County,429156,329088
2021-04-28T00:00:00.000,OH,Jefferson County,17865,15825
2021-04-28T00:00:00.000,OH,Summit County,175581,140969
2021-04-28T00:00:00.000,OH,Sandusky County,16763,14760
2021-04-28T00:00:00.000,OH,Hocking County,7085,6040
2021-04-28T00:00:00.000,OH,Mahoning County,65580,55051
2021-04-28T00:00:00.000,OH,Brown County,8617,6900
2021-04-28T00:00:00.000,OH,Auglaize County,11228,10222
2021-04-28T00:00:00.000,OH,Noble County,3442,3141
2021-04-28T00:00:00.000,OH,Marion County,16786,13584
2021-04-28T00:00:00.000,OH,Perry County,,6868
2021-04-28T00:00:00.000,OH,Butler County,105314,86005
2021-04-28T00:00:00.000,OH,Muskingum County,23623,22492
2021-04-28T00:00:00.000,OH,Delaware County,82571,66365
2021-04-28T00:00:00.000,OH,Morrow County,7941,6953
2021-04-28T00:00:00.000,OH,Lucas County,125650,109580
2021-04-28T00:00:00.000,OH,Meigs County,5627,4936
2021-04-28T00:00:00.000,OH,Gallia County,4734,4684
2021-04-28T00:00:00.000,OH,Jackson County,6943,6265
2021-04-28T00:00:00.000,OH,Stark County,110221,83678
2021-04-28T00:00:00.000,OH,Columbiana County,27990,23701
2021-04-28T00:00:00.000,OH,Washington County,18334,16586
2021-04-28T00:00:00.000,OH,Hancock County,20949,19021
2021-04-28T00:00:00.000,OH,Preble County,9214,8041
2021-04-28T00:00:00.000,OH,Darke County,9585,8860
2021-04-28T00:00:00.000,OH,Fulton County,9288,8534
2021-04-28T00:00:00.000,OH,Cuyahoga County,432252,364657
2021-04-28T00:00:00.000,OH,Guernsey County,9692,8538
2021-04-28T00:00:00.000,OH,Montgomery County,161063,136975
2021-04-27T00:00:00.000,OH,Perry County,,6830
2021-04-27T00:00:00.000,OH,Wyandot County,,4870
2021-04-27T00:00:00.000,OH,Paulding County,3406,3017
2021-04-27T00:00:00.000,OH,Monroe County,3710,3423
2021-04-27T00:00:00.000,OH,Franklin County,426825,323670
2021-04-27T00:00:00.000,OH,Unknown County,106476,41677
2021-04-27T00:00:00.000,OH,Harrison County,3875,3469
2021-04-27T00:00:00.000,OH,Stark County,109819,82972
2021-04-27T00:00:00.000,OH,Greene County,63704,51025
2021-04-27T00:00:00.000,OH,Trumbull County,58856,48544
2021-04-27T00:00:00.000,OH,Warren County,77417,65243
2021-04-27T00:00:00.000,OH,Wayne County,28145,22973
2021-04-27T00:00:00.000,OH,Seneca County,11319,10360
2021-04-27T00:00:00.000,OH,Geauga County,33036,27410
2021-04-27T00:00:00.000,OH,Hamilton County,276704,225322
2021-04-27T00:00:00.000,OH,Jefferson County,17833,15802
2021-04-27T00:00:00.000,OH,Vinton County,2494,2231
2021-04-27T00:00:00.000,OH,Cuyahoga County,430314,358531
2021-04-27T00:00:00.000,OH,Knox County,14518,12696
2021-04-27T00:00:00.000,OH,Belmont County,14398,12115
2021-04-27T00:00:00.000,OH,Richland County,30052,26728
2021-04-27T00:00:00.000,OH,Brown County,8545,6712
2021-04-27T00:00:00.000,OH,Preble County,9189,7997
2021-04-27T00:00:00.000,OH,Ashland County,10823,8734
2021-04-27T00:00:00.000,OH,Logan County,10584,9618
2021-04-27T00:00:00.000,OH,Tuscarawas County,19145,16689
2021-04-27T00:00:00.000,OH,Gallia County,4714,4625
2021-04-27T00:00:00.000,OH,Highland County,8436,7355
2021-04-27T00:00:00.000,OH,Champaign County,9783,8472
2021-04-27T00:00:00.000,OH,Pike County,6439,5880
2021-04-27T00:00:00.000,OH,Scioto County,19063,17854
2021-04-27T00:00:00.000,OH,Mercer County,8932,7687
2021-04-27T00:00:00.000,OH,Darke County,9560,8819
2021-04-27T00:00:00.000,OH,Ross County,19441,17064
2021-04-27T00:00:00.000,OH,Portage County,49442,39153
2021-04-27T00:00:00.000,OH,Williams County,5325,4947
2021-04-27T00:00:00.000,OH,Delaware County,82139,65319
2021-04-27T00:00:00.000,OH,Butler County,104782,84403
2021-04-27T00:00:00.000,OH,Noble County,3442,3139
2021-04-27T00:00:00.000,OH,Allen County,24891,22715
2021-04-27T00:00:00.000,OH,Miami County,27472,24463
2021-04-27T00:00:00.000,OH,Lorain County,100207,77996
2021-04-27T00:00:00.000,OH,Coshocton County,7095,6520
2021-04-27T00:00:00.000,OH,Mahoning County,65428,54386
2021-04-27T00:00:00.000,OH,Lawrence County,10652,9508
2021-04-27T00:00:00.000,OH,Fayette County,6346,5605
2021-04-27T00:00:00.000,OH,Union County,18559,14883
2021-04-27T00:00:00.000,OH,Guernsey County,9669,8503
2021-04-27T00:00:00.000,OH,Lucas County,125216,108934
2021-04-27T00:00:00.000,OH,Ottawa County,12565,11358
2021-04-27T00:00:00.000,OH,Clinton County,8813,8077
2021-04-27T00:00:00.000,OH,Marion County,16768,13529
2021-04-27T00:00:00.000,OH,Holmes County,3676,3418
2021-04-27T00:00:00.000,OH,Erie County,20425,16395
2021-04-27T00:00:00.000,OH,Fairfield County,45546,36166
2021-04-27T00:00:00.000,OH,Morrow County,7906,6914
2021-04-27T00:00:00.000,OH,Henry County,7599,6912
2021-04-27T00:00:00.000,OH,Huron County,13592,12017
2021-04-27T00:00:00.000,OH,Hardin County,5995,5547
2021-04-27T00:00:00.000,OH,Adams County,4429,3670
2021-04-27T00:00:00.000,OH,Auglaize County,11205,9970
2021-04-27T00:00:00.000,OH,Morgan County,3539,3284
2021-04-27T00:00:00.000,OH,Ashtabula County,24200,19611
2021-04-27T00:00:00.000,OH,Athens County,18315,15270
2021-04-27T00:00:00.000,OH,Crawford County,10770,9897
2021-04-27T00:00:00.000,OH,Clark County,37024,32878
2021-04-27T00:00:00.000,OH,Shelby County,10088,8692
2021-04-27T00:00:00.000,OH,Meigs County,5617,4903
2021-04-27T00:00:00.000,OH,Carroll County,6181,5460
2021-04-27T00:00:00.000,OH,Columbiana County,27904,23272
2021-04-27T00:00:00.000,OH,Hancock County,20792,18928
2021-04-27T00:00:00.000,OH,Madison County,11596,10049
2021-04-27T00:00:00.000,OH,Pickaway County,14955,12274
2021-04-27T00:00:00.000,OH,Summit County,174679,138504
2021-04-27T00:00:00.000,OH,Muskingum County,23600,22449
2021-04-27T00:00:00.000,OH,Sandusky County,16662,14713
2021-04-27T00:00:00.000,OH,Hocking County,7067,6023
2021-04-27T00:00:00.000,OH,Putnam County,8742,8363
2021-04-27T00:00:00.000,OH,Jackson County,6928,6234
2021-04-27T00:00:00.000,OH,Fulton County,9244,8505
2021-04-27T00:00:00.000,OH,Wood County,44926,39102
2021-04-27T00:00:00.000,OH,Lake County,85486,67284
2021-04-27T00:00:00.000,OH,Montgomery County,160625,135391
2021-04-27T00:00:00.000,OH,Clermont County,62216,49897
2021-04-27T00:00:00.000,OH,Licking County,49283,42319
2021-04-27T00:00:00.000,OH,Washington County,18292,16546
2021-04-27T00:00:00.000,OH,Defiance County,10170,9244
2021-04-27T00:00:00.000,OH,Medina County,66038,52033
2021-04-27T00:00:00.000,OH,Van Wert County,2970,2163
2021-04-26T00:00:00.000,OH,Pike County,6439,5880
2021-04-26T00:00:00.000,OH,Ross County,19441,17064
2021-04-26T00:00:00.000,OH,Washington County,18291,16535
2021-04-26T00:00:00.000,OH,Wood County,44925,39100
2021-04-26T00:00:00.000,OH,Jackson County,6928,6234
2021-04-26T00:00:00.000,OH,Cuyahoga County,430287,358498
2021-04-26T00:00:00.000,OH,Athens County,18312,15270
2021-04-26T00:00:00.000,OH,Fulton County,9242,8487
2021-04-26T00:00:00.000,OH,Morgan County,3539,3284
2021-04-26T00:00:00.000,OH,Mercer County,8932,7687
2021-04-26T00:00:00.000,OH,Mahoning County,65426,54379
2021-04-26T00:00:00.000,OH,Clinton County,8812,8077
2021-04-26T00:00:00.000,OH,Holmes County,3676,3418
2021-04-26T00:00:00.000,OH,Pickaway County,14955,12274
2021-04-26T00:00:00.000,OH,Scioto County,19061,17851
2021-04-26T00:00:00.000,OH,Trumbull County,58847,48526
2021-04-26T00:00:00.000,OH,Union County,18558,14883
2021-04-26T00:00:00.000,OH,Lucas County,125212,108923
2021-04-26T00:00:00.000,OH,Lorain County,100202,77989
2021-04-26T00:00:00.000,OH,Marion County,16768,13529
2021-04-26T00:00:00.000,OH,Brown County,8544,6712
2021-04-26T00:00:00.000,OH,Montgomery County,160615,135386
2021-04-26T00:00:00.000,OH,Putnam County,8742,8363
2021-04-26T00:00:00.000,OH,Muskingum County,23600,22449
2021-04-26T00:00:00.000,OH,Guernsey County,9669,8502
2021-04-26T00:00:00.000,OH,Logan County,10584,9617
2021-04-26T00:00:00.000,OH,Summit County,174670,138496
2021-04-26T00:00:00.000,OH,Gallia County,4713,4625
2021-04-26T00:00:00.000,OH,Monroe County,3710,3423
2021-04-26T00:00:00.000,OH,Columbiana County,27885,23258
2021-04-26T00:00:00.000,OH,Crawford County,10770,9897
2021-04-26T00:00:00.000,OH,Morrow County,7906,6914
2021-04-26T00:00:00.000,OH,Madison County,11596,10049
2021-04-26T00:00:00.000,OH,Richland County,30051,26727
2021-04-26T00:00:00.000,OH,Vinton County,2494,2230
2021-04-26T00:00:00.000,OH,Carroll County,6181,5460
2021-04-26T00:00:00.000,OH,Hocking County,7067,6023
2021-04-26T00:00:00.000,OH,Stark County,109815,82968
2021-04-26T00:00:00.000,OH,Highland County,8435,7355
2021-04-26T00:00:00.000,OH,Franklin County,426790,323641
2021-04-26T00:00:00.000,OH,Lake County,85484,67284
2021-04-26T00:00:00.000,OH,Huron County,13592,12017
2021-04-26T00:00:00.000,OH,Belmont County,14393,12108
2021-04-26T00:00:00.000,OH,Preble County,9189,7997
2021-04-26T00:00:00.000,OH,Harrison County,3874,3469
2021-04-26T00:00:00.000,OH,Ashland County,10823,8732
2021-04-26T00:00:00.000,OH,Licking County,49283,42314
2021-04-26T00:00:00.000,OH,Hamilton County,276627,225265
2021-04-26T00:00:00.000,OH,Henry County,7599,6911
2021-04-26T00:00:00.000,OH,Greene County,63545,50749
2021-04-26T00:00:00.000,OH,Auglaize County,11205,9970
2021-04-26T00:00:00.000,OH,Ottawa County,12565,11358
2021-04-26T00:00:00.000,OH,Medina County,66035,52032
2021-04-26T00:00:00.000,OH,Tuscarawas County,19145,16689
2021-04-26T00:00:00.000,OH,Wayne County,28145,22973
2021-04-26T00:00:00.000,OH,Shelby County,10087,8691
2021-04-26T00:00:00.000,OH,Lawrence County,10643,9498
2021-04-26T00:00:00.000,OH,Darke County,9559,8819
2021-04-26T00:00:00.000,OH,Erie County,20425,16394
2021-04-26T00:00:00.000,OH,Ashtabula County,24197,19607
2021-04-26T00:00:00.000,OH,Fayette County,6346,5605
2021-04-26T00:00:00.000,OH,Champaign County,9783,8472
2021-04-26T00:00:00.000,OH,Miami County,27472,24461
2021-04-26T00:00:00.000,OH,Wyandot County,,4870
2021-04-26T00:00:00.000,OH,Perry County,,6830
2021-04-26T00:00:00.000,OH,Sandusky County,16662,14713
2021-04-26T00:00:00.000,OH,Fairfield County,45545,36166
2021-04-26T00:00:00.000,OH,Williams County,5325,4947
2021-04-26T00:00:00.000,OH,Clark County,37024,32878
2021-04-26T00:00:00.000,OH,Unknown County,106163,40969
2021-04-26T00:00:00.000,OH,Clermont County,62196,49890
2021-04-26T00:00:00.000,OH,Adams County,4429,3670
2021-04-26T00:00:00.000,OH,Geauga County,33033,27406
2021-04-26T00:00:00.000,OH,Warren County,77407,65236
2021-04-26T00:00:00.000,OH,Defiance County,10170,9244
2021-04-26T00:00:00.000,OH,Knox County,14518,12695
2021-04-26T00:00:00.000,OH,Butler County,104771,84397
2021-04-26T00:00:00.000,OH,Hancock County,20792,18928
2021-04-26T00:00:00.000,OH,Van Wert County,2970,2163
2021-04-26T00:00:00.000,OH,Meigs County,5617,4903
2021-04-26T00:00:00.000,OH,Portage County,49437,39151
2021-04-26T00:00:00.000,OH,Seneca County,11318,10360
2021-04-26T00:00:00.000,OH,Allen County,24891,22715
2021-04-26T00:00:00.000,OH,Hardin County,5995,5547
2021-04-26T00:00:00.000,OH,Delaware County,82133,65317
2021-04-26T00:00:00.000,OH,Coshocton County,7094,6520
2021-04-26T00:00:00.000,OH,Jefferson County,17826,15798
2021-04-26T00:00:00.000,OH,Paulding County,3406,3017
2021-04-26T00:00:00.000,OH,Noble County,3442,3139
2021-04-25T00:00:00.000,OH,Belmont County,14367,11982
2021-04-25T00:00:00.000,OH,Ashland County,10746,8647
2021-04-25T00:00:00.000,OH,Muskingum County,23568,22382
2021-04-25T00:00:00.000,OH,Fulton County,9207,8367
2021-04-25T00:00:00.000,OH,Williams County,5304,4924
2021-04-25T00:00:00.000,OH,Clark County,36832,32223
2021-04-25T00:00:00.000,OH,Lucas County,124284,107237
2021-04-25T00:00:00.000,OH,Hardin County,5955,5481
2021-04-25T00:00:00.000,OH,Lawrence County,10611,9480
2021-04-25T00:00:00.000,OH,Paulding County,3393,2994
2021-04-25T00:00:00.000,OH,Ross County,19391,17002
2021-04-25T00:00:00.000,OH,Columbiana County,27746,23031
2021-04-25T00:00:00.000,OH,Stark County,108982,81244
2021-04-25T00:00:00.000,OH,Logan County,10518,9500
2021-04-25T00:00:00.000,OH,Portage County,48965,38190
2021-04-25T00:00:00.000,OH,Warren County,76913,63618
2021-04-25T00:00:00.000,OH,Allen County,24793,22488
2021-04-25T00:00:00.000,OH,Brown County,8463,6573
2021-04-25T00:00:00.000,OH,Geauga County,32691,26209
2021-04-25T00:00:00.000,OH,Marion County,16732,13470
2021-04-25T00:00:00.000,OH,Monroe County,3707,3416
2021-04-25T00:00:00.000,OH,Washington County,18191,16117
2021-04-25T00:00:00.000,OH,Wood County,44724,38575
2021-04-25T00:00:00.000,OH,Union County,18443,14450
2021-04-25T00:00:00.000,OH,Madison County,11452,9566
2021-04-25T00:00:00.000,OH,Montgomery County,159717,132117
