Date,Recip_State,Recip_County,Administered_Dose1_Recip,Series_Complete_Yes
2021-12-29T00:00:00.000,OH,Miami County,51279,48377
2021-12-29T00:00:00.000,OH,Belmont County,34700,30959
2021-12-29T00:00:00.000,OH,Paulding County,8106,7544
2021-12-29T00:00:00.000,OH,Williams County,16970,15620
2021-12-29T00:00:00.000,OH,Wyandot County,10309,9888
2021-12-29T00:00:00.000,OH,Putnam County,16508,15762
2021-12-29T00:00:00.000,OH,Mahoning County,133656,123448
2021-12-29T00:00:00.000,OH,Pickaway County,30131,28151
2021-12-29T00:00:00.000,OH,Wood County,81902,77410
2021-12-29T00:00:00.000,OH,Geauga County,58243,55002
2021-12-29T00:00:00.000,OH,Muskingum County,41861,39835
2021-12-29T00:00:00.000,OH,Washington County,35006,31866
2021-12-29T00:00:00.000,OH,Lake County,152534,143658
2021-12-29T00:00:00.000,OH,Vinton County,5231,4935
2021-12-29T00:00:00.000,OH,Ross County,39994,36861
2021-12-29T00:00:00.000,OH,Sandusky County,31047,29476
2021-12-29T00:00:00.000,OH,Portage County,94126,88522
2021-12-29T00:00:00.000,OH,Medina County,116122,109643
2021-12-29T00:00:00.000,OH,Trumbull County,112897,103605
2021-12-29T00:00:00.000,OH,Tuscarawas County,41249,38851
2021-12-29T00:00:00.000,OH,Summit County,347687,324285
2021-12-29T00:00:00.000,OH,Fayette County,12661,11745
2021-12-29T00:00:00.000,OH,Scioto County,39683,35467
2021-12-29T00:00:00.000,OH,Van Wert County,12742,11638
2021-12-29T00:00:00.000,OH,Morrow County,14734,14006
2021-12-29T00:00:00.000,OH,Champaign County,17961,16854
2021-12-29T00:00:00.000,OH,Lorain County,198063,186133
2021-12-29T00:00:00.000,OH,Crawford County,18698,17828
2021-12-29T00:00:00.000,OH,Ashland County,23928,22086
2021-12-29T00:00:00.000,OH,Columbiana County,51256,47559
2021-12-29T00:00:00.000,OH,Highland County,16949,15544
2021-12-29T00:00:00.000,OH,Gallia County,14631,13267
2021-12-29T00:00:00.000,OH,Hardin County,12277,11415
2021-12-29T00:00:00.000,OH,Noble County,6306,5960
2021-12-29T00:00:00.000,OH,Licking County,96963,92238
2021-12-29T00:00:00.000,OH,Stark County,204696,191501
2021-12-29T00:00:00.000,OH,Shelby County,17724,16677
2021-12-29T00:00:00.000,OH,Clark County,70337,65745
2021-12-29T00:00:00.000,OH,Madison County,22995,21649
2021-12-29T00:00:00.000,OH,Allen County,45474,42065
2021-12-29T00:00:00.000,OH,Marion County,31943,29809
2021-12-29T00:00:00.000,OH,Lucas County,254644,235330
2021-12-29T00:00:00.000,OH,Preble County,18207,16718
2021-12-29T00:00:00.000,OH,Lawrence County,33296,27689
2021-12-29T00:00:00.000,OH,Montgomery County,308230,283886
2021-12-29T00:00:00.000,OH,Butler County,221000,205225
2021-12-29T00:00:00.000,OH,Greene County,117750,105866
2021-12-29T00:00:00.000,OH,Wayne County,53101,50134
2021-12-29T00:00:00.000,OH,Morgan County,6127,5829
2021-12-29T00:00:00.000,OH,Defiance County,18844,17844
2021-12-29T00:00:00.000,OH,Logan County,19620,18553
2021-12-29T00:00:00.000,OH,Hocking County,13732,12986
2021-12-29T00:00:00.000,OH,Fulton County,22695,21237
2021-12-29T00:00:00.000,OH,Cuyahoga County,816817,755221
2021-12-29T00:00:00.000,OH,Mercer County,16035,15077
2021-12-29T00:00:00.000,OH,Auglaize County,18116,17218
2021-12-29T00:00:00.000,OH,Hancock County,39450,36755
2021-12-29T00:00:00.000,OH,Adams County,10344,9185
2021-12-29T00:00:00.000,OH,Monroe County,6886,6082
2021-12-29T00:00:00.000,OH,Meigs County,11615,10207
2021-12-29T00:00:00.000,OH,Harrison County,6703,6210
2021-12-29T00:00:00.000,OH,Guernsey County,17740,16517
2021-12-29T00:00:00.000,OH,Warren County,152091,142874
2021-12-29T00:00:00.000,OH,Union County,36674,34816
2021-12-29T00:00:00.000,OH,Holmes County,8044,7661
2021-12-29T00:00:00.000,OH,Knox County,27406,25683
2021-12-29T00:00:00.000,OH,Hamilton County,530586,486101
2021-12-29T00:00:00.000,OH,Perry County,14716,14015
2021-12-29T00:00:00.000,OH,Delaware County,156667,149244
2021-12-29T00:00:00.000,OH,Henry County,14522,13911
2021-12-29T00:00:00.000,OH,Ottawa County,25517,23844
2021-12-29T00:00:00.000,OH,Carroll County,11879,11240
2021-12-29T00:00:00.000,OH,Clermont County,119475,111651
2021-12-29T00:00:00.000,OH,Richland County,53693,50553
2021-12-29T00:00:00.000,OH,Seneca County,26909,25599
2021-12-29T00:00:00.000,OH,Clinton County,20139,18729
2021-12-29T00:00:00.000,OH,Jackson County,15628,14463
2021-12-29T00:00:00.000,OH,Erie County,44620,42006
2021-12-29T00:00:00.000,OH,Coshocton County,14402,13573
2021-12-29T00:00:00.000,OH,Brown County,18152,16791
2021-12-29T00:00:00.000,OH,Huron County,28076,26471
2021-12-29T00:00:00.000,OH,Fairfield County,91072,85423
2021-12-29T00:00:00.000,OH,Unknown County,215424,86782
2021-12-29T00:00:00.000,OH,Franklin County,854189,799369
2021-12-29T00:00:00.000,OH,Ashtabula County,52185,48257
2021-12-29T00:00:00.000,OH,Jefferson County,34703,31501
2021-12-29T00:00:00.000,OH,Darke County,20408,19088
2021-12-29T00:00:00.000,OH,Pike County,12788,11631
2021-12-29T00:00:00.000,OH,Athens County,34661,32385
2021-12-28T00:00:00.000,OH,Morgan County,6125,5823
2021-12-28T00:00:00.000,OH,Pike County,12775,11619
2021-12-28T00:00:00.000,OH,Athens County,34635,32375
2021-12-28T00:00:00.000,OH,Delaware County,156440,149074
2021-12-28T00:00:00.000,OH,Adams County,10331,9162
2021-12-28T00:00:00.000,OH,Huron County,28048,26447
2021-12-28T00:00:00.000,OH,Muskingum County,41815,39795
2021-12-28T00:00:00.000,OH,Harrison County,6701,6207
2021-12-28T00:00:00.000,OH,Carroll County,11869,11221
2021-12-28T00:00:00.000,OH,Logan County,19594,18522
2021-12-28T00:00:00.000,OH,Columbiana County,51190,47514
2021-12-28T00:00:00.000,OH,Ross County,39941,36793
2021-12-28T00:00:00.000,OH,Medina County,116018,109550
2021-12-28T00:00:00.000,OH,Belmont County,34670,30926
2021-12-28T00:00:00.000,OH,Wyandot County,10301,9876
2021-12-28T00:00:00.000,OH,Coshocton County,14386,13555
2021-12-28T00:00:00.000,OH,Paulding County,8103,7537
2021-12-28T00:00:00.000,OH,Washington County,34978,31843
2021-12-28T00:00:00.000,OH,Geauga County,58192,54955
2021-12-28T00:00:00.000,OH,Madison County,22977,21627
2021-12-28T00:00:00.000,OH,Van Wert County,12728,11629
2021-12-28T00:00:00.000,OH,Vinton County,5221,4929
2021-12-28T00:00:00.000,OH,Shelby County,17697,16657
2021-12-28T00:00:00.000,OH,Jefferson County,34684,31487
2021-12-28T00:00:00.000,OH,Richland County,53640,50507
2021-12-28T00:00:00.000,OH,Licking County,96870,92175
2021-12-28T00:00:00.000,OH,Putnam County,16494,15740
2021-12-28T00:00:00.000,OH,Jackson County,15613,14445
2021-12-28T00:00:00.000,OH,Hardin County,12265,11403
2021-12-28T00:00:00.000,OH,Wood County,81834,77332
2021-12-28T00:00:00.000,OH,Wayne County,53049,50082
2021-12-28T00:00:00.000,OH,Perry County,14695,13979
2021-12-28T00:00:00.000,OH,Franklin County,853311,798653
2021-12-28T00:00:00.000,OH,Clark County,70287,65704
2021-12-28T00:00:00.000,OH,Defiance County,18828,17832
2021-12-28T00:00:00.000,OH,Allen County,45429,41994
2021-12-28T00:00:00.000,OH,Brown County,18128,16773
2021-12-28T00:00:00.000,OH,Lucas County,254395,235065
2021-12-28T00:00:00.000,OH,Mercer County,16015,15059
2021-12-28T00:00:00.000,OH,Greene County,117647,105801
2021-12-28T00:00:00.000,OH,Summit County,347237,324001
2021-12-28T00:00:00.000,OH,Ashland County,23906,22067
2021-12-28T00:00:00.000,OH,Portage County,94033,88458
2021-12-28T00:00:00.000,OH,Stark County,204525,191333
2021-12-28T00:00:00.000,OH,Champaign County,17946,16842
2021-12-28T00:00:00.000,OH,Clermont County,119341,111564
2021-12-28T00:00:00.000,OH,Meigs County,11597,10198
2021-12-28T00:00:00.000,OH,Unknown County,214854,86710
2021-12-28T00:00:00.000,OH,Montgomery County,307878,283642
2021-12-28T00:00:00.000,OH,Lorain County,197860,185945
2021-12-28T00:00:00.000,OH,Hamilton County,529945,485620
2021-12-28T00:00:00.000,OH,Union County,36633,34774
2021-12-28T00:00:00.000,OH,Ottawa County,25497,23825
2021-12-28T00:00:00.000,OH,Darke County,20391,19076
2021-12-28T00:00:00.000,OH,Henry County,14514,13899
2021-12-28T00:00:00.000,OH,Marion County,31917,29781
2021-12-28T00:00:00.000,OH,Hancock County,39418,36737
2021-12-28T00:00:00.000,OH,Monroe County,6879,6078
2021-12-28T00:00:00.000,OH,Trumbull County,112801,103517
2021-12-28T00:00:00.000,OH,Highland County,16932,15517
2021-12-28T00:00:00.000,OH,Mahoning County,133529,123331
2021-12-28T00:00:00.000,OH,Pickaway County,30095,28127
2021-12-28T00:00:00.000,OH,Erie County,44568,41959
2021-12-28T00:00:00.000,OH,Knox County,27384,25661
2021-12-28T00:00:00.000,OH,Clinton County,20123,18711
2021-12-28T00:00:00.000,OH,Lawrence County,33224,27658
2021-12-28T00:00:00.000,OH,Tuscarawas County,41219,38802
2021-12-28T00:00:00.000,OH,Sandusky County,30996,29451
2021-12-28T00:00:00.000,OH,Holmes County,8037,7646
2021-12-28T00:00:00.000,OH,Guernsey County,17724,16496
2021-12-28T00:00:00.000,OH,Auglaize County,18091,17195
2021-12-28T00:00:00.000,OH,Crawford County,18670,17806
2021-12-28T00:00:00.000,OH,Fulton County,22676,21214
2021-12-28T00:00:00.000,OH,Williams County,16954,15609
2021-12-28T00:00:00.000,OH,Lake County,152421,143559
2021-12-28T00:00:00.000,OH,Preble County,18190,16695
2021-12-28T00:00:00.000,OH,Noble County,6289,5949
2021-12-28T00:00:00.000,OH,Seneca County,26881,25565
2021-12-28T00:00:00.000,OH,Morrow County,14721,13992
2021-12-28T00:00:00.000,OH,Ashtabula County,52123,48201
2021-12-28T00:00:00.000,OH,Hocking County,13718,12981
2021-12-28T00:00:00.000,OH,Miami County,51220,48339
2021-12-28T00:00:00.000,OH,Warren County,151915,142723
2021-12-28T00:00:00.000,OH,Cuyahoga County,815986,754605
2021-12-28T00:00:00.000,OH,Fairfield County,90981,85339
2021-12-28T00:00:00.000,OH,Fayette County,12654,11738
2021-12-28T00:00:00.000,OH,Scioto County,39638,35436
2021-12-28T00:00:00.000,OH,Butler County,220766,205022
2021-12-28T00:00:00.000,OH,Gallia County,14605,13234
2021-12-27T00:00:00.000,OH,Cuyahoga County,813307,752102
2021-12-27T00:00:00.000,OH,Coshocton County,14357,13523
2021-12-27T00:00:00.000,OH,Union County,36537,34663
2021-12-27T00:00:00.000,OH,Greene County,117389,105594
2021-12-27T00:00:00.000,OH,Summit County,346165,323012
2021-12-27T00:00:00.000,OH,Gallia County,14584,13207
2021-12-27T00:00:00.000,OH,Erie County,44460,41853
2021-12-27T00:00:00.000,OH,Henry County,14469,13862
2021-12-27T00:00:00.000,OH,Columbiana County,51046,47388
2021-12-27T00:00:00.000,OH,Tuscarawas County,41087,38673
2021-12-27T00:00:00.000,OH,Brown County,18104,16731
2021-12-27T00:00:00.000,OH,Wood County,81607,77139
2021-12-27T00:00:00.000,OH,Mercer County,15992,15025
2021-12-27T00:00:00.000,OH,Miami County,51105,48225
2021-12-27T00:00:00.000,OH,Ashtabula County,51995,48086
2021-12-27T00:00:00.000,OH,Lorain County,197355,185388
2021-12-27T00:00:00.000,OH,Lawrence County,33133,27600
2021-12-27T00:00:00.000,OH,Madison County,22924,21539
2021-12-27T00:00:00.000,OH,Trumbull County,112445,103161
2021-12-27T00:00:00.000,OH,Crawford County,18622,17761
2021-12-27T00:00:00.000,OH,Harrison County,6688,6193
2021-12-27T00:00:00.000,OH,Morgan County,6114,5802
2021-12-27T00:00:00.000,OH,Hancock County,39264,36635
2021-12-27T00:00:00.000,OH,Jackson County,15595,14408
2021-12-27T00:00:00.000,OH,Clermont County,119051,111249
2021-12-27T00:00:00.000,OH,Shelby County,17646,16621
2021-12-27T00:00:00.000,OH,Logan County,19558,18481
2021-12-27T00:00:00.000,OH,Fayette County,12621,11701
2021-12-27T00:00:00.000,OH,Montgomery County,306961,282790
2021-12-27T00:00:00.000,OH,Morrow County,14688,13932
2021-12-27T00:00:00.000,OH,Pike County,12741,11593
2021-12-27T00:00:00.000,OH,Clinton County,20069,18645
2021-12-27T00:00:00.000,OH,Franklin County,851083,796724
2021-12-27T00:00:00.000,OH,Darke County,20343,19019
2021-12-27T00:00:00.000,OH,Pickaway County,30022,28046
2021-12-27T00:00:00.000,OH,Perry County,14668,13950
2021-12-27T00:00:00.000,OH,Noble County,6285,5938
2021-12-27T00:00:00.000,OH,Huron County,27980,26370
2021-12-27T00:00:00.000,OH,Ross County,39888,36737
2021-12-27T00:00:00.000,OH,Unknown County,213703,86571
2021-12-27T00:00:00.000,OH,Sandusky County,30914,29351
2021-12-27T00:00:00.000,OH,Meigs County,11564,10165
2021-12-27T00:00:00.000,OH,Athens County,34574,32329
2021-12-27T00:00:00.000,OH,Van Wert County,12687,11601
2021-12-27T00:00:00.000,OH,Geauga County,58037,54834
2021-12-27T00:00:00.000,OH,Ashland County,23840,21995
2021-12-27T00:00:00.000,OH,Putnam County,16307,15592
2021-12-27T00:00:00.000,OH,Marion County,31828,29696
2021-12-27T00:00:00.000,OH,Seneca County,26800,25502
2021-12-27T00:00:00.000,OH,Fulton County,22622,21141
2021-12-27T00:00:00.000,OH,Carroll County,11828,11196
2021-12-27T00:00:00.000,OH,Warren County,151437,142297
2021-12-27T00:00:00.000,OH,Williams County,16899,15569
2021-12-27T00:00:00.000,OH,Washington County,34895,31761
2021-12-27T00:00:00.000,OH,Vinton County,5208,4916
2021-12-27T00:00:00.000,OH,Jefferson County,34602,31419
2021-12-27T00:00:00.000,OH,Licking County,96655,91971
2021-12-27T00:00:00.000,OH,Defiance County,18772,17792
2021-12-27T00:00:00.000,OH,Monroe County,6866,6067
2021-12-27T00:00:00.000,OH,Scioto County,39560,35378
2021-12-27T00:00:00.000,OH,Adams County,10312,9147
2021-12-27T00:00:00.000,OH,Hardin County,12239,11377
2021-12-27T00:00:00.000,OH,Holmes County,8022,7627
2021-12-27T00:00:00.000,OH,Guernsey County,17677,16455
2021-12-27T00:00:00.000,OH,Fairfield County,90733,85073
2021-12-27T00:00:00.000,OH,Belmont County,34591,30878
2021-12-27T00:00:00.000,OH,Lucas County,253689,234324
2021-12-27T00:00:00.000,OH,Lake County,152048,143152
2021-12-27T00:00:00.000,OH,Champaign County,17909,16797
2021-12-27T00:00:00.000,OH,Allen County,45276,41837
2021-12-27T00:00:00.000,OH,Wyandot County,10282,9841
2021-12-27T00:00:00.000,OH,Knox County,27315,25600
2021-12-27T00:00:00.000,OH,Delaware County,155948,148635
2021-12-27T00:00:00.000,OH,Paulding County,8078,7524
2021-12-27T00:00:00.000,OH,Clark County,70116,65526
2021-12-27T00:00:00.000,OH,Hamilton County,528586,484062
2021-12-27T00:00:00.000,OH,Auglaize County,18054,17141
2021-12-27T00:00:00.000,OH,Stark County,203918,190778
2021-12-27T00:00:00.000,OH,Mahoning County,133062,122954
2021-12-27T00:00:00.000,OH,Preble County,18157,16661
2021-12-27T00:00:00.000,OH,Butler County,220168,204447
2021-12-27T00:00:00.000,OH,Highland County,16893,15454
2021-12-27T00:00:00.000,OH,Ottawa County,25432,23756
2021-12-27T00:00:00.000,OH,Wayne County,52874,49931
2021-12-27T00:00:00.000,OH,Hocking County,13697,12950
2021-12-27T00:00:00.000,OH,Portage County,93761,88248
2021-12-27T00:00:00.000,OH,Muskingum County,41717,39678
2021-12-27T00:00:00.000,OH,Richland County,53500,50331
2021-12-27T00:00:00.000,OH,Medina County,115618,109154
2021-12-26T00:00:00.000,OH,Williams County,16899,15569
2021-12-26T00:00:00.000,OH,Scioto County,39560,35378
2021-12-26T00:00:00.000,OH,Lorain County,197352,185387
2021-12-26T00:00:00.000,OH,Harrison County,6688,6193
2021-12-26T00:00:00.000,OH,Athens County,34570,32327
2021-12-26T00:00:00.000,OH,Butler County,220164,204446
2021-12-26T00:00:00.000,OH,Unknown County,213639,86555
2021-12-26T00:00:00.000,OH,Noble County,6285,5938
2021-12-26T00:00:00.000,OH,Defiance County,18771,17792
2021-12-26T00:00:00.000,OH,Mahoning County,133059,122952
2021-12-26T00:00:00.000,OH,Ross County,39888,36737
2021-12-26T00:00:00.000,OH,Lucas County,253681,234322
2021-12-26T00:00:00.000,OH,Henry County,14469,13862
2021-12-26T00:00:00.000,OH,Adams County,10312,9147
2021-12-26T00:00:00.000,OH,Muskingum County,41717,39678
2021-12-26T00:00:00.000,OH,Stark County,203914,190777
2021-12-26T00:00:00.000,OH,Washington County,34895,31761
2021-12-26T00:00:00.000,OH,Richland County,53498,50331
2021-12-26T00:00:00.000,OH,Licking County,96653,91971
2021-12-26T00:00:00.000,OH,Delaware County,155940,148634
2021-12-26T00:00:00.000,OH,Huron County,27980,26370
2021-12-26T00:00:00.000,OH,Ashtabula County,51995,48086
2021-12-26T00:00:00.000,OH,Tuscarawas County,41084,38672
2021-12-26T00:00:00.000,OH,Hamilton County,528551,484058
2021-12-26T00:00:00.000,OH,Holmes County,8022,7627
2021-12-26T00:00:00.000,OH,Clark County,70115,65526
2021-12-26T00:00:00.000,OH,Summit County,346156,323009
2021-12-26T00:00:00.000,OH,Gallia County,14584,13207
2021-12-26T00:00:00.000,OH,Coshocton County,14357,13523
2021-12-26T00:00:00.000,OH,Montgomery County,306951,282788
2021-12-26T00:00:00.000,OH,Lake County,152048,143151
2021-12-26T00:00:00.000,OH,Clinton County,20069,18645
2021-12-26T00:00:00.000,OH,Putnam County,16307,15592
2021-12-26T00:00:00.000,OH,Hancock County,39263,36635
2021-12-26T00:00:00.000,OH,Hocking County,13697,12950
2021-12-26T00:00:00.000,OH,Fairfield County,90733,85073
2021-12-26T00:00:00.000,OH,Darke County,20342,19018
2021-12-26T00:00:00.000,OH,Jefferson County,34602,31419
2021-12-26T00:00:00.000,OH,Champaign County,17909,16797
2021-12-26T00:00:00.000,OH,Madison County,22924,21539
2021-12-26T00:00:00.000,OH,Marion County,31826,29696
2021-12-26T00:00:00.000,OH,Van Wert County,12687,11600
2021-12-26T00:00:00.000,OH,Ottawa County,25432,23756
2021-12-26T00:00:00.000,OH,Hardin County,12239,11377
2021-12-26T00:00:00.000,OH,Paulding County,8078,7524
2021-12-26T00:00:00.000,OH,Wyandot County,10282,9841
2021-12-26T00:00:00.000,OH,Meigs County,11564,10165
2021-12-26T00:00:00.000,OH,Auglaize County,18054,17141
2021-12-26T00:00:00.000,OH,Pike County,12741,11593
2021-12-26T00:00:00.000,OH,Preble County,18157,16661
2021-12-26T00:00:00.000,OH,Sandusky County,30913,29351
2021-12-26T00:00:00.000,OH,Seneca County,26800,25502
2021-12-26T00:00:00.000,OH,Perry County,14668,13950
2021-12-26T00:00:00.000,OH,Lawrence County,33132,27600
2021-12-26T00:00:00.000,OH,Brown County,18104,16731
2021-12-26T00:00:00.000,OH,Cuyahoga County,813254,752089
2021-12-26T00:00:00.000,OH,Trumbull County,112443,103161
2021-12-26T00:00:00.000,OH,Franklin County,851055,796711
2021-12-26T00:00:00.000,OH,Shelby County,17646,16621
2021-12-26T00:00:00.000,OH,Warren County,151431,142296
2021-12-26T00:00:00.000,OH,Mercer County,15992,15025
2021-12-26T00:00:00.000,OH,Carroll County,11828,11196
2021-12-26T00:00:00.000,OH,Pickaway County,30022,28046
2021-12-26T00:00:00.000,OH,Wood County,81606,77139
2021-12-26T00:00:00.000,OH,Clermont County,119047,111247
2021-12-26T00:00:00.000,OH,Logan County,19558,18481
2021-12-26T00:00:00.000,OH,Allen County,45275,41837
2021-12-26T00:00:00.000,OH,Guernsey County,17676,16454
2021-12-26T00:00:00.000,OH,Monroe County,6866,6067
2021-12-26T00:00:00.000,OH,Highland County,16893,15454
2021-12-26T00:00:00.000,OH,Belmont County,34590,30877
2021-12-26T00:00:00.000,OH,Fulton County,22622,21141
2021-12-26T00:00:00.000,OH,Miami County,51104,48225
2021-12-26T00:00:00.000,OH,Wayne County,52874,49930
2021-12-26T00:00:00.000,OH,Erie County,44459,41853
2021-12-26T00:00:00.000,OH,Greene County,117384,105593
2021-12-26T00:00:00.000,OH,Columbiana County,51045,47388
2021-12-26T00:00:00.000,OH,Morrow County,14688,13932
2021-12-26T00:00:00.000,OH,Geauga County,58036,54833
2021-12-26T00:00:00.000,OH,Ashland County,23840,21995
2021-12-26T00:00:00.000,OH,Union County,36537,34663
2021-12-26T00:00:00.000,OH,Crawford County,18622,17761
2021-12-26T00:00:00.000,OH,Knox County,27314,25600
2021-12-26T00:00:00.000,OH,Fayette County,12620,11701
2021-12-26T00:00:00.000,OH,Portage County,93760,88248
2021-12-26T00:00:00.000,OH,Morgan County,6114,5802
2021-12-26T00:00:00.000,OH,Jackson County,15595,14408
2021-12-26T00:00:00.000,OH,Medina County,115616,109154
2021-12-26T00:00:00.000,OH,Vinton County,5208,4916
2021-12-25T00:00:00.000,OH,Williams County,16899,15569
2021-12-25T00:00:00.000,OH,Summit County,346153,323009
2021-12-25T00:00:00.000,OH,Guernsey County,17676,16454
2021-12-25T00:00:00.000,OH,Logan County,19558,18481
2021-12-25T00:00:00.000,OH,Marion County,31826,29696
2021-12-25T00:00:00.000,OH,Columbiana County,51045,47388
2021-12-25T00:00:00.000,OH,Stark County,203914,190777
2021-12-25T00:00:00.000,OH,Adams County,10312,9147
2021-12-25T00:00:00.000,OH,Vinton County,5208,4916
2021-12-25T00:00:00.000,OH,Unknown County,213547,86551
2021-12-25T00:00:00.000,OH,Brown County,18103,16731
2021-12-25T00:00:00.000,OH,Paulding County,8078,7524
2021-12-25T00:00:00.000,OH,Hamilton County,528504,484054
2021-12-25T00:00:00.000,OH,Scioto County,39560,35378
2021-12-25T00:00:00.000,OH,Lake County,152047,143151
2021-12-25T00:00:00.000,OH,Mercer County,15992,15025
2021-12-25T00:00:00.000,OH,Hocking County,13697,12950
2021-12-25T00:00:00.000,OH,Knox County,27314,25600
2021-12-25T00:00:00.000,OH,Clinton County,20069,18645
2021-12-25T00:00:00.000,OH,Portage County,93760,88248
2021-12-25T00:00:00.000,OH,Morgan County,6114,5802
2021-12-25T00:00:00.000,OH,Champaign County,17909,16797
2021-12-25T00:00:00.000,OH,Greene County,117384,105593
2021-12-25T00:00:00.000,OH,Fulton County,22622,21141
2021-12-25T00:00:00.000,OH,Lucas County,253679,234322
2021-12-25T00:00:00.000,OH,Hancock County,39262,36635
2021-12-25T00:00:00.000,OH,Richland County,53497,50331
2021-12-25T00:00:00.000,OH,Carroll County,11828,11196
2021-12-25T00:00:00.000,OH,Union County,36537,34663
2021-12-25T00:00:00.000,OH,Wyandot County,10282,9841
2021-12-25T00:00:00.000,OH,Medina County,115615,109154
2021-12-25T00:00:00.000,OH,Trumbull County,112443,103161
2021-12-25T00:00:00.000,OH,Huron County,27980,26370
2021-12-25T00:00:00.000,OH,Pickaway County,30022,28046
2021-12-25T00:00:00.000,OH,Montgomery County,306950,282788
2021-12-25T00:00:00.000,OH,Crawford County,18622,17761
2021-12-25T00:00:00.000,OH,Clark County,70115,65526
2021-12-25T00:00:00.000,OH,Shelby County,17646,16621
2021-12-25T00:00:00.000,OH,Darke County,20342,19018
2021-12-25T00:00:00.000,OH,Pike County,12741,11593
2021-12-25T00:00:00.000,OH,Henry County,14469,13862
2021-12-25T00:00:00.000,OH,Lorain County,197352,185387
2021-12-25T00:00:00.000,OH,Auglaize County,18054,17141
2021-12-25T00:00:00.000,OH,Clermont County,119041,111246
2021-12-25T00:00:00.000,OH,Hardin County,12239,11377
2021-12-25T00:00:00.000,OH,Holmes County,8022,7627
2021-12-25T00:00:00.000,OH,Geauga County,58036,54833
2021-12-25T00:00:00.000,OH,Lawrence County,33131,27599
2021-12-25T00:00:00.000,OH,Allen County,45275,41837
2021-12-25T00:00:00.000,OH,Ross County,39888,36737
2021-12-25T00:00:00.000,OH,Washington County,34894,31761
2021-12-25T00:00:00.000,OH,Seneca County,26800,25502
2021-12-25T00:00:00.000,OH,Madison County,22924,21539
2021-12-25T00:00:00.000,OH,Morrow County,14688,13932
2021-12-25T00:00:00.000,OH,Athens County,34568,32327
2021-12-25T00:00:00.000,OH,Warren County,151431,142296
2021-12-25T00:00:00.000,OH,Delaware County,155940,148634
2021-12-25T00:00:00.000,OH,Belmont County,34590,30877
2021-12-25T00:00:00.000,OH,Noble County,6285,5938
2021-12-25T00:00:00.000,OH,Defiance County,18771,17792
2021-12-25T00:00:00.000,OH,Highland County,16893,15454
2021-12-25T00:00:00.000,OH,Perry County,14668,13950
2021-12-25T00:00:00.000,OH,Fairfield County,90733,85073
2021-12-25T00:00:00.000,OH,Muskingum County,41717,39678
2021-12-25T00:00:00.000,OH,Mahoning County,133057,122952
2021-12-25T00:00:00.000,OH,Monroe County,6866,6067
2021-12-25T00:00:00.000,OH,Ashtabula County,51995,48086
2021-12-25T00:00:00.000,OH,Fayette County,12620,11701
2021-12-25T00:00:00.000,OH,Ottawa County,25432,23756
2021-12-25T00:00:00.000,OH,Wayne County,52874,49930
2021-12-25T00:00:00.000,OH,Wood County,81606,77139
2021-12-25T00:00:00.000,OH,Meigs County,11564,10165
2021-12-25T00:00:00.000,OH,Erie County,44459,41853
2021-12-25T00:00:00.000,OH,Sandusky County,30913,29351
2021-12-25T00:00:00.000,OH,Miami County,51104,48225
2021-12-25T00:00:00.000,OH,Franklin County,851053,796711
2021-12-25T00:00:00.000,OH,Licking County,96653,91971
2021-12-25T00:00:00.000,OH,Cuyahoga County,813248,752089
2021-12-25T00:00:00.000,OH,Gallia County,14584,13207
2021-12-25T00:00:00.000,OH,Preble County,18157,16661
2021-12-25T00:00:00.000,OH,Harrison County,6688,6193
2021-12-25T00:00:00.000,OH,Van Wert County,12687,11600
2021-12-25T00:00:00.000,OH,Putnam County,16307,15592
2021-12-25T00:00:00.000,OH,Jackson County,15595,14408
2021-12-25T00:00:00.000,OH,Ashland County,23840,21995
2021-12-25T00:00:00.000,OH,Tuscarawas County,41084,38672
2021-12-25T00:00:00.000,OH,Coshocton County,14357,13523
2021-12-25T00:00:00.000,OH,Butler County,220159,204446
2021-12-25T00:00:00.000,OH,Jefferson County,34602,31419
2021-12-24T00:00:00.000,OH,Cuyahoga County,813173,752084
2021-12-24T00:00:00.000,OH,Miami County,51104,48225
2021-12-24T00:00:00.000,OH,Lorain County,197350,185387
2021-12-24T00:00:00.000,OH,Clinton County,20068,18645
2021-12-24T00:00:00.000,OH,Carroll County,11828,11196
2021-12-24T00:00:00.000,OH,Harrison County,6688,6193
2021-12-24T00:00:00.000,OH,Unknown County,213351,86519
2021-12-24T00:00:00.000,OH,Butler County,220151,204444
2021-12-24T00:00:00.000,OH,Jackson County,15595,14408
2021-12-24T00:00:00.000,OH,Ashtabula County,51995,48086
2021-12-24T00:00:00.000,OH,Mercer County,15992,15025
2021-12-24T00:00:00.000,OH,Erie County,44458,41853
2021-12-24T00:00:00.000,OH,Wayne County,52874,49930
2021-12-24T00:00:00.000,OH,Muskingum County,41717,39678
2021-12-24T00:00:00.000,OH,Auglaize County,18054,17141
2021-12-24T00:00:00.000,OH,Franklin County,851010,796709
2021-12-24T00:00:00.000,OH,Lake County,152038,143150
2021-12-24T00:00:00.000,OH,Marion County,31826,29696
2021-12-24T00:00:00.000,OH,Wood County,81605,77139
2021-12-24T00:00:00.000,OH,Huron County,27980,26370
2021-12-24T00:00:00.000,OH,Clark County,70114,65525
2021-12-24T00:00:00.000,OH,Gallia County,14584,13207
