,AK_I,AL_I,AR_I,AZ_I,CA_I,CO_I,CT_I,DC_I,DE_I,FL_I,GA_I,IA_I,ID_I,IL_I,IN_I,KS_I,KY_I,LA_I,MA_I,MD_I,ME_I,MI_I,MN_I,MO_I,MS_I,MT_I,NC_I,ND_I,NE_I,NH_I,NJ_I,NM_I,NV_I,NY_I,OH_I,OK_I,OR_I,PA_I,RI_I,SC_I,SD_I,TN_I,TX_I,UT_I,VA_I,VT_I,WA_I,WI_I,WV_I,WY_I
2020-01-23,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-24,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-25,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-26,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-27,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-28,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-29,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-30,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-31,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-02,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-03,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-04,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-05,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-06,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-07,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-08,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-09,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-10,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-11,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-12,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-13,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-14,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-15,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-16,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-17,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-18,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-19,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-20,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-21,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-22,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-23,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-24,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-25,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-26,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-27,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-28,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-29,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-02,0.0,0.0,0.0,0.0,31.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-03,0.0,0.0,0.0,1.0,30.0,1.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0
2020-03-04,0.0,0.0,0.0,1.0,38.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,73.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,45.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0
2020-03-05,0.0,0.0,0.0,2.0,45.0,1.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,99.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,12.0,0.0,54.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1.0,0.0,0.0
2020-03-06,0.0,0.0,0.0,2.0,52.0,7.0,0.0,0.0,1.0,8.0,8.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,6.0,3.0,0.0,141.0,1.0,2.0,20.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,1.0,21.0,0.0,53.0,3.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,65.0,1.0,0.0,0.0
2020-03-07,0.0,0.0,0.0,4.0,67.0,8.0,0.0,1.0,1.0,12.0,11.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,8.0,3.0,0.0,189.0,1.0,2.0,28.0,0.0,2.0,0.0,1.0,2.0,6.0,0.0,2.0,28.0,0.0,67.0,7.0,2.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,83.0,1.0,0.0,0.0
2020-03-08,0.0,0.0,0.0,4.0,93.0,10.0,1.0,1.0,1.0,13.0,17.0,3.0,0.0,5.0,2.0,1.0,2.0,0.0,27.0,5.0,0.0,252.0,2.0,4.0,39.0,0.0,2.0,0.0,3.0,4.0,6.0,0.0,3.0,28.0,0.0,81.0,14.0,5.0,2.0,5.0,0.0,0.0,5.0,1.0,2.0,1.0,112.0,1.0,0.0,0.0
2020-03-09,0.0,0.0,0.0,5.0,108.0,11.0,1.0,2.0,1.0,18.0,26.0,8.0,0.0,9.0,3.0,1.0,2.0,1.0,27.0,6.0,0.0,376.0,2.0,5.0,74.0,0.0,2.0,0.0,3.0,4.0,8.0,0.0,4.0,125.0,0.0,100.0,14.0,8.0,3.0,6.0,0.0,0.0,12.0,1.0,5.0,1.0,153.0,1.0,0.0,0.0
2020-03-10,0.0,0.0,0.0,7.0,132.0,17.0,2.0,2.0,1.0,20.0,39.0,13.0,0.0,17.0,5.0,1.0,4.0,1.0,90.0,9.0,0.0,533.0,4.0,5.0,99.0,0.0,7.0,0.0,4.0,5.0,15.0,0.0,5.0,137.0,3.0,118.0,15.0,12.0,4.0,6.0,5.0,0.0,15.0,2.0,8.0,1.0,243.0,3.0,0.0,0.0
2020-03-11,0.0,3.0,1.0,8.0,146.0,23.0,3.0,2.0,5.0,26.0,55.0,14.0,0.0,25.0,9.0,1.0,7.0,8.0,94.0,12.0,0.0,736.0,5.0,7.0,122.0,1.0,7.0,0.0,4.0,5.0,23.0,3.0,7.0,164.0,3.0,138.0,19.0,17.0,5.0,8.0,8.0,0.0,18.0,3.0,15.0,1.0,312.0,5.0,0.0,0.0
2020-03-12,0.0,4.0,6.0,8.0,165.0,34.0,7.0,2.0,5.0,31.0,88.0,16.0,0.0,30.0,12.0,4.0,9.0,14.0,107.0,12.0,2.0,1014.0,10.0,8.0,157.0,1.0,9.0,1.0,9.0,6.0,29.0,5.0,11.0,230.0,5.0,155.0,24.0,25.0,13.0,13.0,8.0,0.0,22.0,4.0,29.0,2.0,373.0,8.0,0.0,1.0
2020-03-13,1.0,8.0,9.0,9.0,214.0,44.0,7.0,3.0,6.0,51.0,115.0,16.0,0.0,30.0,12.0,6.0,12.0,33.0,108.0,15.0,3.0,1389.0,14.0,15.0,194.0,1.0,17.0,1.0,13.0,6.0,30.0,5.0,11.0,267.0,5.0,200.0,24.0,34.0,19.0,16.0,9.0,1.0,22.0,6.0,29.0,2.0,476.0,9.0,0.0,1.0
2020-03-14,1.0,15.0,12.0,11.0,254.0,71.0,7.0,3.0,6.0,91.0,137.0,16.0,1.0,30.0,12.0,7.0,17.0,33.0,108.0,26.0,11.0,1782.0,14.0,26.0,235.0,1.0,22.0,1.0,15.0,6.0,44.0,7.0,11.0,311.0,5.0,245.0,23.0,52.0,19.0,20.0,9.0,1.0,22.0,6.0,29.0,4.0,568.0,19.0,0.0,2.0
2020-03-15,1.0,28.0,16.0,12.0,301.0,103.0,26.0,17.0,9.0,122.0,189.0,22.0,5.0,90.0,19.0,8.0,28.0,101.0,163.0,31.0,17.0,2263.0,54.0,37.0,306.0,7.0,32.0,1.0,16.0,13.0,98.0,17.0,16.0,400.0,37.0,294.0,38.0,65.0,19.0,22.0,9.0,6.0,56.0,21.0,51.0,4.0,683.0,27.0,0.0,3.0
2020-03-16,1.0,36.0,17.0,17.0,353.0,137.0,41.0,22.0,10.0,147.0,237.0,23.0,5.0,101.0,24.0,11.0,37.0,137.0,196.0,37.0,22.0,2994.0,60.0,65.0,402.0,7.0,33.0,1.0,17.0,16.0,178.0,21.0,45.0,487.0,50.0,355.0,44.0,80.0,19.0,35.0,10.0,10.0,56.0,29.0,67.0,8.0,809.0,53.0,0.0,3.0
2020-03-17,3.0,51.0,24.0,16.0,429.0,171.0,68.0,31.0,14.0,207.0,278.0,29.0,5.0,156.0,30.0,16.0,44.0,190.0,216.0,57.0,32.0,3816.0,77.0,110.0,482.0,11.0,38.0,5.0,22.0,24.0,267.0,23.0,55.0,730.0,67.0,442.0,62.0,109.0,21.0,40.0,11.0,14.0,63.0,29.0,68.0,10.0,914.0,87.0,1.0,11.0
2020-03-18,8.0,61.0,37.0,25.0,457.0,201.0,96.0,39.0,25.0,302.0,371.0,38.0,10.0,284.0,39.0,21.0,55.0,261.0,254.0,85.0,44.0,4756.0,89.0,164.0,588.0,12.0,61.0,7.0,26.0,37.0,427.0,28.0,63.0,1042.0,88.0,518.0,72.0,152.0,33.0,59.0,11.0,18.0,82.0,40.0,94.0,12.0,1059.0,105.0,2.0,16.0
2020-03-19,11.0,88.0,64.0,41.0,615.0,270.0,159.0,71.0,38.0,377.0,491.0,44.0,23.0,417.0,56.0,35.0,73.0,392.0,326.0,104.0,51.0,5574.0,115.0,234.0,681.0,15.0,103.0,19.0,34.0,42.0,740.0,35.0,94.0,1671.0,119.0,602.0,85.0,218.0,39.0,76.0,14.0,29.0,108.0,68.0,114.0,14.0,1177.0,154.0,5.0,18.0
2020-03-20,14.0,115.0,100.0,60.0,937.0,347.0,194.0,77.0,45.0,519.0,607.0,45.0,31.0,579.0,78.0,44.0,101.0,537.0,406.0,146.0,59.0,6573.0,114.0,334.0,794.0,21.0,151.0,26.0,38.0,53.0,886.0,43.0,108.0,2673.0,169.0,669.0,111.0,317.0,55.0,121.0,14.0,59.0,170.0,102.0,114.0,20.0,1358.0,205.0,8.0,22.0
2020-03-21,15.0,149.0,118.0,99.0,1136.0,469.0,223.0,97.0,52.0,718.0,690.0,68.0,42.0,747.0,125.0,55.0,122.0,763.0,516.0,187.0,70.0,7377.0,136.0,411.0,884.0,27.0,206.0,28.0,43.0,63.0,1321.0,57.0,152.0,4117.0,247.0,726.0,130.0,430.0,68.0,172.0,14.0,221.0,230.0,125.0,152.0,36.0,1475.0,280.0,12.0,24.0
2020-03-22,25.0,180.0,164.0,147.0,1354.0,586.0,326.0,115.0,65.0,1014.0,839.0,87.0,47.0,1042.0,199.0,63.0,143.0,1035.0,618.0,239.0,91.0,8160.0,234.0,484.0,965.0,34.0,284.0,30.0,45.0,74.0,1908.0,65.0,187.0,6095.0,351.0,786.0,147.0,543.0,81.0,217.0,21.0,372.0,258.0,168.0,252.0,43.0,1626.0,380.0,16.0,24.0
2020-03-23,38.0,224.0,197.0,247.0,1600.0,709.0,414.0,135.0,104.0,1186.0,1051.0,97.0,51.0,1274.0,256.0,81.0,162.0,1171.0,749.0,282.0,107.0,9369.0,260.0,655.0,1095.0,37.0,322.0,32.0,50.0,97.0,2836.0,83.0,241.0,8445.0,442.0,827.0,177.0,690.0,103.0,238.0,28.0,505.0,275.0,279.0,285.0,67.0,1868.0,415.0,20.0,26.0
2020-03-24,42.0,294.0,230.0,318.0,1798.0,899.0,616.0,181.0,135.0,1467.0,1220.0,111.0,71.0,1516.0,360.0,97.0,241.0,1387.0,1068.0,340.0,117.0,10367.0,283.0,855.0,1208.0,48.0,415.0,37.0,61.0,103.0,3660.0,100.0,273.0,10624.0,561.0,894.0,194.0,930.0,118.0,342.0,25.0,627.0,697.0,296.0,383.0,85.0,2008.0,454.0,39.0,30.0
2020-03-25,49.0,464.0,305.0,392.0,2358.0,1070.0,872.0,229.0,149.0,1958.0,1485.0,131.0,123.0,1838.0,468.0,97.0,288.0,1938.0,1743.0,411.0,146.0,11422.0,341.0,1074.0,1317.0,64.0,536.0,45.0,68.0,132.0,4379.0,109.0,314.0,12791.0,701.0,962.0,247.0,1184.0,133.0,383.0,33.0,712.0,957.0,343.0,445.0,111.0,2215.0,580.0,51.0,44.0
2020-03-26,63.0,565.0,343.0,499.0,2808.0,1372.0,1005.0,265.0,172.0,2488.0,1755.0,163.0,189.0,2506.0,633.0,164.0,357.0,2291.0,2309.0,568.0,165.0,12362.0,389.0,1321.0,1402.0,89.0,651.0,57.0,65.0,152.0,6847.0,131.0,524.0,15635.0,862.0,1042.0,292.0,1724.0,154.0,461.0,38.0,869.0,1372.0,398.0,575.0,142.0,2492.0,699.0,76.0,54.0
2020-03-27,73.0,669.0,377.0,655.0,3554.0,1658.0,1284.0,301.0,209.0,3125.0,2252.0,219.0,230.0,2994.0,969.0,196.0,394.0,2713.0,3131.0,759.0,206.0,13370.0,385.0,1596.0,1530.0,120.0,773.0,67.0,76.0,181.0,8795.0,186.0,610.0,18970.0,1132.0,1073.0,390.0,2254.0,181.0,490.0,49.0,1036.0,1709.0,460.0,575.0,166.0,2912.0,833.0,96.0,72.0
