,AK_I,AL_I,AR_I,AZ_I,CA_I,CO_I,CT_I,DC_I,DE_I,FL_I,GA_I,IA_I,ID_I,IL_I,IN_I,KS_I,KY_I,LA_I,MA_I,MD_I,ME_I,MI_I,MN_I,MO_I,MS_I,MT_I,NC_I,ND_I,NE_I,NH_I,NJ_I,NM_I,NV_I,NY_I,OH_I,OK_I,OR_I,PA_I,RI_I,SC_I,SD_I,TN_I,TX_I,UT_I,VA_I,VT_I,WA_I,WI_I,WV_I,WY_I
2020-08-15,1025.0,16552.0,8819.0,15579.0,113559.0,5345.0,1087.0,954.0,1020.0,84230.0,47174.0,6812.0,6363.0,24094.0,12554.0,6073.0,9155.0,20457.0,4018.0,10328.0,234.0,18696.0,9215.0,15163.0,10314.0,1578.0,20855.0,1927.0,3816.0,367.0,5672.0,2506.0,11508.0,4678.0,15587.0,9146.0,4201.0,11230.0,1217.0,16663.0,1251.0,24053.0,98353.0,5562.0,14909.0,77.0,9249.0,11489.0,1722.0,458.0
2020-08-16,991.0,16141.0,8855.0,15084.0,112400.0,5266.0,1087.0,946.0,1000.0,82111.0,45901.0,6941.0,6316.0,24189.0,12558.0,6073.0,9188.0,18171.0,3968.0,9938.0,249.0,18631.0,9769.0,15172.0,10101.0,1586.0,20795.0,1862.0,3721.0,354.0,5638.0,2392.0,11074.0,4710.0,15256.0,9127.0,4647.0,11293.0,1245.0,16263.0,1319.0,23821.0,98331.0,5489.0,14315.0,79.0,9272.0,11256.0,1710.0,478.0
2020-08-17,982.0,16519.0,8480.0,14522.0,113130.0,5189.0,1205.0,960.0,978.0,80607.0,45320.0,6984.0,6267.0,24664.0,12573.0,6291.0,9207.0,17639.0,4016.0,9571.0,258.0,18583.0,8554.0,15325.0,10068.0,1533.0,20326.0,1849.0,3622.0,344.0,5687.0,2370.0,10749.0,4579.0,15099.0,9074.0,4085.0,11174.0,1283.0,15634.0,1340.0,24147.0,100936.0,5334.0,14032.0,89.0,9065.0,11314.0,1659.0,483.0
2020-08-18,988.0,16889.0,8106.0,14429.0,113240.0,4928.0,1145.0,927.0,960.0,79303.0,45804.0,6924.0,6092.0,24933.0,12592.0,6291.0,9173.0,14664.0,3753.0,9381.0,258.0,18451.0,8282.0,15368.0,10039.0,1418.0,20044.0,1911.0,3679.0,324.0,5678.0,2239.0,10431.0,4520.0,14817.0,9016.0,3977.0,10917.0,1290.0,15001.0,1364.0,23199.0,99051.0,5241.0,13970.0,90.0,8893.0,11253.0,1680.0,479.0
2020-08-19,1006.0,16305.0,7923.0,13368.0,114109.0,4700.0,1089.0,911.0,975.0,76324.0,44428.0,6621.0,5989.0,25469.0,12361.0,6173.0,9203.0,13960.0,3677.0,9223.0,261.0,18402.0,8668.0,15550.0,10253.0,1363.0,20166.0,2065.0,3610.0,317.0,5646.0,2183.0,10180.0,4543.0,14576.0,9028.0,3892.0,10763.0,1282.0,14538.0,1398.0,23220.0,97369.0,5164.0,14015.0,87.0,8830.0,11024.0,1642.0,507.0
2020-08-20,1049.0,15627.0,7737.0,12647.0,114771.0,4668.0,1187.0,891.0,945.0,73466.0,44003.0,7171.0,5721.0,25348.0,12262.0,6173.0,9359.0,13575.0,3777.0,9224.0,276.0,18415.0,8948.0,15776.0,10079.0,1470.0,20289.0,2147.0,3507.0,308.0,5364.0,2178.0,9885.0,4501.0,14532.0,9136.0,3940.0,10781.0,1235.0,14056.0,1418.0,23215.0,95074.0,5155.0,12978.0,81.0,8648.0,10908.0,1705.0,510.0
2020-08-21,1063.0,15238.0,7613.0,11860.0,111920.0,4618.0,1199.0,880.0,968.0,69494.0,43165.0,7141.0,5447.0,25538.0,12063.0,6218.0,9363.0,12974.0,3888.0,9093.0,297.0,18387.0,8032.0,15897.0,10136.0,1328.0,20435.0,2228.0,3574.0,292.0,5289.0,2130.0,9940.0,4554.0,14371.0,9177.0,3785.0,10722.0,1247.0,13481.0,1513.0,22920.0,93056.0,5021.0,12883.0,84.0,8468.0,10723.0,1633.0,524.0
2020-08-22,1072.0,14892.0,7388.0,11802.0,111105.0,4471.0,1199.0,881.0,1003.0,66417.0,41498.0,7449.0,5167.0,25704.0,12030.0,6218.0,9354.0,12974.0,3677.0,8942.0,299.0,18324.0,8686.0,15833.0,9841.0,1424.0,20437.0,2280.0,3582.0,274.0,5343.0,2187.0,9690.0,4563.0,14196.0,9204.0,3700.0,10704.0,1285.0,13203.0,1658.0,21670.0,91656.0,5326.0,11986.0,88.0,8555.0,10513.0,1622.0,530.0
2020-08-23,1040.0,13949.0,7191.0,11194.0,109509.0,4437.0,1199.0,837.0,1001.0,64360.0,40148.0,7486.0,5182.0,26215.0,11604.0,6218.0,9534.0,11544.0,3391.0,8599.0,306.0,18338.0,8782.0,15906.0,9799.0,1473.0,20594.0,2287.0,3503.0,276.0,5269.0,2081.0,9410.0,4589.0,13954.0,9174.0,3665.0,10516.0,1334.0,12992.0,1671.0,21999.0,91175.0,5014.0,12880.0,89.0,8296.0,10370.0,1578.0,529.0
2020-08-24,1044.0,13579.0,6866.0,10905.0,106704.0,4338.0,1444.0,832.0,1012.0,61380.0,39913.0,7557.0,4970.0,26508.0,12600.0,6671.0,9695.0,11605.0,3748.0,8411.0,310.0,18108.0,8868.0,16090.0,9808.0,1606.0,21018.0,2344.0,3563.0,294.0,5243.0,2025.0,9077.0,4544.0,13920.0,9204.0,3667.0,10291.0,1345.0,12644.0,1762.0,21242.0,89567.0,5047.0,12890.0,94.0,8106.0,10263.0,1558.0,561.0
2020-08-25,1028.0,14625.0,6963.0,10550.0,98684.0,4357.0,1356.0,788.0,1013.0,56693.0,38653.0,7965.0,4870.0,26639.0,12559.0,6671.0,9399.0,10991.0,3801.0,8203.0,314.0,17809.0,9397.0,16248.0,9759.0,1496.0,21178.0,2497.0,3380.0,289.0,5116.0,1892.0,8935.0,4549.0,13669.0,9245.0,3617.0,10048.0,1329.0,12418.0,1792.0,20992.0,86110.0,5114.0,12937.0,91.0,7939.0,10183.0,1520.0,561.0
2020-08-26,1019.0,15586.0,6909.0,10030.0,93043.0,4367.0,1514.0,763.0,986.0,53710.0,37489.0,8409.0,4647.0,27151.0,12837.0,7390.0,9372.0,11357.0,3887.0,8102.0,315.0,17572.0,10094.0,16495.0,9866.0,1382.0,21227.0,2629.0,3506.0,272.0,4935.0,1916.0,8668.0,4541.0,13336.0,9530.0,3549.0,9600.0,1314.0,12379.0,1756.0,20891.0,85317.0,5148.0,12956.0,89.0,7876.0,10438.0,1532.0,598.0
2020-08-27,1023.0,15964.0,6979.0,9359.0,90388.0,4273.0,1568.0,770.0,1043.0,51243.0,37492.0,11148.0,4491.0,27024.0,12939.0,7390.0,9347.0,10899.0,3933.0,7903.0,307.0,17392.0,9517.0,16774.0,9620.0,1390.0,21621.0,2788.0,3512.0,273.0,4592.0,1933.0,8635.0,4718.0,13402.0,9879.0,3461.0,9234.0,1292.0,12284.0,2297.0,20959.0,84162.0,5012.0,12754.0,95.0,7861.0,10382.0,1482.0,603.0
2020-08-28,1039.0,16679.0,7191.0,8951.0,87783.0,4301.0,1598.0,733.0,1077.0,48148.0,36830.0,11893.0,4211.0,27162.0,12681.0,7163.0,9365.0,10207.0,4159.0,7789.0,338.0,17310.0,8827.0,17017.0,9576.0,1522.0,22006.0,3040.0,3537.0,252.0,4380.0,1882.0,8160.0,4724.0,13567.0,10107.0,3441.0,9290.0,1354.0,12356.0,2493.0,20783.0,81175.0,5076.0,13056.0,81.0,7579.0,10187.0,1550.0,580.0
2020-08-29,1048.0,17120.0,8386.0,8714.0,80150.0,4333.0,1598.0,766.0,1129.0,46974.0,36048.0,11406.0,4200.0,27214.0,12758.0,7163.0,9567.0,10207.0,4214.0,7601.0,334.0,17390.0,10052.0,17084.0,9595.0,1592.0,21975.0,2897.0,3594.0,266.0,4715.0,1876.0,7903.0,4729.0,13666.0,10000.0,3275.0,9291.0,1325.0,12353.0,2824.0,20537.0,77692.0,5203.0,13056.0,86.0,7536.0,10183.0,1510.0,557.0
2020-08-30,989.0,17164.0,8191.0,8138.0,78347.0,4202.0,1598.0,739.0,1139.0,46012.0,35520.0,11775.0,4207.0,27644.0,12898.0,7163.0,9669.0,10650.0,4085.0,7579.0,324.0,17375.0,10148.0,17132.0,9640.0,1561.0,22307.0,3169.0,3699.0,266.0,4713.0,1875.0,7653.0,4846.0,13975.0,10064.0,2810.0,9264.0,1299.0,12657.0,3048.0,20142.0,75312.0,5260.0,13173.0,92.0,7349.0,10054.0,1546.0,534.0
2020-08-31,975.0,17281.0,8147.0,7844.0,76054.0,4217.0,1612.0,719.0,1180.0,49417.0,35283.0,11994.0,4146.0,27539.0,13190.0,7445.0,9498.0,10409.0,4173.0,7534.0,325.0,17167.0,10148.0,17433.0,9381.0,1646.0,22520.0,3218.0,3784.0,271.0,4753.0,1852.0,7313.0,5061.0,14095.0,10241.0,3262.0,9323.0,1268.0,12986.0,3149.0,20205.0,70019.0,5305.0,13332.0,86.0,7258.0,9853.0,1618.0,511.0
2020-09-01,944.0,16695.0,8010.0,7436.0,75130.0,4318.0,1751.0,724.0,1202.0,47846.0,34569.0,12479.0,4042.0,27291.0,13044.0,7445.0,9665.0,10458.0,4352.0,7628.0,326.0,17150.0,11024.0,17793.0,9159.0,1842.0,22630.0,3299.0,3837.0,280.0,4744.0,1881.0,7030.0,5139.0,14687.0,10366.0,3270.0,9539.0,1236.0,13427.0,3306.0,20601.0,67101.0,5365.0,13523.0,89.0,7204.0,10180.0,1776.0,503.0
2020-09-02,936.0,16420.0,7896.0,7318.0,73221.0,4234.0,1794.0,723.0,1229.0,46915.0,34443.0,12986.0,3968.0,27124.0,13414.0,8050.0,9819.0,10831.0,6083.0,7670.0,357.0,17123.0,9777.0,18178.0,8988.0,1911.0,22603.0,3387.0,3986.0,273.0,4719.0,1863.0,6874.0,5225.0,14886.0,10775.0,3205.0,9881.0,1192.0,13404.0,3437.0,20528.0,64411.0,5343.0,13786.0,89.0,7036.0,10048.0,1841.0,481.0
2020-09-03,939.0,16361.0,8739.0,7687.0,72426.0,4165.0,1777.0,726.0,1264.0,45535.0,34477.0,12618.0,3807.0,26652.0,13577.0,8050.0,9863.0,10726.0,6236.0,7783.0,342.0,16972.0,10833.0,18439.0,8771.0,1786.0,22514.0,3499.0,4123.0,297.0,5006.0,1861.0,6670.0,5482.0,15109.0,11091.0,3171.0,10097.0,1181.0,13422.0,3646.0,20375.0,62788.0,5300.0,13919.0,90.0,6987.0,10029.0,1863.0,471.0
2020-09-04,989.0,16046.0,9026.0,7796.0,71947.0,4166.0,1846.0,717.0,1329.0,44932.0,33406.0,13250.0,3827.0,29953.0,13567.0,8364.0,9985.0,10649.0,6017.0,7932.0,343.0,16725.0,10833.0,18728.0,8532.0,1803.0,22217.0,3598.0,4046.0,297.0,5184.0,1807.0,6266.0,5598.0,15398.0,11371.0,3180.0,10288.0,1143.0,13910.0,3712.0,19597.0,63249.0,5558.0,13655.0,96.0,6850.0,10713.0,1971.0,465.0
2020-09-05,988.0,15993.0,9027.0,7635.0,70347.0,4182.0,1846.0,704.0,1349.0,44427.0,32921.0,13512.0,3815.0,30403.0,13644.0,8364.0,9938.0,10649.0,6346.0,8084.0,340.0,16650.0,11003.0,18855.0,8522.0,1788.0,22129.0,3755.0,4032.0,332.0,5106.0,1746.0,6019.0,5734.0,15620.0,11630.0,3146.0,10416.0,1210.0,14380.0,3754.0,20183.0,62176.0,5590.0,14854.0,90.0,6598.0,10737.0,2104.0,463.0
2020-09-06,1016.0,16094.0,9358.0,7677.0,68475.0,4193.0,1846.0,689.0,1363.0,44254.0,32788.0,13735.0,3814.0,29913.0,13872.0,8364.0,9939.0,10821.0,6712.0,8017.0,339.0,16496.0,10927.0,18904.0,8416.0,1774.0,21768.0,3801.0,4029.0,340.0,5155.0,1711.0,5995.0,5875.0,15756.0,11815.0,3107.0,10471.0,1143.0,14504.0,3833.0,20309.0,60773.0,5619.0,13941.0,85.0,6475.0,11148.0,2140.0,453.0
2020-09-07,978.0,16061.0,9386.0,7564.0,66620.0,4242.0,1354.0,676.0,1345.0,43333.0,31145.0,13772.0,3671.0,29682.0,12802.0,8513.0,9901.0,10507.0,6370.0,8214.0,342.0,15796.0,10901.0,17913.0,7902.0,1756.0,21370.0,3643.0,3754.0,342.0,5241.0,1675.0,5943.0,5998.0,14907.0,12007.0,3035.0,10650.0,1137.0,14446.0,3875.0,20321.0,59986.0,5690.0,13771.0,81.0,6508.0,11309.0,2263.0,429.0
2020-09-08,979.0,14726.0,9383.0,6786.0,64816.0,4121.0,1742.0,678.0,1344.0,42430.0,30395.0,13571.0,3516.0,29394.0,12359.0,8513.0,9509.0,10213.0,6192.0,8193.0,340.0,15975.0,10632.0,18753.0,7773.0,1596.0,20712.0,3643.0,4172.0,344.0,5240.0,1646.0,5668.0,5935.0,15497.0,11747.0,2964.0,10541.0,1108.0,14545.0,3898.0,20456.0,55061.0,5505.0,13831.0,77.0,6380.0,11371.0,2266.0,469.0
2020-09-09,992.0,14083.0,9232.0,7096.0,60428.0,4183.0,1651.0,665.0,1380.0,41821.0,29984.0,13050.0,3530.0,28574.0,12126.0,7473.0,9366.0,10229.0,6058.0,8089.0,347.0,16285.0,9859.0,19220.0,7515.0,1874.0,20372.0,3643.0,4160.0,358.0,5292.0,1536.0,5565.0,5992.0,15381.0,11943.0,2900.0,11038.0,1109.0,13971.0,4000.0,19574.0,53654.0,5531.0,13950.0,79.0,6167.0,11498.0,2268.0,467.0
2020-09-10,1021.0,14027.0,9058.0,6877.0,59336.0,4077.0,1743.0,618.0,1353.0,41888.0,29379.0,10791.0,3495.0,28820.0,11739.0,7473.0,9358.0,10016.0,6096.0,8015.0,357.0,16321.0,9009.0,19480.0,7438.0,1734.0,19474.0,3574.0,4244.0,379.0,5418.0,1509.0,5300.0,5937.0,15258.0,11877.0,2893.0,10957.0,1106.0,13757.0,3640.0,19400.0,52072.0,5735.0,14052.0,71.0,6071.0,12178.0,2384.0,478.0
2020-09-11,994.0,13150.0,9400.0,6879.0,57333.0,4013.0,1831.0,642.0,1382.0,41947.0,28817.0,10242.0,3566.0,28698.0,12192.0,7338.0,9405.0,10165.0,6098.0,8060.0,342.0,16436.0,9476.0,19706.0,7173.0,1862.0,19191.0,3667.0,4373.0,404.0,5545.0,1521.0,4936.0,6182.0,15202.0,12208.0,2811.0,11131.0,1079.0,13654.0,3600.0,19069.0,51497.0,5807.0,14131.0,76.0,6042.0,12757.0,2350.0,501.0
2020-09-12,1004.0,12923.0,9332.0,6855.0,56459.0,4109.0,1831.0,627.0,1408.0,41725.0,28468.0,10498.0,3490.0,28939.0,12127.0,7338.0,9383.0,10165.0,6231.0,8239.0,354.0,16414.0,9097.0,19749.0,7105.0,1674.0,19130.0,4093.0,4313.0,406.0,5649.0,1483.0,4732.0,6368.0,15228.0,12381.0,2863.0,11245.0,1113.0,13635.0,3495.0,18948.0,51059.0,6058.0,14067.0,73.0,5991.0,13325.0,2554.0,513.0
2020-09-13,1023.0,12824.0,9363.0,6865.0,55014.0,4345.0,1831.0,633.0,1410.0,41824.0,28585.0,10298.0,3412.0,28409.0,12491.0,7338.0,9431.0,9822.0,6343.0,8319.0,371.0,16521.0,9085.0,19808.0,7020.0,1681.0,18576.0,4015.0,4261.0,442.0,5666.0,1478.0,4602.0,6432.0,15143.0,12552.0,2783.0,11225.0,1142.0,13256.0,3316.0,18745.0,49080.0,6237.0,13977.0,69.0,5846.0,14379.0,2589.0,526.0
2020-09-14,1061.0,12034.0,9403.0,6904.0,53693.0,4558.0,2016.0,630.0,1398.0,37255.0,28249.0,10112.0,3444.0,28114.0,12344.0,7287.0,9555.0,9988.0,6296.0,8397.0,365.0,16660.0,9487.0,20123.0,6868.0,1614.0,18292.0,4064.0,4325.0,439.0,5654.0,1490.0,4559.0,6362.0,15327.0,12698.0,2771.0,11409.0,1163.0,12949.0,3292.0,18676.0,50435.0,6491.0,13899.0,75.0,5880.0,14929.0,2570.0,550.0
2020-09-15,1069.0,12341.0,9860.0,6881.0,52216.0,4634.0,2025.0,638.0,1416.0,37052.0,27585.0,9941.0,3442.0,28088.0,12338.0,7287.0,9366.0,9670.0,6255.0,8382.0,363.0,16771.0,8266.0,20390.0,6744.0,1555.0,18178.0,4066.0,4374.0,451.0,5773.0,1463.0,4124.0,6373.0,14875.0,13026.0,2716.0,11662.0,1170.0,12609.0,3245.0,19036.0,51413.0,6855.0,13817.0,76.0,5892.0,15334.0,2469.0,572.0
2020-09-16,1054.0,12109.0,10107.0,7060.0,50911.0,4892.0,2058.0,666.0,1394.0,36757.0,27868.0,10413.0,3429.0,27901.0,12059.0,6930.0,9285.0,9131.0,4568.0,8569.0,336.0,16768.0,8728.0,20343.0,6623.0,1564.0,18237.0,3704.0,4365.0,471.0,5881.0,1429.0,4320.0,6329.0,14751.0,13131.0,2775.0,11511.0,1206.0,12751.0,3288.0,19243.0,53105.0,7166.0,13792.0,76.0,5823.0,16258.0,2554.0,655.0
2020-09-17,1076.0,12176.0,9707.0,7721.0,49024.0,5088.0,2177.0,655.0,1446.0,36749.0,26978.0,10164.0,3562.0,28597.0,11792.0,6930.0,8942.0,8796.0,4582.0,8507.0,355.0,16887.0,7756.0,20492.0,6582.0,1872.0,17929.0,4257.0,4490.0,467.0,6090.0,1387.0,4312.0,6307.0,14473.0,13472.0,2724.0,11414.0,1255.0,12615.0,3349.0,19116.0,53472.0,7570.0,13923.0,73.0,5663.0,17652.0,2585.0,713.0
2020-09-18,1064.0,12368.0,9404.0,8275.0,47548.0,5317.0,2162.0,666.0,1380.0,36639.0,26887.0,10300.0,3763.0,25226.0,11799.0,7065.0,8903.0,8953.0,4824.0,8231.0,355.0,17060.0,8841.0,20592.0,6556.0,2145.0,17794.0,4273.0,4769.0,493.0,6120.0,1448.0,4321.0,6210.0,14152.0,13831.0,2741.0,11271.0,1299.0,12093.0,3479.0,19280.0,51412.0,7821.0,13928.0,65.0,5613.0,18690.0,2646.0,758.0
2020-09-19,1071.0,12636.0,9934.0,8049.0,46896.0,5642.0,2162.0,664.0,1391.0,36658.0,26905.0,10137.0,3770.0,24949.0,11798.0,7065.0,8979.0,8953.0,4985.0,8137.0,382.0,17055.0,8134.0,20701.0,6491.0,2136.0,17686.0,4327.0,5039.0,496.0,6251.0,1464.0,4254.0,6182.0,13762.0,14221.0,2743.0,11254.0,1237.0,11598.0,3555.0,19670.0,50753.0,8532.0,13586.0,64.0,5651.0,20094.0,2585.0,774.0
2020-09-20,1085.0,12609.0,9791.0,8163.0,46256.0,5862.0,2162.0,676.0,1410.0,36440.0,26378.0,10038.0,3824.0,24948.0,11701.0,7065.0,8913.0,8494.0,4978.0,8037.0,389.0,17291.0,9717.0,20765.0,6515.0,2163.0,17670.0,4443.0,5201.0,500.0,6409.0,1472.0,3749.0,6212.0,13751.0,14383.0,2757.0,11268.0,1258.0,11396.0,3587.0,19243.0,50224.0,9008.0,13567.0,69.0,5709.0,20939.0,2642.0,839.0
2020-09-21,1121.0,12951.0,10084.0,8301.0,46459.0,6160.0,2659.0,663.0,1438.0,37045.0,26965.0,10337.0,4160.0,25044.0,11633.0,7045.0,8967.0,8428.0,5005.0,7685.0,407.0,18415.0,9814.0,22331.0,6708.0,2317.0,17674.0,4636.0,5473.0,476.0,6522.0,1539.0,4021.0,6208.0,14607.0,14498.0,2805.0,11238.0,1275.0,11290.0,3569.0,19443.0,58017.0,8651.0,13603.0,68.0,5623.0,21660.0,2596.0,912.0
2020-09-22,1144.0,12818.0,10224.0,8815.0,46413.0,6620.0,2378.0,659.0,1452.0,37316.0,26430.0,10436.0,4366.0,25183.0,11846.0,7045.0,9311.0,8924.0,5007.0,7673.0,418.0,18597.0,10232.0,21829.0,6588.0,2519.0,18102.0,4871.0,5270.0,496.0,6682.0,1609.0,4152.0,6276.0,13858.0,15063.0,2958.0,11633.0,1321.0,11171.0,3786.0,19328.0,74416.0,9026.0,13301.0,68.0,5762.0,22650.0,2723.0,913.0
2020-09-23,1155.0,12802.0,10708.0,8757.0,47943.0,6926.0,2444.0,663.0,1470.0,37374.0,25929.0,11092.0,4433.0,25694.0,11852.0,7816.0,9535.0,7979.0,5369.0,7722.0,423.0,18705.0,9851.0,21660.0,6593.0,2561.0,18182.0,5008.0,5403.0,490.0,6783.0,1719.0,4479.0,6298.0,13788.0,14772.0,3032.0,11435.0,1339.0,11628.0,4063.0,20148.0,73808.0,10096.0,12963.0,64.0,6014.0,23632.0,2696.0,1018.0
2020-09-24,1172.0,13917.0,11246.0,8864.0,47775.0,7318.0,2379.0,694.0,1489.0,36561.0,25323.0,11307.0,4617.0,25998.0,11993.0,7816.0,9375.0,8092.0,5447.0,7722.0,416.0,18659.0,11940.0,21889.0,6574.0,2885.0,18716.0,5201.0,5408.0,471.0,6949.0,1795.0,4581.0,6408.0,13658.0,14883.0,3211.0,11777.0,1384.0,12070.0,4263.0,19925.0,74110.0,10217.0,12789.0,63.0,6156.0,24518.0,2689.0,1105.0
2020-09-25,1209.0,13914.0,10963.0,8858.0,47849.0,7658.0,2261.0,670.0,1446.0,36198.0,25219.0,11615.0,4807.0,26491.0,11902.0,8206.0,9354.0,8043.0,5495.0,7635.0,402.0,18316.0,12943.0,21955.0,6757.0,2980.0,18773.0,5229.0,5382.0,465.0,7045.0,1924.0,4804.0,6334.0,13568.0,15028.0,3449.0,11765.0,1385.0,11901.0,4437.0,19325.0,75287.0,11019.0,12468.0,63.0,6585.0,25704.0,2779.0,1156.0
2020-09-26,1225.0,13585.0,11045.0,8712.0,47939.0,7884.0,2261.0,663.0,1412.0,35678.0,24456.0,11891.0,5129.0,26811.0,11988.0,8206.0,9402.0,8043.0,5510.0,7439.0,400.0,18230.0,11348.0,22091.0,6783.0,2982.0,18910.0,5147.0,5562.0,469.0,7385.0,2031.0,5008.0,6367.0,13441.0,15282.0,3425.0,11738.0,1393.0,11680.0,4696.0,19660.0,75849.0,11344.0,12330.0,59.0,6729.0,27176.0,2637.0,1168.0
2020-09-27,1273.0,13532.0,11023.0,8739.0,47385.0,8030.0,2261.0,658.0,1455.0,34719.0,23853.0,11851.0,5222.0,26953.0,11646.0,8206.0,9325.0,7685.0,5816.0,7293.0,382.0,18237.0,12689.0,22189.0,6863.0,3086.0,19062.0,5152.0,5761.0,476.0,7813.0,2083.0,5069.0,6370.0,13404.0,15626.0,3483.0,11991.0,1407.0,11408.0,4903.0,20453.0,75698.0,11870.0,12022.0,54.0,6799.0,27799.0,2649.0,1287.0
2020-09-28,1313.0,13520.0,11422.0,8799.0,47485.0,8104.0,2252.0,642.0,1466.0,35263.0,23425.0,12064.0,5391.0,27289.0,11782.0,8730.0,9352.0,7433.0,5992.0,7234.0,402.0,17929.0,12287.0,22274.0,6936.0,3306.0,19046.0,5338.0,5894.0,494.0,8082.0,2143.0,5254.0,6507.0,13318.0,15862.0,3510.0,11970.0,1406.0,11317.0,4937.0,20419.0,75818.0,12159.0,12002.0,45.0,6854.0,28720.0,2692.0,1362.0
2020-09-29,1394.0,13703.0,11398.0,8989.0,47412.0,8212.0,2298.0,613.0,1480.0,35036.0,22945.0,12242.0,5624.0,27185.0,11837.0,8730.0,9591.0,7595.0,6191.0,7066.0,431.0,17494.0,13096.0,22319.0,6965.0,3632.0,19133.0,5513.0,6082.0,485.0,8158.0,2234.0,5691.0,6713.0,13422.0,15854.0,3629.0,12028.0,1440.0,11368.0,5003.0,19492.0,74538.0,12131.0,11913.0,41.0,6892.0,29726.0,2716.0,1383.0
2020-09-30,1447.0,14096.0,11478.0,8614.0,47662.0,8247.0,2384.0,583.0,1568.0,34577.0,22182.0,12151.0,5955.0,27517.0,12210.0,8879.0,9654.0,7593.0,6417.0,6837.0,447.0,17166.0,13321.0,22418.0,6975.0,3962.0,19148.0,5885.0,6158.0,486.0,8518.0,2394.0,5643.0,6867.0,13469.0,15718.0,3659.0,12105.0,1478.0,11285.0,5098.0,18788.0,74195.0,12273.0,11261.0,42.0,7040.0,30683.0,2652.0,1382.0
2020-10-01,1477.0,13990.0,11610.0,7566.0,47486.0,8456.0,2356.0,568.0,1566.0,34065.0,21684.0,12694.0,6072.0,27627.0,12530.0,8879.0,9827.0,7666.0,6742.0,6991.0,442.0,16887.0,13478.0,22394.0,7113.0,3952.0,19720.0,5464.0,6302.0,503.0,8598.0,2462.0,5729.0,7153.0,13729.0,15546.0,3802.0,12185.0,1487.0,11291.0,5450.0,19159.0,73682.0,12419.0,10985.0,43.0,7236.0,31549.0,2594.0,1431.0
2020-10-02,1511.0,14308.0,11697.0,6835.0,47446.0,8567.0,2770.0,571.0,1658.0,33309.0,20999.0,12469.0,6279.0,27860.0,12957.0,8826.0,9950.0,7504.0,7049.0,7160.0,433.0,16674.0,13559.0,22408.0,7222.0,4119.0,20152.0,5527.0,6570.0,673.0,8895.0,2650.0,6002.0,7710.0,14213.0,15359.0,3821.0,12542.0,1544.0,11113.0,5447.0,18486.0,73763.0,12690.0,11148.0,50.0,7330.0,31794.0,2624.0,1467.0
2020-10-03,1559.0,14274.0,11365.0,6862.0,45301.0,8600.0,2770.0,571.0,1660.0,32687.0,20249.0,12580.0,6455.0,27773.0,13300.0,8826.0,10090.0,7504.0,7122.0,7075.0,424.0,16825.0,15105.0,22409.0,7313.0,4261.0,20593.0,5592.0,6640.0,677.0,9420.0,2784.0,6205.0,8235.0,14419.0,15175.0,3912.0,12826.0,1580.0,10870.0,5542.0,18182.0,76942.0,12687.0,11358.0,55.0,7595.0,32445.0,2594.0,1585.0
2020-10-04,1590.0,14057.0,11290.0,6853.0,45329.0,8666.0,2770.0,564.0,1716.0,32433.0,20037.0,12536.0,6473.0,27824.0,13641.0,8826.0,10267.0,7461.0,7407.0,7134.0,421.0,16808.0,12884.0,22510.0,7397.0,4208.0,20885.0,5618.0,6711.0,698.0,9617.0,2898.0,6594.0,8461.0,14598.0,15344.0,3969.0,13127.0,1629.0,10722.0,5722.0,17406.0,77360.0,13263.0,11419.0,56.0,7684.0,32636.0,2574.0,1633.0
2020-10-05,1715.0,13923.0,11066.0,6833.0,45090.0,8653.0,3096.0,569.0,1713.0,32328.0,19771.0,12249.0,6521.0,28200.0,13949.0,8749.0,10340.0,7436.0,7666.0,7223.0,407.0,16394.0,14318.0,22756.0,7723.0,4602.0,21392.0,5856.0,6830.0,728.0,9744.0,2949.0,6290.0,8613.0,14799.0,15509.0,4054.0,13356.0,1632.0,10824.0,5729.0,18186.0,70916.0,14329.0,11172.0,85.0,7778.0,33067.0,2571.0,1685.0
2020-10-06,1804.0,14267.0,11090.0,7102.0,44137.0,8623.0,3081.0,631.0,1761.0,32250.0,20540.0,12262.0,6735.0,28286.0,14320.0,8749.0,10601.0,7216.0,7988.0,7292.0,418.0,16133.0,13640.0,23132.0,7894.0,4823.0,21528.0,5876.0,6998.0,741.0,9978.0,3157.0,6505.0,9036.0,15449.0,15744.0,4027.0,13407.0,1670.0,10824.0,5687.0,19723.0,57228.0,14395.0,11101.0,87.0,7919.0,33403.0,2552.0,1754.0
2020-10-07,1850.0,13815.0,10917.0,7268.0,43755.0,8811.0,3049.0,647.0,1739.0,32937.0,20645.0,12258.0,7010.0,29068.0,14890.0,8726.0,10619.0,8756.0,7980.0,7367.0,426.0,15993.0,15822.0,23385.0,7928.0,4843.0,22192.0,5933.0,7159.0,793.0,10112.0,3385.0,6455.0,9463.0,15970.0,15938.0,4131.0,14004.0,1736.0,10874.0,6272.0,20081.0,57957.0,13949.0,12043.0,90.0,7825.0,33971.0,2635.0,1730.0
