key_0,AK_I,AL_I,AR_I,AZ_I,CA_I,CO_I,CT_I,DC_I,DE_I,FL_I,GA_I,IA_I,ID_I,IL_I,IN_I,KS_I,KY_I,LA_I,MA_I,MD_I,ME_I,MI_I,MN_I,MO_I,MS_I,MT_I,NC_I,ND_I,NE_I,NH_I,NJ_I,NM_I,NV_I,NY_I,OH_I,OK_I,OR_I,PA_I,RI_I,SC_I,SD_I,TN_I,TX_I,UT_I,VA_I,VT_I,WA_I,WI_I,WV_I,WY_I,AK_V,AL_V,AR_V,AZ_V,CA_V,CO_V,CT_V,DC_V,DE_V,FL_V,GA_V,IA_V,ID_V,IL_V,IN_V,KS_V,KY_V,LA_V,MA_V,MD_V,ME_V,MI_V,MN_V,MO_V,MS_V,MT_V,NC_V,ND_V,NE_V,NH_V,NJ_V,NM_V,NV_V,NY_V,OH_V,OK_V,OR_V,PA_V,RI_V,SC_V,SD_V,TN_V,TX_V,UT_V,VA_V,VT_V,WA_V,WI_V,WV_V,WY_V
2021-02-23,1662.0,14286.0,7745.0,23543.0,95467.0,14745.0,12083.0,1563.0,4157.0,86739.0,43405.0,7918.0,3771.0,27150.0,15331.0,8755.0,17213.0,11694.0,24887.0,12099.0,2026.0,16722.0,10837.0,10288.0,8554.0,2752.0,40522.0,1317.0,4370.0,5005.0,43963.0,5055.0,6407.0,50123.0,32803.0,8787.0,5713.0,39362.0,4562.0,28023.0,2141.0,20793.0,101719.0,11749.0,31627.0,1464.0,12252.0,11163.0,4617.0,1114.0,651.0,10871.0,379.0,5996.0,71487.0,701.0,7408.0,873.0,2330.0,38336.0,24806.0,2462.0,3635.0,20591.0,19182.0,6363.0,11032.0,7925.0,14850.0,17512.0,3090.0,27690.0,10682.0,14294.0,10772.0,2127.0,29885.0,1109.0,3861.0,344.0,26073.0,1120.0,7178.0,25754.0,16690.0,8848.0,12281.0,21487.0,609.0,8541.0,439.0,18890.0,0.0,8439.0,17745.0,111.0,8797.0,14455.0,2481.0,407.0
2021-02-24,1669.0,13681.0,7456.0,22873.0,92380.0,14861.0,12688.0,1595.0,4001.0,84998.0,43155.0,7671.0,3736.0,26347.0,14906.0,7943.0,16291.0,12238.0,24939.0,11824.0,2060.0,16498.0,10940.0,9943.0,8320.0,2647.0,39439.0,1268.0,4406.0,5011.0,42712.0,4991.0,6264.0,49166.0,31364.0,8282.0,5587.0,39048.0,4522.0,27137.0,2228.0,19948.0,96339.0,11262.0,29964.0,1478.0,11971.0,11005.0,4431.0,1114.0,1895.0,14075.0,20502.0,16452.0,90692.0,1047.0,5418.0,372.0,2517.0,43026.0,25227.0,2880.0,6396.0,28683.0,24146.0,6326.0,14820.0,13228.0,17797.0,15969.0,219.0,35173.0,15643.0,17335.0,497.0,3032.0,28863.0,1595.0,7385.0,293.0,22669.0,3549.0,4212.0,24970.0,21807.0,13799.0,486.0,29560.0,1134.0,13683.0,2083.0,15948.0,0.0,185.0,21169.0,1249.0,12026.0,828.0,4156.0,99.0
2021-02-25,1687.0,13188.0,7079.0,21948.0,88770.0,14666.0,12660.0,1589.0,3918.0,83450.0,42303.0,7474.0,3719.0,25393.0,14290.0,7943.0,15881.0,10274.0,24597.0,11601.0,2052.0,16348.0,11028.0,9530.0,8248.0,2603.0,38089.0,1245.0,4273.0,4956.0,42633.0,4757.0,6243.0,48693.0,30967.0,7863.0,5472.0,37368.0,4472.0,26217.0,2105.0,19723.0,91812.0,10852.0,28430.0,1423.0,11588.0,10542.0,4393.0,1223.0,3566.0,14355.0,16057.0,22018.0,123859.0,791.0,12067.0,1723.0,3980.0,38884.0,1264.0,5410.0,5408.0,52736.0,27402.0,7953.0,15248.0,18243.0,19958.0,23855.0,47.0,28381.0,20692.0,15153.0,22720.0,3789.0,31092.0,3267.0,7107.0,241.0,32278.0,7390.0,6577.0,35514.0,26543.0,13037.0,12707.0,34498.0,1068.0,13311.0,2687.0,19977.0,0.0,10624.0,28725.0,1096.0,29842.0,20279.0,6906.0,3003.0
2021-02-26,1658.0,12893.0,7030.0,21140.0,84111.0,14558.0,12609.0,1614.0,3926.0,81744.0,41837.0,7449.0,3682.0,25236.0,13816.0,7561.0,15477.0,10007.0,24168.0,11459.0,2081.0,16391.0,11127.0,9184.0,7762.0,2550.0,36917.0,1229.0,4186.0,4821.0,42771.0,5012.0,6006.0,48269.0,29638.0,7345.0,5302.0,37256.0,4442.0,24926.0,2039.0,18990.0,87271.0,10443.0,26890.0,1370.0,11702.0,10233.0,4347.0,1264.0,2271.0,18026.0,14286.0,29731.0,61657.0,1440.0,11703.0,3776.0,5249.0,44388.0,63392.0,6400.0,5184.0,54064.0,24732.0,12087.0,13248.0,18210.0,26271.0,26072.0,112.0,36158.0,25824.0,25820.0,12795.0,5180.0,29276.0,227.0,7824.0,530.0,40468.0,18286.0,11296.0,43900.0,25553.0,23106.0,20948.0,8854.0,1289.0,18119.0,4800.0,20005.0,0.0,972.0,47320.0,1655.0,30522.0,59625.0,9847.0,2326.0
2021-02-27,1724.0,12314.0,6633.0,20525.0,79841.0,14498.0,12609.0,1682.0,3868.0,80844.0,41379.0,7288.0,3657.0,24924.0,13456.0,7561.0,15156.0,10007.0,23785.0,11136.0,2126.0,16467.0,10999.0,8986.0,7272.0,2540.0,35428.0,1212.0,4162.0,4661.0,43148.0,4599.0,5652.0,47856.0,28613.0,6813.0,5281.0,36827.0,4476.0,24171.0,2088.0,18189.0,87082.0,10186.0,26051.0,1365.0,11698.0,10235.0,4298.0,1264.0,3042.0,19431.0,13032.0,26690.0,66239.0,419.0,260.0,1833.0,5781.0,46625.0,1128.0,9487.0,215.0,47266.0,366.0,438.0,17268.0,12668.0,23681.0,23309.0,11546.0,26306.0,18279.0,404.0,12832.0,679.0,30267.0,4821.0,7320.0,323.0,29872.0,1443.0,12219.0,31392.0,31464.0,43885.0,11922.0,72366.0,1477.0,14578.0,3282.0,22548.0,0.0,6497.0,31343.0,2270.0,32533.0,27519.0,8556.0,3727.0
2021-02-28,1657.0,12210.0,9387.0,19650.0,75684.0,14536.0,12609.0,1680.0,3906.0,78909.0,41784.0,7209.0,3657.0,24542.0,12970.0,7561.0,14760.0,10209.0,23371.0,11116.0,2098.0,16697.0,11027.0,8897.0,6771.0,2553.0,34698.0,1209.0,4149.0,4639.0,43369.0,4561.0,5406.0,47285.0,28072.0,6519.0,5316.0,36173.0,4458.0,22494.0,2112.0,17955.0,83964.0,9941.0,25636.0,1338.0,11820.0,10154.0,4267.0,1258.0,2521.0,5398.0,6530.0,34289.0,247305.0,1545.0,20913.0,1139.0,3221.0,27903.0,771.0,10566.0,6679.0,42514.0,33913.0,12193.0,9578.0,1075.0,28359.0,16758.0,375.0,1417.0,2808.0,31393.0,9883.0,5389.0,17619.0,3435.0,7580.0,290.0,21171.0,11899.0,9773.0,55258.0,54859.0,10418.0,17574.0,4361.0,3112.0,12860.0,4981.0,11864.0,0.0,518.0,51729.0,2773.0,33491.0,17760.0,2573.0,2097.0
2021-03-01,1640.0,12061.0,9161.0,19348.0,72713.0,14582.0,12384.0,1683.0,3903.0,79202.0,41853.0,7194.0,3979.0,24265.0,12734.0,6852.0,14398.0,10110.0,23193.0,10997.0,2172.0,17084.0,11061.0,9097.0,6589.0,2464.0,33817.0,1176.0,4428.0,4571.0,45064.0,4536.0,5241.0,47107.0,27609.0,6438.0,5323.0,36008.0,4473.0,22048.0,2094.0,17540.0,83896.0,9736.0,25251.0,1307.0,11496.0,10061.0,4159.0,1335.0,2262.0,2195.0,3171.0,24060.0,133850.0,384.0,2616.0,714.0,4377.0,6076.0,3739.0,2441.0,7679.0,20669.0,3983.0,5599.0,3149.0,6537.0,15865.0,11003.0,29.0,26131.0,19026.0,2421.0,4108.0,1015.0,7611.0,1593.0,684.0,86.0,7744.0,2866.0,12697.0,52017.0,230.0,33.0,11375.0,36752.0,2952.0,2419.0,93.0,2524.0,0.0,65.0,19454.0,1444.0,39186.0,7504.0,902.0,13.0
2021-03-02,1705.0,13774.0,9424.0,19062.0,69554.0,14814.0,12306.0,1636.0,3930.0,76671.0,42105.0,7153.0,3891.0,24494.0,12394.0,6852.0,14197.0,10877.0,22268.0,10949.0,2181.0,17503.0,11034.0,8949.0,6564.0,2492.0,33133.0,1166.0,4381.0,4588.0,44720.0,4482.0,5260.0,46737.0,27292.0,6501.0,5162.0,36156.0,4463.0,21606.0,2059.0,17332.0,88295.0,9632.0,24516.0,1316.0,11357.0,9889.0,4067.0,1176.0,1095.0,13734.0,6437.0,20832.0,3212.0,862.0,7307.0,914.0,7807.0,29755.0,28943.0,7203.0,4639.0,30248.0,18191.0,6694.0,7829.0,7850.0,18013.0,11539.0,38.0,9943.0,12255.0,11520.0,8513.0,3221.0,21452.0,963.0,3161.0,175.0,29185.0,6739.0,4130.0,45707.0,21263.0,1921.0,6222.0,41736.0,1421.0,18001.0,186.0,17175.0,0.0,11420.0,13580.0,539.0,22105.0,14075.0,1743.0,109.0
2021-03-03,1839.0,13803.0,9161.0,19028.0,68816.0,14873.0,12266.0,1638.0,3867.0,77683.0,41295.0,7179.0,3935.0,24803.0,12233.0,6392.0,14367.0,10753.0,22807.0,10976.0,2218.0,17748.0,11055.0,8817.0,6549.0,2451.0,32030.0,1033.0,4458.0,4026.0,44302.0,4566.0,5292.0,47112.0,27498.0,6279.0,5030.0,35231.0,4525.0,21421.0,2148.0,17653.0,92351.0,9460.0,23512.0,1442.0,11617.0,9898.0,4011.0,1166.0,1543.0,16324.0,311.0,27197.0,92176.0,1190.0,6836.0,1220.0,288.0,42087.0,29732.0,10224.0,4533.0,39985.0,22055.0,6551.0,11291.0,12497.0,21068.0,10794.0,55.0,24055.0,15067.0,18334.0,9135.0,4792.0,4051.0,264.0,5632.0,183.0,20561.0,6591.0,4796.0,31492.0,19546.0,11003.0,4714.0,32066.0,1511.0,34272.0,2043.0,14433.0,0.0,4554.0,20337.0,952.0,21054.0,19632.0,3038.0,2597.0
2021-03-04,1754.0,13838.0,9311.0,19036.0,66747.0,14905.0,12597.0,1713.0,3763.0,76992.0,40696.0,7048.0,3948.0,24577.0,12412.0,6392.0,13951.0,10681.0,22334.0,10799.0,2254.0,18167.0,11082.0,8514.0,6511.0,2431.0,31074.0,1125.0,4390.0,3780.0,44218.0,4417.0,5189.0,47324.0,27091.0,6311.0,4960.0,35191.0,4562.0,20687.0,2194.0,18026.0,97248.0,8920.0,23130.0,1438.0,11353.0,9887.0,3917.0,1154.0,1807.0,17443.0,14309.0,25603.0,122760.0,872.0,9945.0,1305.0,3441.0,36977.0,35227.0,14608.0,6725.0,45303.0,25050.0,8798.0,13151.0,17154.0,26902.0,16537.0,50.0,26093.0,20421.0,17902.0,10759.0,5555.0,31905.0,3041.0,7286.0,214.0,22494.0,4161.0,6215.0,34056.0,20717.0,14476.0,22539.0,40602.0,1384.0,14148.0,3385.0,21982.0,0.0,398.0,26249.0,778.0,21229.0,24509.0,4775.0,1955.0
2021-03-05,1703.0,13659.0,9613.0,19391.0,64608.0,14846.0,12229.0,1661.0,3678.0,74488.0,39098.0,7006.0,3874.0,23800.0,12217.0,5029.0,13214.0,10758.0,22415.0,10704.0,2260.0,18811.0,10883.0,8274.0,6382.0,2279.0,29800.0,1050.0,4384.0,3655.0,44872.0,4410.0,5160.0,47586.0,26535.0,6034.0,4694.0,35091.0,4572.0,19857.0,2211.0,18146.0,101164.0,8612.0,22725.0,1492.0,10923.0,9689.0,3909.0,1081.0,2474.0,16587.0,7964.0,30752.0,11426.0,1887.0,11066.0,3832.0,4337.0,40796.0,1234.0,31139.0,7514.0,65178.0,24448.0,9347.0,13004.0,598.0,35543.0,21541.0,26676.0,25676.0,24852.0,17024.0,10273.0,383.0,27980.0,3025.0,10085.0,549.0,28605.0,19775.0,7697.0,46460.0,18717.0,9615.0,12052.0,8727.0,2292.0,28998.0,4412.0,14665.0,0.0,12274.0,24816.0,1249.0,24563.0,25676.0,6642.0,5127.0
2021-03-06,1696.0,13297.0,9423.0,19076.0,62392.0,14768.0,12229.0,1720.0,3697.0,73656.0,38031.0,7030.0,3781.0,24443.0,12034.0,5029.0,12621.0,10758.0,22167.0,10873.0,2329.0,19353.0,10959.0,8108.0,6229.0,2201.0,29036.0,1114.0,4391.0,3534.0,45716.0,4267.0,5289.0,47612.0,25430.0,5748.0,4368.0,35240.0,4621.0,18838.0,2213.0,18376.0,100248.0,8404.0,21585.0,1504.0,10859.0,9488.0,3926.0,1081.0,3730.0,18489.0,9264.0,2140.0,183494.0,1084.0,12921.0,341.0,4503.0,45039.0,24683.0,27102.0,403.0,58466.0,20267.0,1134.0,16599.0,924.0,29551.0,25089.0,1078.0,27476.0,22129.0,16908.0,11902.0,6682.0,3552.0,2104.0,9126.0,397.0,29592.0,1487.0,10637.0,56712.0,31735.0,22044.0,507.0,45560.0,2023.0,33913.0,3691.0,26814.0,0.0,11079.0,20922.0,2546.0,24977.0,19183.0,5264.0,291.0
2021-03-07,1685.0,12885.0,9304.0,18604.0,59448.0,14739.0,12229.0,1771.0,3560.0,72955.0,37982.0,6933.0,3781.0,23926.0,11900.0,5029.0,12108.0,9609.0,22072.0,10964.0,2364.0,19820.0,10975.0,8091.0,6082.0,2135.0,28271.0,1107.0,4388.0,3448.0,46204.0,4133.0,5218.0,47668.0,24704.0,5570.0,4467.0,34905.0,4575.0,18008.0,2285.0,18246.0,98717.0,8115.0,21322.0,1487.0,10792.0,9414.0,3829.0,969.0,3859.0,4712.0,2822.0,54077.0,106114.0,2015.0,12653.0,2198.0,4346.0,46125.0,26276.0,21909.0,7238.0,44902.0,19794.0,12446.0,9155.0,1016.0,24848.0,16235.0,732.0,19428.0,22906.0,14616.0,4870.0,6315.0,42021.0,1823.0,8007.0,150.0,23883.0,6116.0,11311.0,56460.0,41646.0,6509.0,12027.0,3986.0,1799.0,11963.0,4611.0,8992.0,0.0,562.0,21384.0,295.0,27290.0,12559.0,1713.0,56.0
2021-03-08,1714.0,12090.0,9192.0,17877.0,58041.0,14677.0,12062.0,1824.0,3540.0,71846.0,37890.0,6711.0,3725.0,23862.0,11558.0,4736.0,11871.0,9645.0,21798.0,11069.0,2360.0,20629.0,10892.0,7947.0,5766.0,2149.0,27695.0,1098.0,4357.0,3395.0,45807.0,4017.0,5248.0,47442.0,24347.0,5411.0,4381.0,34834.0,4587.0,17713.0,2262.0,18128.0,94947.0,8036.0,21090.0,1496.0,10842.0,9130.0,3773.0,1003.0,1947.0,2531.0,2402.0,20929.0,36878.0,95.0,4881.0,811.0,2600.0,18201.0,10441.0,8737.0,10256.0,13067.0,7270.0,5471.0,4688.0,41073.0,12027.0,14889.0,14817.0,6872.0,11095.0,2628.0,1628.0,3342.0,6560.0,996.0,964.0,212.0,14402.0,6924.0,10892.0,39704.0,50079.0,352.0,9721.0,3152.0,1445.0,6347.0,92.0,2499.0,0.0,340.0,21165.0,4415.0,25448.0,2596.0,564.0,3651.0
2021-03-09,1747.0,11540.0,8790.0,17142.0,57208.0,14437.0,11454.0,2066.0,3480.0,69644.0,35871.0,6835.0,3924.0,23707.0,11452.0,4736.0,11261.0,8878.0,21824.0,11038.0,2391.0,21504.0,12017.0,7856.0,5606.0,2053.0,26670.0,1084.0,4259.0,3329.0,46775.0,3903.0,5279.0,47227.0,23465.0,5268.0,4362.0,34987.0,4566.0,17324.0,2207.0,18157.0,88451.0,7880.0,20429.0,1504.0,10683.0,9025.0,3717.0,1028.0,1505.0,10536.0,1022.0,12853.0,43568.0,1095.0,13500.0,1941.0,2765.0,38405.0,7105.0,9673.0,4412.0,33856.0,849.0,8774.0,7305.0,13288.0,42311.0,18951.0,3973.0,16047.0,13533.0,20284.0,9680.0,2597.0,26536.0,1746.0,6050.0,412.0,23988.0,1810.0,3577.0,54859.0,1422.0,9977.0,8940.0,76834.0,813.0,10803.0,318.0,16133.0,0.0,20804.0,28955.0,783.0,15969.0,10533.0,1455.0,2505.0
2021-03-10,1716.0,11452.0,8304.0,16662.0,58317.0,14152.0,10473.0,2063.0,3373.0,68134.0,34371.0,6858.0,3957.0,23367.0,11303.0,4392.0,10991.0,8589.0,21379.0,11076.0,2325.0,22752.0,12168.0,7950.0,5529.0,2001.0,25838.0,1105.0,4249.0,3205.0,47431.0,3706.0,5088.0,47470.0,23491.0,5108.0,4229.0,34829.0,4503.0,16712.0,2154.0,17657.0,85797.0,7726.0,19644.0,1500.0,10485.0,8890.0,3776.0,1026.0,1856.0,13717.0,5318.0,18846.0,59612.0,4887.0,14090.0,1689.0,4473.0,39684.0,1932.0,16405.0,5108.0,45035.0,40186.0,1292.0,10726.0,12119.0,26628.0,19556.0,1314.0,24524.0,22367.0,16873.0,8716.0,892.0,31451.0,298.0,5821.0,366.0,30022.0,816.0,5920.0,56418.0,25335.0,7452.0,6793.0,79937.0,1945.0,15079.0,2329.0,15472.0,0.0,8029.0,32991.0,1730.0,15478.0,15283.0,3338.0,271.0
2021-03-11,1781.0,11243.0,7918.0,17558.0,56536.0,14052.0,10233.0,2006.0,3273.0,67278.0,32758.0,6675.0,4015.0,23183.0,11129.0,4392.0,10604.0,8246.0,21080.0,11024.0,2425.0,23887.0,12275.0,7977.0,5646.0,1979.0,24836.0,1136.0,4292.0,3196.0,47669.0,3640.0,5135.0,46236.0,22530.0,5068.0,4090.0,35240.0,4470.0,16273.0,2199.0,17341.0,83189.0,7540.0,19576.0,1562.0,10164.0,8576.0,3683.0,910.0,3284.0,16727.0,317.0,25115.0,76001.0,3625.0,19211.0,371.0,263.0,227739.0,46262.0,19456.0,6036.0,53177.0,1142.0,18286.0,16345.0,699.0,34395.0,21821.0,14881.0,32124.0,18695.0,16206.0,381.0,9288.0,33104.0,3051.0,11258.0,480.0,44440.0,10158.0,12461.0,59583.0,27459.0,5876.0,644.0,3724.0,3318.0,13085.0,3517.0,1544.0,0.0,280.0,36194.0,1428.0,34075.0,24989.0,6462.0,148.0
2021-03-12,1789.0,10960.0,7861.0,17304.0,54607.0,13985.0,10631.0,1998.0,3075.0,67022.0,30891.0,6482.0,4036.0,22505.0,11134.0,4085.0,10271.0,7890.0,20879.0,11044.0,2436.0,24920.0,12230.0,7984.0,5526.0,1943.0,23990.0,1162.0,4291.0,3181.0,47848.0,3248.0,5594.0,46669.0,22360.0,5056.0,4159.0,34935.0,4516.0,15848.0,2240.0,17021.0,81733.0,7408.0,19248.0,1578.0,10003.0,8490.0,3608.0,813.0,2078.0,18043.0,12237.0,34292.0,81091.0,3400.0,84175.0,2761.0,3086.0,85963.0,45646.0,20299.0,6128.0,92780.0,47736.0,10722.0,13898.0,36061.0,35220.0,17704.0,172.0,32037.0,24428.0,21449.0,17849.0,6713.0,62231.0,5039.0,14009.0,636.0,28804.0,9919.0,11721.0,43612.0,36421.0,8743.0,13684.0,7681.0,2829.0,15478.0,5488.0,30773.0,0.0,10127.0,30760.0,2065.0,23509.0,23448.0,8734.0,3873.0
2021-03-13,1798.0,10857.0,7618.0,16387.0,52686.0,14145.0,10631.0,1954.0,2982.0,66030.0,28780.0,6488.0,4096.0,22400.0,11099.0,4085.0,10010.0,7890.0,20936.0,11309.0,2457.0,25930.0,12605.0,8037.0,5464.0,1889.0,23681.0,1167.0,4274.0,3153.0,47748.0,3279.0,5577.0,46047.0,22144.0,5001.0,4077.0,34335.0,4479.0,15247.0,2200.0,17006.0,75546.0,7213.0,18685.0,1537.0,9803.0,8159.0,3569.0,813.0,2425.0,16599.0,11849.0,31507.0,122264.0,1764.0,63108.0,305.0,3465.0,77281.0,1428.0,28748.0,578.0,70150.0,23218.0,1475.0,19718.0,16421.0,27816.0,16066.0,475.0,2037.0,25909.0,19701.0,9969.0,592.0,43349.0,4716.0,6269.0,792.0,32290.0,8037.0,11139.0,62976.0,44063.0,1460.0,24315.0,127173.0,3067.0,14972.0,4857.0,20918.0,0.0,8670.0,27672.0,2652.0,22658.0,23144.0,7562.0,2767.0
2021-03-14,1786.0,14542.0,4528.0,15961.0,50773.0,14366.0,10631.0,1913.0,2920.0,67102.0,27265.0,6447.0,4096.0,22635.0,11063.0,4085.0,9648.0,7293.0,21160.0,11342.0,2453.0,26885.0,12798.0,8015.0,5391.0,1806.0,23279.0,1149.0,4290.0,3191.0,48669.0,3179.0,5533.0,45233.0,21769.0,4961.0,4020.0,34470.0,4489.0,14503.0,2196.0,17047.0,74359.0,7144.0,18691.0,1626.0,9641.0,7992.0,3613.0,769.0,4917.0,5157.0,723.0,32808.0,5126.0,186.0,13411.0,2523.0,245.0,50570.0,26418.0,15599.0,6811.0,46132.0,1482.0,17639.0,12465.0,1625.0,29697.0,15940.0,13638.0,44322.0,1918.0,2569.0,528.0,6166.0,36381.0,3606.0,642.0,597.0,23624.0,13792.0,13805.0,53709.0,36178.0,13415.0,12255.0,44446.0,3603.0,11201.0,5274.0,917.0,0.0,9375.0,19822.0,2424.0,25141.0,16044.0,1878.0,2949.0
2021-03-15,1814.0,14294.0,4551.0,15560.0,49717.0,14013.0,10476.0,1939.0,2921.0,64783.0,26103.0,6426.0,4195.0,22274.0,10936.0,3916.0,9567.0,7061.0,20921.0,11356.0,2501.0,28518.0,12988.0,7998.0,5184.0,1930.0,23346.0,1193.0,4153.0,3225.0,48189.0,3191.0,5491.0,45304.0,21466.0,4909.0,4001.0,34178.0,4444.0,14053.0,2179.0,16870.0,73281.0,7108.0,18582.0,1610.0,9768.0,7990.0,3630.0,856.0,1203.0,2740.0,4140.0,21384.0,167048.0,1859.0,7332.0,3652.0,5134.0,47125.0,10114.0,4420.0,8448.0,42438.0,16049.0,9374.0,8149.0,7706.0,944.0,11305.0,4430.0,450.0,21962.0,15747.0,2580.0,1580.0,24586.0,3190.0,3283.0,64.0,16043.0,5749.0,6537.0,53288.0,30074.0,1678.0,9930.0,38557.0,4814.0,3333.0,2515.0,10630.0,0.0,220.0,20663.0,2092.0,27822.0,13662.0,828.0,795.0
2021-03-16,1794.0,12349.0,4507.0,15208.0,48444.0,13469.0,10827.0,1963.0,2801.0,64817.0,24699.0,6453.0,4171.0,22694.0,10960.0,3916.0,9216.0,7286.0,21822.0,11546.0,2591.0,30234.0,13271.0,7955.0,5125.0,2186.0,23276.0,1217.0,4135.0,3267.0,48778.0,3122.0,5528.0,45759.0,21640.0,4766.0,4013.0,34784.0,4435.0,13951.0,2139.0,17205.0,70602.0,7102.0,18360.0,1603.0,10006.0,8057.0,3835.0,825.0,1505.0,10134.0,463.0,27694.0,162251.0,896.0,11464.0,1739.0,2098.0,64375.0,6275.0,1525.0,254.0,41024.0,6111.0,6488.0,15848.0,4311.0,37218.0,12864.0,2467.0,55085.0,2127.0,11972.0,711.0,1591.0,57095.0,319.0,7442.0,1127.0,25350.0,11538.0,3573.0,53508.0,18068.0,14354.0,10738.0,22361.0,2935.0,8631.0,582.0,5054.0,0.0,7196.0,16551.0,1809.0,20928.0,14580.0,1386.0,34.0
2021-03-17,1797.0,11857.0,4428.0,14369.0,47533.0,13096.0,10706.0,1993.0,2857.0,64643.0,24008.0,6319.0,4173.0,22245.0,11101.0,3795.0,9185.0,7231.0,21634.0,11677.0,2652.0,32064.0,13528.0,7879.0,4863.0,2133.0,22899.0,1336.0,4072.0,3377.0,49400.0,3009.0,5434.0,45957.0,21076.0,4637.0,3999.0,35500.0,4416.0,14189.0,2133.0,17590.0,67856.0,7072.0,19142.0,1452.0,9771.0,7973.0,3918.0,833.0,2033.0,11495.0,9532.0,16377.0,207687.0,2214.0,14970.0,2091.0,1801.0,4747.0,1971.0,8440.0,564.0,1829.0,15403.0,9409.0,11892.0,9386.0,26511.0,16145.0,101.0,27132.0,36479.0,18309.0,6684.0,1901.0,36093.0,989.0,7242.0,384.0,33037.0,4887.0,7354.0,58351.0,22274.0,8833.0,1799.0,132744.0,3797.0,11563.0,2566.0,12764.0,0.0,8535.0,13658.0,1979.0,15385.0,20678.0,1980.0,46.0
2021-03-18,1822.0,11528.0,4289.0,13499.0,47067.0,13161.0,10984.0,1878.0,2838.0,63837.0,23389.0,6232.0,4215.0,22830.0,11124.0,3795.0,8875.0,7016.0,22008.0,11981.0,2705.0,33934.0,14084.0,7772.0,4885.0,2085.0,22533.0,1236.0,4013.0,3524.0,50680.0,3002.0,5346.0,46137.0,21305.0,4514.0,3949.0,35387.0,4336.0,14160.0,2138.0,17357.0,64369.0,7021.0,19122.0,1479.0,9971.0,7801.0,4039.0,794.0,2757.0,8805.0,133.0,23956.0,176149.0,1046.0,16095.0,1083.0,1350.0,124730.0,31522.0,26567.0,14745.0,44810.0,18350.0,550.0,15508.0,24823.0,1302.0,15743.0,142.0,1708.0,25599.0,1122.0,7449.0,2584.0,29100.0,2295.0,10204.0,308.0,33565.0,9555.0,8164.0,57821.0,23759.0,9028.0,9038.0,6823.0,4537.0,12641.0,4731.0,15694.0,0.0,6478.0,18677.0,1961.0,24154.0,28520.0,6046.0,75.0
2021-03-19,1749.0,11459.0,3947.0,11646.0,45695.0,13700.0,11361.0,1912.0,2844.0,64182.0,22908.0,6251.0,4358.0,23768.0,11144.0,3649.0,8785.0,6692.0,22272.0,12220.0,2822.0,35951.0,14723.0,7695.0,4834.0,2112.0,22576.0,1324.0,3933.0,3574.0,51369.0,2914.0,5220.0,45730.0,21106.0,4393.0,4110.0,36238.0,4335.0,13804.0,2289.0,17170.0,61090.0,6919.0,19208.0,1487.0,10050.0,7765.0,4128.0,817.0,1871.0,13960.0,6325.0,2683.0,132637.0,1361.0,538.0,1415.0,1279.0,4491.0,2491.0,21363.0,8350.0,82971.0,20430.0,13329.0,10251.0,17258.0,51049.0,14963.0,11887.0,79597.0,28461.0,33169.0,2624.0,3524.0,22266.0,3856.0,10608.0,436.0,26705.0,11856.0,7849.0,56719.0,29836.0,10137.0,19181.0,8747.0,10017.0,8558.0,6600.0,13785.0,0.0,455.0,24391.0,2045.0,24272.0,1142.0,7276.0,3234.0
2021-03-20,1805.0,11432.0,3894.0,10646.0,44350.0,13987.0,11361.0,1902.0,2948.0,64076.0,22356.0,6132.0,4489.0,23165.0,10838.0,3649.0,8681.0,6692.0,22926.0,12406.0,2779.0,37706.0,15157.0,7690.0,4784.0,2124.0,22640.0,1260.0,3870.0,3621.0,52558.0,2818.0,4991.0,46021.0,21083.0,4324.0,4241.0,37447.0,4400.0,13758.0,2345.0,17886.0,59314.0,6816.0,19204.0,1546.0,10280.0,7692.0,4188.0,817.0,3258.0,13079.0,14044.0,24286.0,154253.0,2493.0,29155.0,1307.0,2600.0,124299.0,53749.0,17483.0,333.0,3195.0,43648.0,12879.0,14724.0,721.0,23470.0,15856.0,181.0,1802.0,25495.0,20524.0,20600.0,5285.0,30907.0,4181.0,635.0,202.0,29188.0,17801.0,11586.0,58369.0,30500.0,4217.0,17228.0,1966.0,9770.0,13144.0,6817.0,16758.0,0.0,478.0,19004.0,2910.0,25756.0,61116.0,6700.0,209.0
2021-03-21,1820.0,11477.0,3837.0,9799.0,43884.0,13993.0,11361.0,1810.0,2876.0,63667.0,22151.0,6136.0,4489.0,23528.0,10825.0,3649.0,8570.0,5952.0,23312.0,12704.0,2724.0,39699.0,15213.0,7628.0,4771.0,2146.0,22721.0,1282.0,3885.0,3682.0,53277.0,2809.0,4988.0,46474.0,21279.0,4290.0,4246.0,38275.0,4458.0,13722.0,2278.0,17402.0,58343.0,6779.0,19375.0,1585.0,10241.0,7753.0,4381.0,817.0,2723.0,4527.0,3640.0,23364.0,195622.0,2383.0,14447.0,1385.0,1872.0,39252.0,15717.0,10213.0,5782.0,72721.0,13823.0,14620.0,10626.0,14463.0,24018.0,12923.0,286.0,38713.0,11909.0,15326.0,532.0,2812.0,25546.0,2862.0,3338.0,154.0,25235.0,11353.0,12053.0,54971.0,59654.0,20834.0,13218.0,40648.0,8241.0,13540.0,3963.0,37266.0,0.0,20134.0,24168.0,941.0,29055.0,15284.0,1130.0,66.0
