Date,AK_V,AL_V,AR_V,AZ_V,CA_V,CO_V,CT_V,DC_V,DE_V,FL_V,GA_V,IA_V,ID_V,IL_V,IN_V,KS_V,KY_V,LA_V,MA_V,MD_V,ME_V,MI_V,MN_V,MO_V,MS_V,MT_V,NC_V,ND_V,NE_V,NH_V,NJ_V,NM_V,NV_V,NY_V,OH_V,OK_V,OR_V,PA_V,RI_V,SC_V,SD_V,TN_V,TX_V,UT_V,VA_V,VT_V,WA_V,WI_V,WV_V,WY_V
2021-02-07,3897.0,2306.0,3973.0,18051.0,64803.0,681.0,10425.0,1730.0,1475.0,40313.0,220.0,2461.0,196.0,11649.0,729.0,6255.0,1667.0,9546.0,5811.0,5899.0,145.0,188.0,4099.0,5981.0,8839.0,48.0,13337.0,2411.0,3885.0,108.0,12297.0,1436.0,6177.0,36647.0,31203.0,8220.0,12488.0,8727.0,1989.0,6409.0,1659.0,4410.0,0.0,159.0,17374.0,820.0,13009.0,6052.0,3085.0,171.0
2021-02-08,1393.0,2439.0,1431.0,16356.0,40634.0,103.0,2370.0,105.0,941.0,62656.0,17844.0,1173.0,2975.0,4335.0,231.0,4202.0,8220.0,3960.0,6806.0,3971.0,3329.0,31271.0,2257.0,2408.0,3614.0,941.0,7028.0,749.0,2059.0,208.0,11621.0,5777.0,4948.0,19239.0,4979.0,69.0,9082.0,11613.0,1307.0,490.0,773.0,1831.0,0.0,14956.0,10525.0,946.0,9977.0,183.0,1454.0,1882.0
2021-02-09,958.0,6665.0,9081.0,1056.0,30023.0,529.0,987.0,2003.0,448.0,64091.0,1820.0,5331.0,2806.0,13741.0,23610.0,7142.0,11135.0,542.0,13938.0,15732.0,87.0,28936.0,6294.0,8669.0,9020.0,82.0,23247.0,364.0,418.0,398.0,20059.0,4199.0,5569.0,50340.0,10992.0,1694.0,6481.0,18272.0,442.0,8520.0,663.0,9187.0,0.0,1608.0,11921.0,155.0,5663.0,2231.0,2965.0,355.0
2021-02-10,2052.0,8027.0,7528.0,29852.0,55456.0,619.0,10581.0,1549.0,823.0,69698.0,25785.0,4582.0,3804.0,16300.0,39640.0,5997.0,12167.0,9917.0,12861.0,13729.0,2169.0,1500.0,8240.0,9479.0,594.0,3269.0,32943.0,1316.0,5893.0,391.0,20839.0,1512.0,494.0,52453.0,17188.0,13924.0,7597.0,19001.0,866.0,7843.0,2587.0,9750.0,0.0,215.0,13238.0,1518.0,15175.0,10814.0,3645.0,1446.0
2021-02-11,2872.0,8735.0,8234.0,1224.0,64791.0,539.0,7308.0,1355.0,1069.0,71014.0,29198.0,5019.0,283.0,20614.0,38757.0,5104.0,14552.0,28404.0,11674.0,17124.0,143.0,55291.0,12952.0,12565.0,22160.0,2706.0,44346.0,2138.0,5404.0,404.0,21425.0,9896.0,4874.0,55964.0,2194.0,11221.0,679.0,26736.0,1052.0,8190.0,2398.0,13250.0,0.0,270.0,17505.0,1363.0,14632.0,9685.0,5303.0,4785.0
2021-02-12,3105.0,10973.0,5937.0,17890.0,94137.0,489.0,378.0,1340.0,972.0,72619.0,35193.0,5039.0,3491.0,997.0,20950.0,6267.0,7345.0,15023.0,16687.0,17617.0,153.0,36283.0,17477.0,16272.0,259.0,3743.0,40066.0,4791.0,5124.0,437.0,26611.0,12075.0,6168.0,56940.0,18528.0,8274.0,359.0,5298.0,1475.0,12917.0,3168.0,8317.0,0.0,235.0,26755.0,976.0,18197.0,13646.0,7581.0,92.0
2021-02-13,3661.0,10989.0,6919.0,19927.0,102555.0,624.0,17416.0,2018.0,1840.0,68678.0,1595.0,5877.0,565.0,52183.0,21630.0,1463.0,15149.0,16452.0,17774.0,19131.0,222.0,1732.0,19388.0,20444.0,24812.0,349.0,47119.0,585.0,766.0,463.0,28784.0,8074.0,7633.0,56082.0,25673.0,27285.0,29784.0,6657.0,1149.0,16280.0,3941.0,1621.0,0.0,264.0,34630.0,1236.0,17157.0,36556.0,11543.0,435.0
2021-02-14,5140.0,5050.0,4741.0,19963.0,162903.0,1000.0,8322.0,1685.0,2089.0,58234.0,67308.0,3616.0,16489.0,17819.0,13773.0,7610.0,7273.0,5435.0,1378.0,8225.0,305.0,50526.0,12678.0,3029.0,5305.0,3933.0,26175.0,2182.0,5876.0,266.0,19700.0,10959.0,8777.0,53765.0,32313.0,1147.0,11826.0,49150.0,1247.0,12873.0,3253.0,22916.0,0.0,413.0,15099.0,1252.0,19500.0,9832.0,4046.0,4247.0
2021-02-15,3655.0,1522.0,1743.0,12103.0,125041.0,146.0,3395.0,712.0,1725.0,18187.0,21171.0,1362.0,185.0,8262.0,4886.0,3394.0,4471.0,26.0,21340.0,7159.0,14476.0,115.0,3257.0,12760.0,1359.0,939.0,675.0,1579.0,1912.0,355.0,14871.0,9574.0,7165.0,21121.0,17128.0,5425.0,3373.0,2042.0,1212.0,5084.0,505.0,3230.0,0.0,21.0,20320.0,1910.0,9766.0,1831.0,1348.0,407.0
2021-02-16,433.0,10772.0,1947.0,5679.0,55427.0,117.0,6576.0,920.0,1103.0,31008.0,184.0,2557.0,4611.0,8973.0,11067.0,4313.0,3990.0,5393.0,7816.0,9564.0,153.0,20156.0,5460.0,6643.0,43.0,1820.0,37749.0,40.0,2083.0,133.0,18896.0,48.0,2293.0,56335.0,9261.0,25.0,3742.0,2759.0,685.0,9223.0,855.0,1493.0,0.0,12453.0,13613.0,225.0,5842.0,9281.0,2981.0,16.0
2021-02-17,1708.0,5767.0,2486.0,4646.0,47553.0,589.0,649.0,1488.0,1931.0,48301.0,60116.0,2422.0,3887.0,16661.0,389.0,7231.0,3657.0,199.0,12081.0,14979.0,1731.0,20358.0,18193.0,14811.0,169.0,1994.0,36317.0,1384.0,4638.0,317.0,24978.0,6816.0,2593.0,43555.0,24704.0,3358.0,4345.0,60628.0,779.0,12049.0,553.0,4322.0,0.0,132.0,17035.0,1379.0,17290.0,14755.0,2523.0,2597.0
2021-02-18,2833.0,9928.0,2999.0,16961.0,142735.0,144.0,10129.0,966.0,2154.0,47633.0,38844.0,4595.0,5155.0,26302.0,29508.0,7985.0,11092.0,10754.0,14273.0,16671.0,65.0,26457.0,22367.0,12965.0,4538.0,3411.0,38434.0,2583.0,3402.0,253.0,27580.0,706.0,8213.0,47349.0,20037.0,2066.0,7306.0,30714.0,2951.0,10496.0,2639.0,234.0,0.0,12706.0,27264.0,906.0,14909.0,25199.0,5118.0,60.0
2021-02-19,5366.0,15901.0,1978.0,38894.0,63943.0,702.0,6592.0,1012.0,3315.0,63290.0,41826.0,9780.0,3979.0,35116.0,24132.0,10809.0,8914.0,8243.0,18146.0,21464.0,7089.0,26469.0,27547.0,12727.0,3713.0,4012.0,37576.0,345.0,3789.0,468.0,22452.0,10822.0,11078.0,51759.0,31087.0,569.0,13050.0,19866.0,1791.0,15213.0,3068.0,9929.0,0.0,283.0,31930.0,2099.0,23075.0,1267.0,5735.0,2398.0
2021-02-20,7869.0,20173.0,4931.0,2168.0,84357.0,1017.0,5676.0,317.0,3248.0,53678.0,2180.0,6758.0,555.0,33187.0,815.0,1012.0,16356.0,8483.0,22770.0,21771.0,294.0,1315.0,23701.0,1283.0,4979.0,367.0,40346.0,3580.0,4270.0,451.0,26767.0,9479.0,18855.0,51615.0,1925.0,12132.0,15638.0,36102.0,1493.0,18534.0,4230.0,723.0,0.0,7653.0,18116.0,1805.0,25473.0,51785.0,7173.0,2701.0
2021-02-21,3689.0,5084.0,3894.0,21749.0,90672.0,837.0,9692.0,1357.0,201.0,26700.0,38843.0,2885.0,6527.0,7887.0,34331.0,10643.0,8158.0,4733.0,16303.0,13191.0,173.0,52492.0,1026.0,36484.0,4170.0,4639.0,2267.0,3374.0,1382.0,337.0,25351.0,9446.0,7753.0,50057.0,40788.0,37184.0,16361.0,19528.0,1231.0,10829.0,3650.0,17076.0,0.0,223.0,23165.0,1717.0,21620.0,12904.0,2161.0,123.0
2021-02-22,2254.0,2128.0,2366.0,15354.0,131960.0,707.0,3800.0,837.0,1385.0,4721.0,18142.0,1279.0,7235.0,24192.0,3962.0,3896.0,6382.0,2416.0,10211.0,12531.0,14975.0,7401.0,20313.0,3960.0,3265.0,1798.0,31706.0,214.0,1130.0,302.0,11502.0,5028.0,11076.0,39060.0,23787.0,1408.0,13761.0,13030.0,1265.0,4924.0,423.0,4250.0,0.0,137.0,19706.0,713.0,23618.0,4267.0,1052.0,3646.0
2021-02-23,651.0,10871.0,379.0,5996.0,71487.0,701.0,7408.0,873.0,2330.0,38336.0,24806.0,2462.0,3635.0,20591.0,19182.0,6363.0,11032.0,7925.0,14850.0,17512.0,3090.0,27690.0,10682.0,14294.0,10772.0,2127.0,29885.0,1109.0,3861.0,344.0,26073.0,1120.0,7178.0,25754.0,16690.0,8848.0,12281.0,21487.0,609.0,8541.0,439.0,18890.0,0.0,8439.0,17745.0,111.0,8797.0,14455.0,2481.0,407.0
2021-02-24,1895.0,14075.0,20502.0,16452.0,90692.0,1047.0,5418.0,372.0,2517.0,43026.0,25227.0,2880.0,6396.0,28683.0,24146.0,6326.0,14820.0,13228.0,17797.0,15969.0,219.0,35173.0,15643.0,17335.0,497.0,3032.0,28863.0,1595.0,7385.0,293.0,22669.0,3549.0,4212.0,24970.0,21807.0,13799.0,486.0,29560.0,1134.0,13683.0,2083.0,15948.0,0.0,185.0,21169.0,1249.0,12026.0,828.0,4156.0,99.0
2021-02-25,3566.0,14355.0,16057.0,22018.0,123859.0,791.0,12067.0,1723.0,3980.0,38884.0,1264.0,5410.0,5408.0,52736.0,27402.0,7953.0,15248.0,18243.0,19958.0,23855.0,47.0,28381.0,20692.0,15153.0,22720.0,3789.0,31092.0,3267.0,7107.0,241.0,32278.0,7390.0,6577.0,35514.0,26543.0,13037.0,12707.0,34498.0,1068.0,13311.0,2687.0,19977.0,0.0,10624.0,28725.0,1096.0,29842.0,20279.0,6906.0,3003.0
2021-02-26,2271.0,18026.0,14286.0,29731.0,61657.0,1440.0,11703.0,3776.0,5249.0,44388.0,63392.0,6400.0,5184.0,54064.0,24732.0,12087.0,13248.0,18210.0,26271.0,26072.0,112.0,36158.0,25824.0,25820.0,12795.0,5180.0,29276.0,227.0,7824.0,530.0,40468.0,18286.0,11296.0,43900.0,25553.0,23106.0,20948.0,8854.0,1289.0,18119.0,4800.0,20005.0,0.0,972.0,47320.0,1655.0,30522.0,59625.0,9847.0,2326.0
2021-02-27,3042.0,19431.0,13032.0,26690.0,66239.0,419.0,260.0,1833.0,5781.0,46625.0,1128.0,9487.0,215.0,47266.0,366.0,438.0,17268.0,12668.0,23681.0,23309.0,11546.0,26306.0,18279.0,404.0,12832.0,679.0,30267.0,4821.0,7320.0,323.0,29872.0,1443.0,12219.0,31392.0,31464.0,43885.0,11922.0,72366.0,1477.0,14578.0,3282.0,22548.0,0.0,6497.0,31343.0,2270.0,32533.0,27519.0,8556.0,3727.0
2021-02-28,2521.0,5398.0,6530.0,34289.0,247305.0,1545.0,20913.0,1139.0,3221.0,27903.0,771.0,10566.0,6679.0,42514.0,33913.0,12193.0,9578.0,1075.0,28359.0,16758.0,375.0,1417.0,2808.0,31393.0,9883.0,5389.0,17619.0,3435.0,7580.0,290.0,21171.0,11899.0,9773.0,55258.0,54859.0,10418.0,17574.0,4361.0,3112.0,12860.0,4981.0,11864.0,0.0,518.0,51729.0,2773.0,33491.0,17760.0,2573.0,2097.0
2021-03-01,2262.0,2195.0,3171.0,24060.0,133850.0,384.0,2616.0,714.0,4377.0,6076.0,3739.0,2441.0,7679.0,20669.0,3983.0,5599.0,3149.0,6537.0,15865.0,11003.0,29.0,26131.0,19026.0,2421.0,4108.0,1015.0,7611.0,1593.0,684.0,86.0,7744.0,2866.0,12697.0,52017.0,230.0,33.0,11375.0,36752.0,2952.0,2419.0,93.0,2524.0,0.0,65.0,19454.0,1444.0,39186.0,7504.0,902.0,13.0
2021-03-02,1095.0,13734.0,6437.0,20832.0,3212.0,862.0,7307.0,914.0,7807.0,29755.0,28943.0,7203.0,4639.0,30248.0,18191.0,6694.0,7829.0,7850.0,18013.0,11539.0,38.0,9943.0,12255.0,11520.0,8513.0,3221.0,21452.0,963.0,3161.0,175.0,29185.0,6739.0,4130.0,45707.0,21263.0,1921.0,6222.0,41736.0,1421.0,18001.0,186.0,17175.0,0.0,11420.0,13580.0,539.0,22105.0,14075.0,1743.0,109.0
2021-03-03,1543.0,16324.0,311.0,27197.0,92176.0,1190.0,6836.0,1220.0,288.0,42087.0,29732.0,10224.0,4533.0,39985.0,22055.0,6551.0,11291.0,12497.0,21068.0,10794.0,55.0,24055.0,15067.0,18334.0,9135.0,4792.0,4051.0,264.0,5632.0,183.0,20561.0,6591.0,4796.0,31492.0,19546.0,11003.0,4714.0,32066.0,1511.0,34272.0,2043.0,14433.0,0.0,4554.0,20337.0,952.0,21054.0,19632.0,3038.0,2597.0
2021-03-04,1807.0,17443.0,14309.0,25603.0,122760.0,872.0,9945.0,1305.0,3441.0,36977.0,35227.0,14608.0,6725.0,45303.0,25050.0,8798.0,13151.0,17154.0,26902.0,16537.0,50.0,26093.0,20421.0,17902.0,10759.0,5555.0,31905.0,3041.0,7286.0,214.0,22494.0,4161.0,6215.0,34056.0,20717.0,14476.0,22539.0,40602.0,1384.0,14148.0,3385.0,21982.0,0.0,398.0,26249.0,778.0,21229.0,24509.0,4775.0,1955.0
2021-03-05,2474.0,16587.0,7964.0,30752.0,11426.0,1887.0,11066.0,3832.0,4337.0,40796.0,1234.0,31139.0,7514.0,65178.0,24448.0,9347.0,13004.0,598.0,35543.0,21541.0,26676.0,25676.0,24852.0,17024.0,10273.0,383.0,27980.0,3025.0,10085.0,549.0,28605.0,19775.0,7697.0,46460.0,18717.0,9615.0,12052.0,8727.0,2292.0,28998.0,4412.0,14665.0,0.0,12274.0,24816.0,1249.0,24563.0,25676.0,6642.0,5127.0
2021-03-06,3730.0,18489.0,9264.0,2140.0,183494.0,1084.0,12921.0,341.0,4503.0,45039.0,24683.0,27102.0,403.0,58466.0,20267.0,1134.0,16599.0,924.0,29551.0,25089.0,1078.0,27476.0,22129.0,16908.0,11902.0,6682.0,3552.0,2104.0,9126.0,397.0,29592.0,1487.0,10637.0,56712.0,31735.0,22044.0,507.0,45560.0,2023.0,33913.0,3691.0,26814.0,0.0,11079.0,20922.0,2546.0,24977.0,19183.0,5264.0,291.0
2021-03-07,3859.0,4712.0,2822.0,54077.0,106114.0,2015.0,12653.0,2198.0,4346.0,46125.0,26276.0,21909.0,7238.0,44902.0,19794.0,12446.0,9155.0,1016.0,24848.0,16235.0,732.0,19428.0,22906.0,14616.0,4870.0,6315.0,42021.0,1823.0,8007.0,150.0,23883.0,6116.0,11311.0,56460.0,41646.0,6509.0,12027.0,3986.0,1799.0,11963.0,4611.0,8992.0,0.0,562.0,21384.0,295.0,27290.0,12559.0,1713.0,56.0
2021-03-08,1947.0,2531.0,2402.0,20929.0,36878.0,95.0,4881.0,811.0,2600.0,18201.0,10441.0,8737.0,10256.0,13067.0,7270.0,5471.0,4688.0,41073.0,12027.0,14889.0,14817.0,6872.0,11095.0,2628.0,1628.0,3342.0,6560.0,996.0,964.0,212.0,14402.0,6924.0,10892.0,39704.0,50079.0,352.0,9721.0,3152.0,1445.0,6347.0,92.0,2499.0,0.0,340.0,21165.0,4415.0,25448.0,2596.0,564.0,3651.0
2021-03-09,1505.0,10536.0,1022.0,12853.0,43568.0,1095.0,13500.0,1941.0,2765.0,38405.0,7105.0,9673.0,4412.0,33856.0,849.0,8774.0,7305.0,13288.0,42311.0,18951.0,3973.0,16047.0,13533.0,20284.0,9680.0,2597.0,26536.0,1746.0,6050.0,412.0,23988.0,1810.0,3577.0,54859.0,1422.0,9977.0,8940.0,76834.0,813.0,10803.0,318.0,16133.0,0.0,20804.0,28955.0,783.0,15969.0,10533.0,1455.0,2505.0
2021-03-10,1856.0,13717.0,5318.0,18846.0,59612.0,4887.0,14090.0,1689.0,4473.0,39684.0,1932.0,16405.0,5108.0,45035.0,40186.0,1292.0,10726.0,12119.0,26628.0,19556.0,1314.0,24524.0,22367.0,16873.0,8716.0,892.0,31451.0,298.0,5821.0,366.0,30022.0,816.0,5920.0,56418.0,25335.0,7452.0,6793.0,79937.0,1945.0,15079.0,2329.0,15472.0,0.0,8029.0,32991.0,1730.0,15478.0,15283.0,3338.0,271.0
2021-03-11,3284.0,16727.0,317.0,25115.0,76001.0,3625.0,19211.0,371.0,263.0,227739.0,46262.0,19456.0,6036.0,53177.0,1142.0,18286.0,16345.0,699.0,34395.0,21821.0,14881.0,32124.0,18695.0,16206.0,381.0,9288.0,33104.0,3051.0,11258.0,480.0,44440.0,10158.0,12461.0,59583.0,27459.0,5876.0,644.0,3724.0,3318.0,13085.0,3517.0,1544.0,0.0,280.0,36194.0,1428.0,34075.0,24989.0,6462.0,148.0
2021-03-12,2078.0,18043.0,12237.0,34292.0,81091.0,3400.0,84175.0,2761.0,3086.0,85963.0,45646.0,20299.0,6128.0,92780.0,47736.0,10722.0,13898.0,36061.0,35220.0,17704.0,172.0,32037.0,24428.0,21449.0,17849.0,6713.0,62231.0,5039.0,14009.0,636.0,28804.0,9919.0,11721.0,43612.0,36421.0,8743.0,13684.0,7681.0,2829.0,15478.0,5488.0,30773.0,0.0,10127.0,30760.0,2065.0,23509.0,23448.0,8734.0,3873.0
2021-03-13,2425.0,16599.0,11849.0,31507.0,122264.0,1764.0,63108.0,305.0,3465.0,77281.0,1428.0,28748.0,578.0,70150.0,23218.0,1475.0,19718.0,16421.0,27816.0,16066.0,475.0,2037.0,25909.0,19701.0,9969.0,592.0,43349.0,4716.0,6269.0,792.0,32290.0,8037.0,11139.0,62976.0,44063.0,1460.0,24315.0,127173.0,3067.0,14972.0,4857.0,20918.0,0.0,8670.0,27672.0,2652.0,22658.0,23144.0,7562.0,2767.0
2021-03-14,4917.0,5157.0,723.0,32808.0,5126.0,186.0,13411.0,2523.0,245.0,50570.0,26418.0,15599.0,6811.0,46132.0,1482.0,17639.0,12465.0,1625.0,29697.0,15940.0,13638.0,44322.0,1918.0,2569.0,528.0,6166.0,36381.0,3606.0,642.0,597.0,23624.0,13792.0,13805.0,53709.0,36178.0,13415.0,12255.0,44446.0,3603.0,11201.0,5274.0,917.0,0.0,9375.0,19822.0,2424.0,25141.0,16044.0,1878.0,2949.0
2021-03-15,1203.0,2740.0,4140.0,21384.0,167048.0,1859.0,7332.0,3652.0,5134.0,47125.0,10114.0,4420.0,8448.0,42438.0,16049.0,9374.0,8149.0,7706.0,944.0,11305.0,4430.0,450.0,21962.0,15747.0,2580.0,1580.0,24586.0,3190.0,3283.0,64.0,16043.0,5749.0,6537.0,53288.0,30074.0,1678.0,9930.0,38557.0,4814.0,3333.0,2515.0,10630.0,0.0,220.0,20663.0,2092.0,27822.0,13662.0,828.0,795.0
2021-03-16,1505.0,10134.0,463.0,27694.0,162251.0,896.0,11464.0,1739.0,2098.0,64375.0,6275.0,1525.0,254.0,41024.0,6111.0,6488.0,15848.0,4311.0,37218.0,12864.0,2467.0,55085.0,2127.0,11972.0,711.0,1591.0,57095.0,319.0,7442.0,1127.0,25350.0,11538.0,3573.0,53508.0,18068.0,14354.0,10738.0,22361.0,2935.0,8631.0,582.0,5054.0,0.0,7196.0,16551.0,1809.0,20928.0,14580.0,1386.0,34.0
2021-03-17,2033.0,11495.0,9532.0,16377.0,207687.0,2214.0,14970.0,2091.0,1801.0,4747.0,1971.0,8440.0,564.0,1829.0,15403.0,9409.0,11892.0,9386.0,26511.0,16145.0,101.0,27132.0,36479.0,18309.0,6684.0,1901.0,36093.0,989.0,7242.0,384.0,33037.0,4887.0,7354.0,58351.0,22274.0,8833.0,1799.0,132744.0,3797.0,11563.0,2566.0,12764.0,0.0,8535.0,13658.0,1979.0,15385.0,20678.0,1980.0,46.0
2021-03-18,2757.0,8805.0,133.0,23956.0,176149.0,1046.0,16095.0,1083.0,1350.0,124730.0,31522.0,26567.0,14745.0,44810.0,18350.0,550.0,15508.0,24823.0,1302.0,15743.0,142.0,1708.0,25599.0,1122.0,7449.0,2584.0,29100.0,2295.0,10204.0,308.0,33565.0,9555.0,8164.0,57821.0,23759.0,9028.0,9038.0,6823.0,4537.0,12641.0,4731.0,15694.0,0.0,6478.0,18677.0,1961.0,24154.0,28520.0,6046.0,75.0
2021-03-19,1871.0,13960.0,6325.0,2683.0,132637.0,1361.0,538.0,1415.0,1279.0,4491.0,2491.0,21363.0,8350.0,82971.0,20430.0,13329.0,10251.0,17258.0,51049.0,14963.0,11887.0,79597.0,28461.0,33169.0,2624.0,3524.0,22266.0,3856.0,10608.0,436.0,26705.0,11856.0,7849.0,56719.0,29836.0,10137.0,19181.0,8747.0,10017.0,8558.0,6600.0,13785.0,0.0,455.0,24391.0,2045.0,24272.0,1142.0,7276.0,3234.0
2021-03-20,3258.0,13079.0,14044.0,24286.0,154253.0,2493.0,29155.0,1307.0,2600.0,124299.0,53749.0,17483.0,333.0,3195.0,43648.0,12879.0,14724.0,721.0,23470.0,15856.0,181.0,1802.0,25495.0,20524.0,20600.0,5285.0,30907.0,4181.0,635.0,202.0,29188.0,17801.0,11586.0,58369.0,30500.0,4217.0,17228.0,1966.0,9770.0,13144.0,6817.0,16758.0,0.0,478.0,19004.0,2910.0,25756.0,61116.0,6700.0,209.0
2021-03-21,2723.0,4527.0,3640.0,23364.0,195622.0,2383.0,14447.0,1385.0,1872.0,39252.0,15717.0,10213.0,5782.0,72721.0,13823.0,14620.0,10626.0,14463.0,24018.0,12923.0,286.0,38713.0,11909.0,15326.0,532.0,2812.0,25546.0,2862.0,3338.0,154.0,25235.0,11353.0,12053.0,54971.0,59654.0,20834.0,13218.0,40648.0,8241.0,13540.0,3963.0,37266.0,0.0,20134.0,24168.0,941.0,29055.0,15284.0,1130.0,66.0
2021-03-22,1030.0,2524.0,1947.0,19222.0,127524.0,647.0,4845.0,1293.0,1892.0,27483.0,16434.0,3872.0,8868.0,16498.0,5117.0,4248.0,5318.0,10812.0,15583.0,11322.0,14523.0,38700.0,5304.0,6506.0,3943.0,2344.0,9804.0,1467.0,4462.0,114.0,22928.0,5686.0,6189.0,61829.0,1064.0,5432.0,10802.0,142748.0,9875.0,3497.0,1808.0,7378.0,0.0,159.0,19835.0,2601.0,20986.0,5228.0,747.0,32.0
2021-03-23,321.0,10473.0,7257.0,10908.0,110379.0,1141.0,9839.0,1251.0,163.0,52648.0,19771.0,6119.0,3595.0,26265.0,840.0,4753.0,9115.0,11653.0,25101.0,11180.0,1502.0,24877.0,9459.0,13168.0,11152.0,31.0,21060.0,78.0,3223.0,261.0,31699.0,1477.0,1995.0,63878.0,14081.0,9830.0,11431.0,3757.0,7610.0,13518.0,321.0,19717.0,0.0,6249.0,10035.0,1619.0,12105.0,15436.0,3009.0,6756.0
2021-03-24,1562.0,9757.0,617.0,15199.0,136014.0,1131.0,13793.0,209.0,1923.0,3069.0,1213.0,6602.0,4323.0,31477.0,16230.0,12425.0,16802.0,352.0,26808.0,14986.0,135.0,29073.0,16680.0,1379.0,12713.0,2436.0,25505.0,1009.0,3930.0,274.0,27471.0,5151.0,4663.0,66552.0,18940.0,18497.0,8270.0,48211.0,5037.0,12701.0,2840.0,22403.0,0.0,8298.0,26171.0,1627.0,13880.0,19286.0,5041.0,251.0
2021-03-25,2423.0,10371.0,18560.0,35225.0,142141.0,2556.0,14055.0,5759.0,3467.0,66767.0,17717.0,14368.0,416.0,34260.0,48534.0,10959.0,19077.0,30858.0,29324.0,18749.0,16755.0,43949.0,1680.0,37449.0,633.0,3446.0,40366.0,2145.0,7090.0,304.0,36322.0,12526.0,10558.0,89696.0,27618.0,16647.0,8683.0,63462.0,5807.0,13606.0,4841.0,23012.0,0.0,11119.0,21969.0,2726.0,26608.0,24912.0,8684.0,3115.0
2021-03-26,2864.0,9845.0,11946.0,21617.0,180724.0,3097.0,18409.0,2413.0,3112.0,71088.0,20395.0,18063.0,11725.0,39655.0,24792.0,10431.0,23691.0,22494.0,29997.0,22867.0,8937.0,59111.0,58298.0,1893.0,21103.0,5147.0,46247.0,6468.0,9963.0,433.0,38321.0,10786.0,12369.0,109348.0,41049.0,18396.0,11522.0,22692.0,6269.0,18762.0,5199.0,25661.0,0.0,424.0,29271.0,2568.0,34509.0,33669.0,14220.0,179.0
2021-03-27,3145.0,10626.0,14175.0,23806.0,168000.0,1294.0,18257.0,269.0,4286.0,88778.0,20482.0,23236.0,389.0,51519.0,22813.0,20532.0,23522.0,381.0,30555.0,23536.0,397.0,1625.0,1568.0,25602.0,680.0,5184.0,41121.0,5647.0,500.0,285.0,45011.0,10591.0,12877.0,116933.0,44195.0,1885.0,18788.0,85150.0,5906.0,19583.0,7534.0,951.0,0.0,19138.0,15929.0,3329.0,36590.0,32090.0,10871.0,136.0
2021-03-28,3678.0,4744.0,835.0,29415.0,165354.0,3125.0,15285.0,3753.0,3700.0,87758.0,17327.0,13231.0,7891.0,46319.0,17817.0,19122.0,22240.0,24783.0,29125.0,23790.0,7547.0,54145.0,56161.0,33415.0,25272.0,6472.0,34604.0,4973.0,9219.0,372.0,44615.0,15608.0,13493.0,111250.0,77726.0,22420.0,16686.0,31333.0,5908.0,18940.0,5716.0,49779.0,0.0,285.0,35008.0,2545.0,44148.0,21547.0,1839.0,360.0
2021-03-29,802.0,2726.0,3751.0,21488.0,157802.0,931.0,15156.0,4914.0,2960.0,61530.0,12101.0,4277.0,6924.0,18735.0,5454.0,6037.0,12635.0,19228.0,18821.0,12714.0,5039.0,42699.0,13391.0,28798.0,131.0,2123.0,8330.0,2243.0,8486.0,95.0,26063.0,6100.0,10957.0,25811.0,1120.0,12712.0,14479.0,44995.0,7709.0,6132.0,2423.0,6548.0,0.0,44.0,26022.0,3583.0,39027.0,7700.0,914.0,8294.0
2021-03-30,769.0,11866.0,11176.0,16089.0,107202.0,2073.0,12333.0,302.0,2602.0,44080.0,20631.0,6925.0,4888.0,28384.0,797.0,4181.0,13161.0,262.0,31466.0,27573.0,3961.0,31932.0,1098.0,25442.0,2249.0,1190.0,36963.0,1865.0,10942.0,356.0,47837.0,2249.0,3648.0,91100.0,16414.0,16518.0,8878.0,43029.0,5954.0,11455.0,827.0,25164.0,0.0,18573.0,45084.0,3000.0,20529.0,13436.0,2942.0,160.0
2021-03-31,1659.0,13165.0,13055.0,21376.0,139301.0,4411.0,17980.0,4358.0,4255.0,133736.0,3057.0,11357.0,5874.0,51901.0,21848.0,9900.0,22176.0,37796.0,34202.0,33321.0,6923.0,1421.0,55431.0,30169.0,13023.0,4892.0,45828.0,759.0,14091.0,535.0,45285.0,6240.0,5077.0,174513.0,26369.0,22100.0,15871.0,3622.0,2996.0,19120.0,3445.0,1466.0,0.0,179.0,32149.0,2209.0,28025.0,27310.0,4457.0,169.0
2021-04-01,2402.0,16095.0,16519.0,26125.0,145731.0,4216.0,21510.0,3005.0,4169.0,96732.0,25902.0,15378.0,7464.0,44149.0,53002.0,28737.0,29265.0,1296.0,34939.0,36952.0,11779.0,89839.0,31195.0,45399.0,1109.0,5259.0,38970.0,2688.0,11069.0,17116.0,64775.0,12154.0,9733.0,38004.0,34749.0,27613.0,17146.0,69464.0,5292.0,23746.0,4316.0,57602.0,0.0,17776.0,32342.0,4250.0,38061.0,38857.0,12867.0,4025.0
2021-04-02,2289.0,16563.0,841.0,31145.0,163722.0,4818.0,29773.0,3512.0,4019.0,105140.0,31860.0,18365.0,7377.0,58613.0,962.0,1811.0,33282.0,51864.0,1128.0,39644.0,10784.0,1570.0,2803.0,29489.0,18503.0,5008.0,7207.0,7504.0,11388.0,5444.0,63375.0,16456.0,12697.0,336453.0,45444.0,27585.0,18688.0,74163.0,8091.0,661.0,5071.0,1154.0,0.0,324.0,42678.0,3853.0,41497.0,46501.0,16873.0,136.0
